,enota,okraj,id,naslov
5201,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4009 - LJUBLJANA BEŽIGRAD 2,12,"OŠ Vita Kraigherja, Trg 9. maja 1"
5202,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4009 - LJUBLJANA BEŽIGRAD 2,13,"Prostori MOL, Dunajska c. 101"
5203,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4009 - LJUBLJANA BEŽIGRAD 2,14,"OŠ Vita Kraigherja, Trg 9. maja 1"
5204,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4009 - LJUBLJANA BEŽIGRAD 2,15,"OŠ Mirana Jarca, Ipavčeva ul. 1"
5205,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4009 - LJUBLJANA BEŽIGRAD 2,16,"OŠ Savsko naselje, Matjaževa ul. 4"
5206,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4009 - LJUBLJANA BEŽIGRAD 2,17,"OŠ Savsko naselje, Matjaževa ul. 4"
5207,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4009 - LJUBLJANA BEŽIGRAD 2,18,"OŠ Savsko naselje, Matjaževa ul. 4"
5208,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4009 - LJUBLJANA BEŽIGRAD 2,19,"OŠ Milana Šuštaršiča, Štembalova ul. 2a"
5209,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4009 - LJUBLJANA BEŽIGRAD 2,20,"OŠ Milana Šuštaršiča, Štembalova ul. 2a"
5210,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4009 - LJUBLJANA BEŽIGRAD 2,21,"Prostori MOL, Vojkova c. 73"
5211,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4009 - LJUBLJANA BEŽIGRAD 2,22,"Objekt - okrepčevalnica, Šifrerjeva 3"
5212,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4009 - LJUBLJANA BEŽIGRAD 2,23,"Objekt - okrepčevalnica, Šifrerjeva 3"
5213,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4009 - LJUBLJANA BEŽIGRAD 2,24,"Knjižnica Bežigrad, Einspielerjeva ulica 1"
5309,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,1,"OSNOVNA ŠOLA DOB I, Šolska ulica 7, Dob"
5310,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,2,"OSNOVNA ŠOLA DOB II, Šolska ulica 7, Dob"
5311,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,3,"Dom krajanov v Žejah, Žeje 10"
5312,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,4,"Osnovna šola Krtina, Krtina 41"
5313,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,5,"Gasilski dom Homec, Bolkova ul.46, Homec"
5314,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,6,"Osnovna šola Ihan, Šolska ul.5, Ihan"
5315,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,7,"Samostan Mala Loka, Mala Loka 8"
5316,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,8,"Slamnikarski muzej, Kajuhova cesta 5, Domžale"
5317,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,9,"RD BISTRICA DOMŽALE, Krakovska 18a, Domžale"
5318,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,10,"NOVI GASILSKI DOM ŠTUDA, Študljanska 103, Domžale "
5319,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,11,"Kulturni dom Radomlje I, Prešernova cesta 43"
5320,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,12,"Kulturni dom Radomlje II, Prešernova cesta 43"
5321,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,13,"GD Rova, Žiška c.10, Rova"
5322,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,14,"Delavski dom Vir, Šaranovičeva c.19,Vir"
5323,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,15,"Vrtec Palček Vir, Dvoržakova ul.15, Vir "
5324,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,16,"VRTEC CICIDOM VIR, Šubičeva 12, Vir"
5325,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,17,"Podružnična šola Krašnja, Krašnja 14a, Lukovica"
5326,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,18,"Kulturni dom Janka Kersnika Lukovica, Stari trg 1"
5327,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,19,"Kulturni dom A.M.Slomška Šentvid, Veidrov trg 4"
5328,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,20,"Športno turistično društvo Rafolče, Rafolče 11"
5329,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,21,"ŠD Zlato polje,Podgora pri Zlatem polju 1"
5330,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,22,"Podružnična šola Blagovica, Blagovica 33"
5331,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,23,"Večnamenski objekt, Češnjice 8, Blagovica"
5332,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,24,"ZADRUŽNI DOM TROJANE, Trojane 6"
5333,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,25,"Kulturni dom Moravče, Vegova ul.9"
5334,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,26,"Gost. lokal nad Logom,C. heroja Vasje 13, Moravče"
5335,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,27,"Pri Urankarju, Gabrje pod Limbarsko goro 6"
5336,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,28,"Pri Francu Majdiču, Negastrn 8"
5337,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,29,"PGD KRAŠCE, Krašce 4"
5338,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,30,"Gasilski dom Peče, Peče 50"
5339,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,31,"PLANINSKI DOM UŠTE - ŽERENK, Dešen 30, Kresnice"
5340,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,32,"KS Vrhpolje,Vrhpolje pri Moravčah 14"
5436,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,1,"VRTEC BISTRA, Ul. Nikola Tesla 16, Domžale"
5437,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,2,"Galerija Domžale, Mestni trg 1, Domžale"
5438,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,3,"VRTEC ČEŠMIN, Murnova ulica 14, Domžale"
5439,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,4,"OSNOVNA ŠOLA ROJE, Kettejeva ulica 15, Domžale"
5440,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,5,"Srednja šola Domžale - gimnazija, Cesta talcev 12"
5441,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,6,"PEKARNA JURČEK, Depala vas 93a, Domžale"
5442,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,7,"PGD STOB-DEPALA VAS, Ljubljanska cesta 55, Domžale"
5443,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,8,"DOMŽALSKI DOM, Ljubljanska cesta 58, Domžale"
5444,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,9,"VARNOST LJUBLJANA, Ljubljanska 68, Domžale"
5445,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,10,"Osnovna šola Dragomelj, Dragomelj 180"
5446,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,11,"OŠ Jarše, Šolska ul.1a, Spodnje Jarše"
5447,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,12,"GASILSKI DOM SREDNJE JARŠE,Jarška c. 37,Zg. Jarše"
5448,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,13,"OŠ Preserje pri Radomljah, Pelechova c. 83"
5449,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,14,"OŠ Trzin I, Mengeška cesta 7b, Trzin"
5450,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,15,"OŠ Trzin II, Mengeška c. 7b, Trzin"
5451,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,16,"OŠ Trzin III, Mengeška cesta 7b, Trzin"
5452,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,17,"Gasilski dom Topole, Topole 21"
5453,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,18,"Osnovna šola Mengeš I, Šolska ulica 11, Mengeš"
5454,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,19,"Osnovna šola Mengeš II, Šolska ulica 11, Mengeš"
5455,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,20,"Dom počitka Mengeš, Glavni trg 13"
5456,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,21,"Glasbena šola Mengeš I, Trdinov trg 8, Mengeš"
5457,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,22,"Glasbena šola Mengeš II, Trdinov trg 8, Mengeš"
5458,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,23,"Vrtec Sonček, Zoranina 5, Mengeš"
5459,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,24,"Gasilski dom Loka pri Mengšu, Gasilska c.46"
5460,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,25,"KMEČKI turizem BLAŽ, Dobeno 9"
5556,VE 5000 - CELJE,VO 5001 - ŠENTJUR,1,"OŠ Blagovna, Proseniško 22, Šentjur"
5557,VE 5000 - CELJE,VO 5001 - ŠENTJUR,2,"GD Lokarje, Dole 11, Šentjur"
5558,VE 5000 - CELJE,VO 5001 - ŠENTJUR,3,"OŠ Dramlje, Dramlje 7a, Dramlje"
5559,VE 5000 - CELJE,VO 5001 - ŠENTJUR,4,"Bobnar, Pletovarje 3a, Dramlje"
5560,VE 5000 - CELJE,VO 5001 - ŠENTJUR,6,"Lenič, Razbor 30a, Dramlje"
5561,VE 5000 - CELJE,VO 5001 - ŠENTJUR,7,"GD Dolga Gora, Dolga Gora 50b, Ponikva"
5562,VE 5000 - CELJE,VO 5001 - ŠENTJUR,8,"Prostori KS Grobelno,Tratna 46, Grobelno"
5563,VE 5000 - CELJE,VO 5001 - ŠENTJUR,9,"OŠ Kalobje, Kalobje 15, Kalobje"
5564,VE 5000 - CELJE,VO 5001 - ŠENTJUR,10,"Šuster, Osredek 3, Šentjur"
5565,VE 5000 - CELJE,VO 5001 - ŠENTJUR,11,"GD Loka pri Žusmu, Loka 13, Loka pri Žusmu"
5566,VE 5000 - CELJE,VO 5001 - ŠENTJUR,12,"GD Dobrina, Dobrina 6b, Loka pri Žusmu"
5567,VE 5000 - CELJE,VO 5001 - ŠENTJUR,14,"OŠ Planina, Planina 69, Planina pri Sevnici"
5568,VE 5000 - CELJE,VO 5001 - ŠENTJUR,17,"KD Šentvid, Šentvid 6, Planina pri Sevnici"
5569,VE 5000 - CELJE,VO 5001 - ŠENTJUR,18,"OŠ B. Kocena, Ponikva 29a, Ponikva"
5570,VE 5000 - CELJE,VO 5001 - ŠENTJUR,19,"V prostorih Slovenskih železnic, Hotunje 1,Ponikva"
5571,VE 5000 - CELJE,VO 5001 - ŠENTJUR,20,"Lavbič, Lutrje 16, Ponikva"
5572,VE 5000 - CELJE,VO 5001 - ŠENTJUR,21,"Večnamenski p. Prevorje, Lopaca 10, Prevorje"
5573,VE 5000 - CELJE,VO 5001 - ŠENTJUR,22,"Gostišče Obrez Milan, Žegar 2, Prevorje"
5574,VE 5000 - CELJE,VO 5001 - ŠENTJUR,23,"KD Gorica, Gorica 98, Gorica pri Slivnici"
5575,VE 5000 - CELJE,VO 5001 - ŠENTJUR,24,"GVD Javorje, Javorje bš, Gorica pri Slivnici"
5576,VE 5000 - CELJE,VO 5001 - ŠENTJUR,25,"GD Paridol, Paridol bš, Gorica pri Slivnici"
5577,VE 5000 - CELJE,VO 5001 - ŠENTJUR,26,"Krajnc, Voduce 22a, Gorica pri Slivnici"
5578,VE 5000 - CELJE,VO 5001 - ŠENTJUR,27,"Dom Gabernica, Slivnica bš, Gorica pri Slivnici"
5579,VE 5000 - CELJE,VO 5001 - ŠENTJUR,28,"GD Bukovje, Bukovje bš, Gorica pri Slivnici"
5580,VE 5000 - CELJE,VO 5001 - ŠENTJUR,29,"SD Občine Šentjur, Mestni trg 10, Šentjur"
5581,VE 5000 - CELJE,VO 5001 - ŠENTJUR,30,"GD Šentjur, Ul. A. M. Slomška 2, Šentjur"
5582,VE 5000 - CELJE,VO 5001 - ŠENTJUR,31,"OŠ Hruševec 1, Gajstova pot 2a, Šentjur"
5583,VE 5000 - CELJE,VO 5001 - ŠENTJUR,32,"Trgov.Julija-Recko Milena, C.Kozj.odr. 104,Šentjur"
5584,VE 5000 - CELJE,VO 5001 - ŠENTJUR,33,"OŠ Hruševec 2, Gajstova pot 2a, Šentjur"
5585,VE 5000 - CELJE,VO 5001 - ŠENTJUR,34,"Kovač-Reberšak, Vrbno 16, Šentjur"
5586,VE 5000 - CELJE,VO 5001 - ŠENTJUR,36,"KD Dobje, Dobje 26, Dobje pri Planini"
5587,VE 5000 - CELJE,VO 5001 - ŠENTJUR,39,"OŠ F. Malgaja, Ul. skl. Ipavcev 2, Šentjur"
5588,VE 5000 - CELJE,VO 5001 - ŠENTJUR,40,"OŠ Dobje, Dobje 20a, Dobje pri Planini"
5684,VE 5000 - CELJE,VO 5002 - CELJE 1,1,"OŠ Hudinja, Mariborska c. 125, Celje"
5685,VE 5000 - CELJE,VO 5002 - CELJE 1,3,"Sedež MČ Hudinja, Ul. F. žrtev 17/a, Celje"
5686,VE 5000 - CELJE,VO 5002 - CELJE 1,4,"Hrastnik Miroslav, Vrhe 42, Teharje"
5687,VE 5000 - CELJE,VO 5002 - CELJE 1,5,"Ostrožnik - Horvat Karina, Bukovžlak 51/a"
5688,VE 5000 - CELJE,VO 5002 - CELJE 1,6,"Dvorana KS Teharje, Teharje 14"
5689,VE 5000 - CELJE,VO 5002 - CELJE 1,7,"OŠ Lava, Pucova ul. 7, Celje"
5690,VE 5000 - CELJE,VO 5002 - CELJE 1,8,"Sedež MČ Lava, Iršičeva ul. 2/a, Celje"
5691,VE 5000 - CELJE,VO 5002 - CELJE 1,9,"GD Ostrožno, C. na Ostrožno 90, Celje"
5692,VE 5000 - CELJE,VO 5002 - CELJE 1,10,"GD Lopata, Lopata 49, Celje"
5693,VE 5000 - CELJE,VO 5002 - CELJE 1,11,"GD Lokrovec, Lokrovec 57, Celje"
5694,VE 5000 - CELJE,VO 5002 - CELJE 1,12,"Klenovšek J., Dobrova 16, Celje"
5695,VE 5000 - CELJE,VO 5002 - CELJE 1,13,"Dom krajanov, Šmartno v Rožni dolini 5"
5696,VE 5000 - CELJE,VO 5002 - CELJE 1,14,"KD Škofja vas, Škofja vas 38"
5697,VE 5000 - CELJE,VO 5002 - CELJE 1,15,"Gostilna Tepež, Runtole 3, Škofja vas"
5698,VE 5000 - CELJE,VO 5002 - CELJE 1,19,"Dom KS Ljubečna, Kocbekova c. 45, Ljubečna"
5699,VE 5000 - CELJE,VO 5002 - CELJE 1,21,"Športno društvo Začret, Začret"
5700,VE 5000 - CELJE,VO 5002 - CELJE 1,23,"IV. OŠ,  Dečkova cesta 60, Celje"
5701,VE 5000 - CELJE,VO 5002 - CELJE 1,24,"GD Prožinska vas, Prožinska vas 33, Štore"
5702,VE 5000 - CELJE,VO 5002 - CELJE 1,25,"OŠ Kompole, Kompole 92, Štore"
5703,VE 5000 - CELJE,VO 5002 - CELJE 1,26,"Šuhel Pavel, Laška vas 41, Štore"
5704,VE 5000 - CELJE,VO 5002 - CELJE 1,27,"Zlatko Cmok, Pečovje 4/a, Štore"
5705,VE 5000 - CELJE,VO 5002 - CELJE 1,29,"KD Štore, C. XIV. divizije 29, Štore"
5706,VE 5000 - CELJE,VO 5002 - CELJE 1,30,"Gobec Drago, Šentjanž nad Štorami 26"
5707,VE 5000 - CELJE,VO 5002 - CELJE 1,31,"OŠ Štore, Ul. Cvetke Jerin 5, Štore"
5708,VE 5000 - CELJE,VO 5002 - CELJE 1,32,"Župnišče Svetina, Svetina 13, Štore"
5709,VE 5000 - CELJE,VO 5002 - CELJE 1,35,"OŠ A. Bezenška Frankolovo, Frankolovo 11 "
5710,VE 5000 - CELJE,VO 5002 - CELJE 1,36,"Kračun Martin, Bezenškovo Bukovje 9/a"
5711,VE 5000 - CELJE,VO 5002 - CELJE 1,38,"Karo Janez, Lindek 7, Frankolovo"
5712,VE 5000 - CELJE,VO 5002 - CELJE 1,40,"GD Frankolovo, Stražica 2, Frankolovo"
5713,VE 5000 - CELJE,VO 5002 - CELJE 1,44,"Večnamenska dvorana, POŠ Nova Cerkev 41"
5714,VE 5000 - CELJE,VO 5002 - CELJE 1,45,"Gasilski dom Socka, Socka 64"
5715,VE 5000 - CELJE,VO 5002 - CELJE 1,47,"GD Lemberg, Lemberg pri Novi Cerkvi  19"
5716,VE 5000 - CELJE,VO 5002 - CELJE 1,51,"OŠ Vojnik, Prušnikova ul. 14, Vojnik"
5717,VE 5000 - CELJE,VO 5002 - CELJE 1,52,"OŠ Vojnik, Prušnikova ul. 14, Vojnik"
5718,VE 5000 - CELJE,VO 5002 - CELJE 1,53,"OSTRI, Ravnak Ivan, Celjska c. 2/b, Vojnik"
5719,VE 5000 - CELJE,VO 5002 - CELJE 1,55,"Florjan Rečnik, Razgor 18b, Vojnik"
5720,VE 5000 - CELJE,VO 5002 - CELJE 1,56,"Avto Čepin, Pot v Lešje 1, Vojnik"
5721,VE 5000 - CELJE,VO 5002 - CELJE 1,58,"Društveni prostori v KD Dobrna,Dobrna 1/a,Dobrna"
5722,VE 5000 - CELJE,VO 5002 - CELJE 1,59,"KD Dobrna, Dobrna 1/a, Dobrna"
5723,VE 5000 - CELJE,VO 5002 - CELJE 1,64,"OŠ Dobrna, Dobrna 1, Dobrna"
5819,VE 5000 - CELJE,VO 5003 - CELJE 2,2,"Sedež KS, Velika dvorana, Teharska cesta 2a,Celje"
5820,VE 5000 - CELJE,VO 5003 - CELJE 2,4,"Franc Draksler, Tremerje 13, Tremerje"
5821,VE 5000 - CELJE,VO 5003 - CELJE 2,7,"Župnija Celje, Sv. Cecilija, Breg 18, Celje"
5822,VE 5000 - CELJE,VO 5003 - CELJE 2,8,"Dom krajanov, Zagrad 90, Celje"
5823,VE 5000 - CELJE,VO 5003 - CELJE 2,10,"III.OŠ Celje - telovadnica, Vodnikova  4, Celje"
5824,VE 5000 - CELJE,VO 5003 - CELJE 2,11,"III.OŠ Celje - telovadnica, Vodnikova 4, Celje"
5825,VE 5000 - CELJE,VO 5003 - CELJE 2,14,"Rdeči križ, OZ Celje, Delavska ulica 21, Celje"
5826,VE 5000 - CELJE,VO 5003 - CELJE 2,15,"Don Boskov center, Don Boskov trg 1, Celje"
5827,VE 5000 - CELJE,VO 5003 - CELJE 2,16,"Sedež KS Medlog, Babno 3a, Celje"
5828,VE 5000 - CELJE,VO 5003 - CELJE 2,17,"Plava laguna, Ljubljanska  cesta 58, Celje"
5829,VE 5000 - CELJE,VO 5003 - CELJE 2,18,"Zarja Trnovlje, Kulturniška ulica 4, Celje"
5830,VE 5000 - CELJE,VO 5003 - CELJE 2,19,"KS Trnovlje pri Celju, Trnoveljska  82, Celje"
5831,VE 5000 - CELJE,VO 5003 - CELJE 2,21,"Dijaški dom, Ljubljanska cesta 21, Celje"
5832,VE 5000 - CELJE,VO 5003 - CELJE 2,23,"AMZS d.d., PE Celje,  Ljubljanska cesta 35, Celje"
5833,VE 5000 - CELJE,VO 5003 - CELJE 2,25,"Šolski center Celje, Pot na Lavo 22, Celje"
5834,VE 5000 - CELJE,VO 5003 - CELJE 2,26,"Družbeni prostori, Ul.V.prekomor.brigade 4, Celje"
5835,VE 5000 - CELJE,VO 5003 - CELJE 2,27,"I.OŠ Celje, Disloc.enota, Kosovelova 14, Celje"
5836,VE 5000 - CELJE,VO 5003 - CELJE 2,28,"Vrtec Zarja, Enota Ringa raja, Nušičeva 2c, Celje"
5837,VE 5000 - CELJE,VO 5003 - CELJE 2,31,"Sedež MČ, Ulica bratov Vošnjakov 1, Celje"
5838,VE 5000 - CELJE,VO 5003 - CELJE 2,32,"Sedež MČ, Ulica bratov Vošnjakov 1, Celje"
5934,VE 5000 - CELJE,VO 5004 - ŽALEC 1,1,"Dom KS Vinska Gora, Vinska Gora 31b"
5935,VE 5000 - CELJE,VO 5004 - ŽALEC 1,2,"POŠ Trje, Galicija 18e"
5936,VE 5000 - CELJE,VO 5004 - ŽALEC 1,3,"PGD Velika Pirešica, Pernovo 16"
5937,VE 5000 - CELJE,VO 5004 - ŽALEC 1,4,"POŠ Ponikva, Ponikva pri Žalcu 17"
5938,VE 5000 - CELJE,VO 5004 - ŽALEC 1,5,"Prostori KS Gotovlje, Gotovlje 40"
5939,VE 5000 - CELJE,VO 5004 - ŽALEC 1,6,"OŠ Šempeter Volišče I, Šolska 2, Šempeter v S.d."
5940,VE 5000 - CELJE,VO 5004 - ŽALEC 1,7,"OŠ Šempeter, Volišče II, Šolska 2, Šempeter v S.d"
5941,VE 5000 - CELJE,VO 5004 - ŽALEC 1,8,"Tavčar Alojz, Zg. Grušovlje 18"
5942,VE 5000 - CELJE,VO 5004 - ŽALEC 1,9,Dom Podeželskega društva Grče
5943,VE 5000 - CELJE,VO 5004 - ŽALEC 1,10,"Šola Polzela, Volišče I, Šolska ul. 3, Polzela"
5944,VE 5000 - CELJE,VO 5004 - ŽALEC 1,11,"Šola Polzela, Volišče II, Šolska ul. 3, Polzela"
5945,VE 5000 - CELJE,VO 5004 - ŽALEC 1,12,"Šola Polzela, Volišče III, Šolska ul. 3, Polzela"
5946,VE 5000 - CELJE,VO 5004 - ŽALEC 1,13,"Avtohiša Kos, Ločiška c. 10, Polzela"
5947,VE 5000 - CELJE,VO 5004 - ŽALEC 1,14,"DK Andraž, Andraž nad Polzelo 36"
5948,VE 5000 - CELJE,VO 5004 - ŽALEC 1,15,"Savinov salon Žalec, Šlandrov trg 25,  Žalec"
5949,VE 5000 - CELJE,VO 5004 - ŽALEC 1,16,"Knjižnica Žalec - volišče I, Aškerčeva 9a, Žalec"
5950,VE 5000 - CELJE,VO 5004 - ŽALEC 1,17,"Knjižnica Žalec - volišče II, Aškerčeva 9a, Žalec"
5951,VE 5000 - CELJE,VO 5004 - ŽALEC 1,18,"GD Ložnica, Ložnica pri Žalcu 24"
5952,VE 5000 - CELJE,VO 5004 - ŽALEC 1,19,"DK Vrbje, Vrbje 68"
6048,VE 5000 - CELJE,VO 5005 - ŽALEC 2,1,"OŠ Liboje, Liboje 122"
6049,VE 5000 - CELJE,VO 5005 - ŽALEC 2,2,"KS Liboje, Kasaze 110"
6050,VE 5000 - CELJE,VO 5005 - ŽALEC 2,3,"OŠ Petrovče, Petrovče 32"
6051,VE 5000 - CELJE,VO 5005 - ŽALEC 2,4,"GD Arja vas, Arja vas 62a"
6052,VE 5000 - CELJE,VO 5005 - ŽALEC 2,5,"DK Mala Pirešica, Mala Pirešica bš"
6053,VE 5000 - CELJE,VO 5005 - ŽALEC 2,6,"GD Drešinja vas, Drešinja vas 4a"
6054,VE 5000 - CELJE,VO 5005 - ŽALEC 2,7,"Vrtec Levec, Levec 46a"
6055,VE 5000 - CELJE,VO 5005 - ŽALEC 2,8,"OŠ Griže I, Griže 1a"
6056,VE 5000 - CELJE,VO 5005 - ŽALEC 2,9,"GD Zabukovica, Zabukovica 59b"
6057,VE 5000 - CELJE,VO 5005 - ŽALEC 2,10,"Vrtec Pongrac, Pongrac 95b"
6058,VE 5000 - CELJE,VO 5005 - ŽALEC 2,11,"Dom kulture Šešče, Šešče pri Preboldu 51"
6059,VE 5000 - CELJE,VO 5005 - ŽALEC 2,12,"GD Matke, Matke 76a"
6060,VE 5000 - CELJE,VO 5005 - ŽALEC 2,13,"OŠ Prebold, Graščinska c. 7, Prebold"
6061,VE 5000 - CELJE,VO 5005 - ŽALEC 2,14,"DC Marof (Režajeva domačija), Dolenja vas 47"
6062,VE 5000 - CELJE,VO 5005 - ŽALEC 2,15,"GD Latkova vas, Latkova vas 41 "
6063,VE 5000 - CELJE,VO 5005 - ŽALEC 2,16,"GD Kaplja vas, Kaplja vas 55"
6064,VE 5000 - CELJE,VO 5005 - ŽALEC 2,17,"GD Sv. Lovrenc, Sv. Lovrenc 25"
6065,VE 5000 - CELJE,VO 5005 - ŽALEC 2,18,"PD Marija Reka, Marija Reka 35"
6066,VE 5000 - CELJE,VO 5005 - ŽALEC 2,19,"GD Trnava, Trnava 9"
6067,VE 5000 - CELJE,VO 5005 - ŽALEC 2,20,"Dom kulture Braslovče I, Braslovče 2a"
6068,VE 5000 - CELJE,VO 5005 - ŽALEC 2,21,"GD Parižlje, Parižlje 13"
6069,VE 5000 - CELJE,VO 5005 - ŽALEC 2,22,"GD Dobrovlje, Dobrovlje 8a"
6070,VE 5000 - CELJE,VO 5005 - ŽALEC 2,23,"DK Gomilsko, Gomilsko 22a"
6071,VE 5000 - CELJE,VO 5005 - ŽALEC 2,24,"ŠD Šmatevž, Šmatevž 29b"
6072,VE 5000 - CELJE,VO 5005 - ŽALEC 2,25,"GD Grajska vas, Grajska vas 15"
6073,VE 5000 - CELJE,VO 5005 - ŽALEC 2,26,"KD Letuš, Letuš 67a"
6074,VE 5000 - CELJE,VO 5005 - ŽALEC 2,27,"DK Tabor, Tabor 25"
6075,VE 5000 - CELJE,VO 5005 - ŽALEC 2,28,"GD Kapla, Kapla 45a"
6076,VE 5000 - CELJE,VO 5005 - ŽALEC 2,29,"GD Loke, Loke 21"
6077,VE 5000 - CELJE,VO 5005 - ŽALEC 2,30,"KD Vransko, Vransko 134"
6078,VE 5000 - CELJE,VO 5005 - ŽALEC 2,31,"GD Tešova, Tešova 14b"
6079,VE 5000 - CELJE,VO 5005 - ŽALEC 2,32,"GD Ločica, Ločica pri Vranskem 49"
6080,VE 5000 - CELJE,VO 5005 - ŽALEC 2,33," Kamp Podgrad, Prapreče 30, 3305 Vransko"
6081,VE 5000 - CELJE,VO 5005 - ŽALEC 2,34,"Alojz Ferme, Limovce 3"
6082,VE 5000 - CELJE,VO 5005 - ŽALEC 2,35,"GD Prekopa, Prekopa 9"
6083,VE 5000 - CELJE,VO 5005 - ŽALEC 2,36,"DK Čeplje, Čeplje 13b"
