,enota,okraj,id,naslov
2496,VE 2000 - POSTOJNA,VO 2009 - NOVA GORICA 1,43,"Sedež KS (pri trgovini), Banjšice 86"
2497,VE 2000 - POSTOJNA,VO 2009 - NOVA GORICA 1,44,"Kulturni dom, Branik 75"
2498,VE 2000 - POSTOJNA,VO 2009 - NOVA GORICA 1,45,"Zadružni dom, Preserje 25"
2499,VE 2000 - POSTOJNA,VO 2009 - NOVA GORICA 1,46,"Bivša OŠ, Spodnja Branica 29"
2500,VE 2000 - POSTOJNA,VO 2009 - NOVA GORICA 1,47,"OŠ Čepovan, Čepovan 87"
2501,VE 2000 - POSTOJNA,VO 2009 - NOVA GORICA 1,48,"OŠ Dornberk, Gregorčičeva ul. 30a"
2502,VE 2000 - POSTOJNA,VO 2009 - NOVA GORICA 1,49,"OŠ Dornberk, Gregorčičeva ul. 30a"
2503,VE 2000 - POSTOJNA,VO 2009 - NOVA GORICA 1,50,"Kulturni dom (na hribu), Gradišče nad Prvačino 95"
2504,VE 2000 - POSTOJNA,VO 2009 - NOVA GORICA 1,51,"Kulturni dom (pritličje), Grgar 47"
2505,VE 2000 - POSTOJNA,VO 2009 - NOVA GORICA 1,52,"Sedež KS, Grgarske Ravne 30"
2506,VE 2000 - POSTOJNA,VO 2009 - NOVA GORICA 1,53,"Avtobusna čakalnica, Bate"
2507,VE 2000 - POSTOJNA,VO 2009 - NOVA GORICA 1,54,"Večnamenski objekt, Lokovec 205a"
2508,VE 2000 - POSTOJNA,VO 2009 - NOVA GORICA 1,55,"Center kulturne dediščine, Lokovec 82"
2509,VE 2000 - POSTOJNA,VO 2009 - NOVA GORICA 1,56,"Bivša OŠ, Lokve 30"
2510,VE 2000 - POSTOJNA,VO 2009 - NOVA GORICA 1,57,"Sedež KS, Osek 46f"
2511,VE 2000 - POSTOJNA,VO 2009 - NOVA GORICA 1,58,"Šola glasbe in umetnosti Ozlinka, Ozeljan 49b"
2512,VE 2000 - POSTOJNA,VO 2009 - NOVA GORICA 1,59,"Vrtec Prvačina, Prvačina 48a"
2513,VE 2000 - POSTOJNA,VO 2009 - NOVA GORICA 1,60,"Župnišče Ravnica, Ravnica 12"
2514,VE 2000 - POSTOJNA,VO 2009 - NOVA GORICA 1,61,"OŠ Renče, Trg 31"
2515,VE 2000 - POSTOJNA,VO 2009 - NOVA GORICA 1,62,"OŠ Renče, Trg 31"
2516,VE 2000 - POSTOJNA,VO 2009 - NOVA GORICA 1,63,"Kulturni dom, Šempas 29"
2517,VE 2000 - POSTOJNA,VO 2009 - NOVA GORICA 1,64,"Sedež KS, Trnovo 37"
2613,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,1,OŠ Bukovica - Bukovica 44
2614,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,2,"KS Kromberk-Loke, Ul. Vinka Vodopivca 90"
2615,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,3,Kmetijsko gozdarski zavod  - Pri hrastu 18
2616,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,4,"Goriška knjižnica Franceta Bevka,Trg E.Kardelja 4"
2617,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,5,"Mestna občina NG-sejna dvorana, Trg E. Kardelja 1"
2618,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,6,OŠ Kozara - Kidričeva ul. 35
2619,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,7,"OŠ Frana Erjavca, Kidričeva ul. 36"
2620,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,8,"OŠ Milojke Štrukelj, Delpinova ul. 7"
2621,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,9,"Zveza kulturnih društev, Ul. Gradnikove br. 25"
2622,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,10,"Mestna občina NG-Sejna dvorana, Trg E. Kardelja 1"
2623,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,11,OŠ Ledine - Cankarjeva ul. 23
2624,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,12,VDC Nova Gorica - Sedejeva ul. 10
2625,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,13,OŠ Ledine - Cankarjeva ul. 23
2626,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,14,MIC - Cankarjeva ul. 8a
2627,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,15,MIC - Cankarjeva ul. 8a
2628,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,16,"Bivši maloobmejni prehod, Erjavčeva ul. 53"
2629,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,17,KS Nova Gorica - Erjavčeva ul. 4
2630,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,18,Srednja ekonomska in trgovska šola- Erjavčeva 8
2631,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,19,"Srednja ekonomska in trgovska šola, Erjavčeva 8"
2632,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,20,"MEGATERM, Cesta 25. junija 1g"
2633,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,21,"VDC - Želva, Ajševica 42, R. Dolina"
2634,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,22,"Univerza v Novi Gorici, Vipavska c. 13, R. Dolina"
2635,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,23,Kulturni dom Stara Gora - Stara Gora 14
2636,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,24,"KS Solkan, Trg Jožeta Srebrniča 7"
2637,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,25,OŠ Solkan - Šolska ul. 25
2638,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,26,"Vrtec Julke Pavletič, Ulica L.Slokarja 8"
2639,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,27,"OŠ Solkan, Šolska ul. 25"
2640,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,28,Center starejših Šempeter-C. prekomorskih br. 62a
2641,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,29,"Občinska uprava-Coroninijev dvorec,Trg I. Roba 3a"
2642,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,30,"OŠ Ivana Roba, Ul. Andreja Gabrščka 1"
2643,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,31,"Ulica Ivana Suliča 12/a, Šempeter"
2644,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,32,OŠ Vogrsko - Vogrsko 99
2645,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,33,"MC Vrtojba, Ulica 9. septembra 72"
2646,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,34,"OŠ Vrtojba, Ulica 9. septembra 132a"
2742,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,1,"OŠ Danila Lokarja Ajdovščina, Cesta 5. maja 15"
2743,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,2,"Stavba občine Ajdovščina, Cesta 5. maja 6a"
2744,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,3,"Prostori PGD Ajdovščina, Tovarniška cesta 3g"
2745,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,4,"Otroški vrtec Ob Hublju, Ob Hublju 1, Ajdovščina"
2746,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,5,"Dom krajanov Ajdovščina, Prešernova ulica 26"
2747,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,6,"Osnovna šola Šturje, Bevkova ul. 22, Ajdovščina"
2748,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,7,"Otroški vrtec Ribnik, Pot v Žapuže 14, Ajdovščina"
2749,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,8,"Dom krajanov Žapuže, Žapuže 10"
2750,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,9,"Dom krajanov Dolga Poljana, Dolga Poljana 17"
2751,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,10,"Stara šola Budanje, Budanje 37"
2752,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,11,"Dvorana Edmunda Čibeja, Lokavec 126a"
2753,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,12,"Dom krajanov Predmeja, Predmeja 93a "
2754,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,13,"Dom krajanov Otlica, Otlica 47"
2755,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,14,"Taborniški dom na Kovku, Kovk 13"
2756,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,15,"Osnovna šola Col, Col 35"
2757,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,16,"Osnovna šola v Podkraju, Podkraj 9"
2758,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,17,"Dom krajanov Stomaž, Stomaž 36"
2759,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,18,"Prostori KS Skrilje, Skrilje 39"
2760,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,19,"Dom krajanov Cesta, Cesta 94a"
2761,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,20,"Dom krajanov Vipavski Križ, Vipavski Križ 8"
2762,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,21,"Dom krajanov Plače, Plače 27 a"
2763,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,22,"Martinova dvorana v Gaberjah, Gaberje 37"
2764,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,23,"Gasilski dom Šmarje, Šmarje 48a"
2765,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,24,"Večnamenski prostor na Ustjah, Ustje 18"
2766,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,25,"Dom krajanov Planina, Planina 58"
2767,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,26,"Dom krajanov Velike Žablje, Velike Žablje 88a"
2768,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,27,"Dom krajanov Dobravlje, Dobravlje 34a"
2769,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,28,"Učni center Brje, Brje 53"
2770,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,29,"Dom krajanov Kamnje- Potoče, Kamnje 61"
2771,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,30,"Osnovna šola v Vrtovinu, Vrtovin 74"
2772,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,31,"Dom krajanov Gojače - Malovše, Gojače 48"
2773,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,32,"Dom krajanov Selo, Selo 39a"
2774,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,33,"Stavba v športnem parku Batuje, Batuje 38b"
2775,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,34,"Osnovna šola v Črničah, Črniče 27"
2776,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,35,"Enota Lavričeve knjižnice Vipava,Beblerjeva ul.17"
2777,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,36,"Avla Kulturnega doma Vipava, Glavni trg 15, Vipava"
2778,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,37,"OŠ Draga Bajca Vipava, Vinarska c. 4, Vipava"
2779,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,38,"Osnovna šola v Vrhpolju, Vrhpolje 41"
2780,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,39,"Kulturni dom Gradišče, Gradišče pri Vipavi 35b"
2781,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,40,"Prostori krajevne skupnosti Slap, Slap 58"
2782,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,41,"Krajevna skupnost Lože (stara šola), Lože 53"
2783,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,42,"Krajevna skupnost Erzelj (stara šola), Erzelj 17"
2784,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,43,"Prostori krajevne skupnosti Goče, Goče 34"
2785,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,44,"Kulturni dom Podraga, Podraga 7"
2786,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,45,"Kulturni dom Janka Premrla - Vojka, Podnanos 71"
2787,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,46,"Krajevna skupnost Lozice (stara šola), Lozice 34"
2883,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,1,"Občina Cerknica, C. 4. maja 53, Cerknica"
2884,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,2,"UE Cerknica, C. 4. maja 24, Cerknica"
2885,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,3,"OŠ Notranjski odred Cerknica, C. 4. maja 92"
2886,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,4,"GD Dolenja vas, Dolenja vas 54"
2887,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,5,"GD Dolenje Jezero, Dolenje Jezero 50b"
2888,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,6,"OŠ J. Krajca Rakek, Partizanska c. 28, Rakek"
2889,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,7,"Krajevni urad Rakek, Trg padlih borcev 2, Rakek"
2890,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,8,"GD Unec, Unec 14"
2891,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,9,"GD Ivanje selo, Ivanje selo 6"
2892,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,10,"GD Bezuljak, Bezuljak 21a"
2893,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,11,"TD Menišija, Begunje pri Cerknici 28"
2894,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,13,"GD Gorenje Otave, Gorenje Otave 4"
2895,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,14,"GD Sveti Vid, Sveti Vid 5"
2896,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,15,"GD Cajnarje, Hruškarje 16"
2897,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,16,"GD Žerovnica, Žerovnica 2a"
2898,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,17,"GD Martinjak, Martinjak 1b"
2899,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,18,"GD Gorenje Jezero, Gorenje Jezero 32"
2900,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,19,"POŠ 11. maj Grahovo, Grahovo 120"
2901,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,20,"Ana Žnidaršič, Bločice 5"
2902,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,22,"OŠ Rovte, Rovte 90a"
2903,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,23,"KS Log-Zaplana, Zaplana-del 58b"
2904,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,24,"GD Medvedje Brdo, Medvedje Brdo 40"
2905,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,25,"POŠ Rovtarske Žibrše, Rovtarske Žibrše 10"
2906,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,26,"POŠ Laze, Laze 57"
2907,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,27,"POŠ Vrh Sv. Treh Kraljev, Vrh Sv. Treh Kraljev 19"
2908,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,28,"OŠ 8 talcev Logatec, Notranjska c. 3, Logatec"
2909,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,30,"OŠ 8 talcev Logatec, Notranjska c. 3, Logatec"
2910,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,31,"Upravni center Logatec, Tržaška c. 50a, Logatec"
2911,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,32,"Upravni center Logatec, Tržaška c. 50a, Logatec"
2912,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,33,"POŠ Hotedršica, Hotedršica 120"
2913,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,34,"OŠ Tabor Logatec, Tržaška c. 150, Logatec"
2914,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,35,"Brunarica na ovinku, Grčarevec 2a"
2915,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,36,"ZVI Logatec, Tržaška c. 63, Logatec"
2916,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,37,"Medgen. center Gaber, C. Notr. odr. 45b, Stari trg"
2917,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,38,"Okrepčevalnica Lož, C. 19. oktobra 54, Lož"
2918,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,39,"POŠ Iga vas, Iga vas 1"
2919,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,40,"Gostišče Mlakar, Markovec 15a"
2920,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,43,"Večnamenski objekt Babno Polje, Babno Polje 82"
2921,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,44,"OŠ Nova vas, Nova vas 4b"
2922,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,45,"GD Velike Bloke, Velike Bloke 22"
2923,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,47,"VD Sveta Trojica, Sveta Trojica 5a"
2924,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,49,"Kraševec Bojan, Studenec na Blokah 12a"
3021,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,1,"LD Borovnica, Miklavičeva c. 2a, Borovnica"
3022,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,2,"OŠ Borovnica, Paplerjeva ul. 15, Borovnica"
3023,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,3,"Občina Borovnica, Paplerjeva ul. 22, Borovnica"
3024,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,5,"GD Breg pri Borovnici 18, Borovnica"
3025,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,6,"Dom krajanov Dol-Laze, Obrtniška ul.30, Borovnica"
3026,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,7,"GD Brezovica pri Borovnici 42, Borovnica"
3027,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,8,"Cankarjev dom Vrhnika, Tržaška c. 25, Vrhnika"
3028,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,10,"OŠ I. Cankarja I, Lošca 1, Vrhnika"
3029,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,11,"OŠ I. Cankarja II, Lošca 1, Vrhnika"
3030,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,12,"GD Vrhnika, Jelovškova ul. 3, Vrhnika"
3031,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,13,"Elektro Ljubljana, Ljubljanska c. 23, Vrhnika"
3032,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,14,"OŠ I. Cankarja III, Lošca 1, Vrhnika"
3033,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,15,"Župnijski vrtec Vrhnika, Hrib 2, Vrhnika"
3034,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,16,"GD Verd, Verd 100, Vrhnika"
3035,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,17,"GD Verd, Verd 100, Vrhnika"
3036,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,18,"Dom krajanov Dragomer, Na Grivi 5, Dragomer"
3037,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,19,"GD Log pri Brezovici,Loška c.18,Log pri Brezovici"
3038,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,20,"GD Drenov Grič, Drenov Grič 25, Vrhnika"
3039,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,21,"Dom KS Stara Vrhnika, Stara Vrhnika 107a, Vrhnika"
3040,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,22,"KD Bevke, Bevke 17, Log pri Brezovici"
3041,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,23,"GD Podlipa, Smrečje 7, Vrhnika"
3042,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,24,"GD Ligojna, Mala Ligojna 18, Vrhnika"
3043,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,25,"Dom KS Sinja Gorica, bš, Vrhnika"
3044,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,26,"KS Blatna Brezovica, Blatna Brezovica 12,Vrhnika"
3045,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,27,"Dom bratstva Zaplana, Zaplana 30"
3046,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,28,"Dom gasilcev in krajanov, Zavrh pri Borovnici 1"
3047,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,29,"GD Dragomer-Lukovica, Na Grivi 5, Dragomer"
3048,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,30,"OŠ I. Cankarja IV, Lošca 1, Vrhnika"
3049,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,31,"OŠ A.M. Slomška, Pod Hruševco 33, Vrhnika"
3050,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,32,"GD Log pri Brezovici,Loška c.18,Log pri Brezovici"
3146,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,1,"GD Goričica, Goričica pod Krimom 29, Preserje"
3147,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,3,"GD Kamnik pod K., Kamnik pod Krimom 151a,Preserje"
3148,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,4,"OŠ Preserje, Preserje 60, Preserje"
3149,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,5,"KD Podpeč, Jezero 21, Preserje"
3150,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,7,"PŠ Rakitna, Rakitna 54, Preserje"
3151,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,8,"ZDD Notranje Gorice, Podpeška c. 380, Notranje G."
3152,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,9,"ZDD Notranje Gorice, Podpeška c. 380, Notranje G."
3153,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,10,"DK Vnanje Gorice, Nova pot 5, Brezovica"
3154,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,11,"Osnovna šola Ig, Troštova ul. 24, 1292 Ig"
3155,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,12,"Novi GD Ig, Gasilska ulica 39"
3156,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,13,"PGD Kot, Kot 19"
3157,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,14,"Družabni objekt""Senožetka"", Iška Loka"
3158,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,15,"GD Matena, Matena 55"
3159,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,16,"GD Golo, Golo 5a"
3160,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,17,"GD Škrilje, Škrilje 32, 1292 Ig"
3161,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,18,"GD Brest, Brest 22"
3162,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,19,"PŠ Tomišelj, Tomišelj 30"
3163,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,20,"GD Vrbljene, Vrbljene 57"
3164,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,21,"PGD Iška vas, Iška vas 31"
3165,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,22,"Rekreativno turistični center Zapotok, Zapotok 8c"
3166,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,23,"GD Barje, Peruzzijeva ul. 101, Ljubljana"
3167,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,24,"GD Barje, Peruzzijeva ul. 101, Ljubljana"
3168,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,26,"Občina Škofljica, Šmarska c. 3, Škofljica"
3169,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,27,"Občina Škofljica, Šmarska c. 3,  Škofljica"
3170,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,28,"Občina Škofljica, Šmarska c. 3, Škofljica"
3171,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,29,"PŠ Želimlje, Želimlje 43"
3172,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,30,"""Skedenj"" Pijava Gorica"
3173,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,31,"DK Smrjene, Smrjene 8"
3174,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,32,"DK Gradišče, Gradišče XIII 3, 1291 Škofljica"
3175,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,33,"Občina Velike Lašče, Levstikov trg 1, Velike Lašče"
3176,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,34,"Občina Velike Lašče, Levstikov trg 1, Velike Lašče"
3177,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,37,"KD Rob, Rob 5, Rob"
3178,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,40,"PŠ in vrtec Turjak, Turjak 17B"
3179,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,41,"DK Vnanje Gorice, Nova pot 5, Brezovica"
3275,VE 3000 - LJUBLJANA CENTER,VO 3004 - LJUBLJANA VIČ-RUDNIK 2,1,"OŠ Trnovo, Karunova ul. 14a, Ljubljana"
