,address,lat,lon
478,OŠ Oskarja Kovačiča Škofije,46.1199444,14.8153333
479,OŠ Oskarja Kovačiča Škofije,46.1199444,14.8153333
480,OŠ Šmarje ,46.1199444,14.8153333
481,Stara šola Gažon ,46.1199444,14.8153333
482,Stara šola Pomjan ,46.1199444,14.8153333
483,Zadružni dom Krkavče,46.1199444,14.8153333
484,Stara šola Puče ,46.1199444,14.8153333
485,Stara šola Koštabona,46.1199444,14.8153333
486,Krajevna skupnost Vanganel ,46.1199444,14.8153333
487,Stara šola Podgorje,46.1199444,14.8153333
488,Krajevna skupnost Rakitovec,46.1199444,14.8153333
489,Vaški dom Zazid,46.1199444,14.8153333
490,OŠ Elvire Vatovec - podružnica Sv. Anton,46.1199444,14.8153333
499,"Lokev, KD, Lokev 139",45.6608515,13.9290753
515,"Komen, KD, Komen 118",45.8192533,13.7900778
556,OŠ Antona Žnideršiča Ilirska Bistrica,46.1199444,14.8153333
558,"OŠ Dragotina Ketteja, Ilirska Bistrica",45.5772229,14.297034
559,"Jurčičeva 1, Ilirska Bistrica",45.5772229,14.297034
560,"Predavalnica-vhod bivši Transport, Šercerjeva 17",45.5751646,14.2380886
561,"Vaški dom Jasen, Jasen 15c",45.5578404,14.2625854
562,Gasilski dom Vrbovo,46.1199444,14.8153333
563,"Vaški dom, Vrbica 24",45.5459571,14.2858691
564,Jablanica 32a,46.1199444,14.8153333
565,"Gostilna Celin, Kuteževo",45.5309675,14.3315246
566,"Bar Kočanija, Trpčane",45.5271926,14.3173784
567,"Balinarska dvorana na mlaki, Zabiče",45.5160186,14.3442084
568,"Gostilna ""Sabrina"" Sušak",46.1199444,14.8153333
569,"Bivša gostilna, Novokračine 46",45.4932628,14.3095959
570,Gasilski dom Jelšane,46.1199444,14.8153333
571,Dolenje pri Jelšanah 52,46.1199444,14.8153333
572,"Bivša šolska stavba, Veliko Brdo",45.7137085,14.1534209
573,"Na balincu, M. Bukovica ",46.1986211,14.2456587
574,"Na balincu, Koseze",46.0713405,14.4695624
575,Vaški dom V. Bukovica,46.1199444,14.8153333
576,Grad Dol. Zemon - prostori KS,46.1199444,14.8153333
577,Vaški dom Gor. Zemon ,46.1199444,14.8153333
578,Lovska koča na Pavlici,46.1199444,14.8153333
579,Starod 4,46.1199444,14.8153333
580,OŠ Podgrad,46.1199444,14.8153333
581,Vaški dom Podbeže ,46.1199444,14.8153333
583,"Vaški dom Sabonje, Sabonje 47",45.5349157,14.1823348
584,Vaški dom Hrušica,46.1199444,14.8153333
585,OŠ Pregarje,46.1199444,14.8153333
586,Vaška brunarica Prelože,46.1199444,14.8153333
587,Vaški dom Zajelšje,46.1199444,14.8153333
588,Društveni prostori Tominje,46.1199444,14.8153333
589,Stavba bivše šole Harije,46.1199444,14.8153333
590,Florjanov hram Dobropolje,46.1199444,14.8153333
591,Bivša šolska stavba Ostrožno Brdo,46.1199444,14.8153333
592,Janeževo Brdo 12,46.1199444,14.8153333
593,Kilovče 13,46.1199444,14.8153333
594,Prem 1,46.1199444,14.8153333
595,Ratečevo Brdo 2,46.1199444,14.8153333
596,"Ljudska šola Prem, Prem 83",45.6041219,14.181948
597,Čelje - dvorana KS,46.1199444,14.8153333
598,Smrje 56,46.1199444,14.8153333
599,Vaški dom Topolc,46.1199444,14.8153333
600,Mereče 6,46.1199444,14.8153333
601,Pomožni vaški prostor Podstenje,46.1199444,14.8153333
602,Prostori KS Šembije,46.1199444,14.8153333
603,Gasilski dom Knežak,46.1199444,14.8153333
604,Vaški dom Bač,46.1199444,14.8153333
605,Gasilski dom  Koritnice,46.1199444,14.8153333
606,Osnovna šola Pivka,46.1199444,14.8153333
607,Osnovna šola Pivka,46.1199444,14.8153333
608,Osnovna šola Pivka,46.1199444,14.8153333
609,Gasilski dom Palčje,46.1199444,14.8153333
610,Kulturni dom Juršče,46.1199444,14.8153333
611,Gasilski dom Zagorje,46.1199444,14.8153333
612,Osnovna šola Šmihel,46.1199444,14.8153333
613,O.Š. Dolnja Košana 61,46.1199444,14.8153333
614,"Hiša Požar, Čepno 15",45.6711341,14.096911
615,Kontejner na otroškem igrišču Volče,46.1199444,14.8153333
616,"Hiša Biščak Anton, Buje",45.6547051,14.0871082
617,"Vaška hiša, Suhorje 23a",45.6384143,14.1047606
618,"Stara  o.š., Kal 90",45.6694648,14.1662272
619,"Gostilna Miranda, Selce",45.7045034,14.1901276
621,"Avla Inšt. za razis. Krasa ZRC SAZU, Titov trg 2",45.5480103,13.7298267
623,"Gostilna ""Brne""",46.1199444,14.8153333
624,"O.Š. ""A. Globočnika"", Postojna",45.7872735,14.1593063
625,"O.Š. ""A. Globočnika"", Postojna",45.7872735,14.1593063
626,"O.Š. ""A. Globočnika"", Postojna",45.7872735,14.1593063
627,"O.Š.""A. Globočnika"", Postojna",45.7872735,14.1593063
628,"O.Š.""A. Globočnika"", Postojna",45.7872735,14.1593063
629,Dom upokojencev Postojna,46.1199444,14.8153333
630,"Podjetniški inkubator, Veliki otok 44b",45.7850019,14.1960275
631,Kulturni dom Miroslava Vilharja Planina,46.1199444,14.8153333
632,Kulturni dom Studeno,46.1199444,14.8153333
633,Kulturni dom Bukovje,46.1199444,14.8153333
634,Kulturni dom Landol,46.1199444,14.8153333
635,"Kult. dom, Šmihel pod Nanosom",45.796657,14.1202294
636,O.Š. Hruševje,46.1199444,14.8153333
637,Kulturni dom Veliko Ubeljsko,46.1199444,14.8153333
638,Gasilski dom Razdrto,46.1199444,14.8153333
639,Dom krajanov Bolk,46.1199444,14.8153333
640,Kulturni dom Hrašče,46.1199444,14.8153333
641,"Bar Livada, Rakitnik 39",45.7442557,14.1927828
642,OŠ Prestranek,46.1199444,14.8153333
643,"Kulturni dom, Slavina 31",45.7123433,14.1782137
644,Kulturni dom Orehek,46.1199444,14.8153333
645,"Hiša Čič, Zagon 3a",45.797501,14.1779879
646,"Hiša Kernel, Koče 62 , Postojna",45.723056,14.1826432
647,"OŠ Alojza Gradnika Dobrovo, Trg 25. maja 9",45.7623095,14.6369551
648,"Turistična kmetija Breg, Breg pri Golem Brdu 8",46.048492,13.502626
649,"Bivša karavla, Vrhovlje pri Kožbani",46.0479541,13.5215509
650,"Sedež VS, Neblo 1j",46.0048874,13.5027409
651,"Vila Vipolže, Vipolže 29",45.9719521,13.53785
652,"Večnamenski prostor, Kozana 59",45.9920871,13.5493702
653,"Zadružni dom, Fojana 25",45.9976074,13.5038668
654,"Vaški dom, Višnjevik 33",46.0196277,13.5303838
655,"Vrtec Kojsko, Kojsko 69",46.00277,13.5752575
656,"Vaški dom, Vrhovlje pri Kojskem 18",46.0238911,13.570594
657,"Zadružni dom, Vedrijan 34",46.0140596,13.5414942
658,"Zadružni dom, Hum 54",45.9956194,13.5815862
659,"Dom upokojencev, Podsabotin 27",45.9946371,13.6042931
660,"Večnamenski prostor, Gornje Cerovo 12c",45.9832256,13.5665223
661,"Hiša kulture, Šmartno 38",46.0048158,13.5553341
662,"Zadružni dom, Medana 16",45.9853168,13.52081
663,"Briški dom pri župnišču Biljana, Biljana 12",45.9967833,13.5360444
664,"Bivši market Mercator Anhovo, Anhovo 67",46.0568196,13.6180935
665,"Športno rekreativno društvo Ložice, Ložice 8",46.0519092,13.6043955
666,"Železniška postaja Plave, Vojkova ulica 28",45.842614,13.9625921
667,"Kulturni dom Deskle, Srebrničeva ul. 18",46.0318432,14.5045092
668,"Prostor PGD Avče, Avče 26",46.1010466,13.6826434
669,"Sedež KS, Kal nad Kanalom 111e",46.0833993,13.7408527
670,"Prostor TR društva Globočak, Kambreško 12",46.1280548,13.6488846
671,Dvorana športnega parka Morsko,46.1199444,14.8153333
672,"Informacijska točka pri jezeru, Kanalski Vrh",46.0773854,13.6625855
673,Bodrež 2,46.1199444,14.8153333
674,"OŠ Kanal - volišče št. 1, Gradnikova ul. 25",46.0896948,13.6360908
675,"OŠ Kanal - volišče št. 2, Gradnikova ul. 25",46.0896948,13.6360908
676,"Večnamenski objekt, Levpa 27",46.0927981,13.7076142
677,"Kulturni dom Lig, Lig 1",46.0951646,13.6095746
678,"Dom Valentina Staniča, Ročinj 59",46.1090095,13.6725291
679,Športni park Doblar,46.1199444,14.8153333
680,"Dom krajanov Negovan Nemec, Bilje",45.8951703,13.6437741
681,"Sedež KS, Kostanjevica na Krasu 75",45.8431818,13.6430474
682,"Hiša dobre volje (pritličje), Miren 138",45.8916043,13.6060914
683,Športni park Orehovlje,46.1199444,14.8153333
684,"Sedež KS, Opatje selo 14",45.852108,13.5823018
685,"Sedež KS, Sela na Krasu 35",45.8213595,13.6174064
686,"Stara šola, Temnica 10",45.8444013,13.6752634
687,"Vaški dom, Lipa 17",45.792375,14.7738348
688,"Bivša OŠ, Vojščica 37",45.8257613,13.6651985
689,"Sedež KS (pri trgovini), Banjšice 86",46.0531224,13.7110722
690,"Kulturni dom, Branik 75",45.8600512,13.7872953
691,"Zadružni dom, Preserje 25",45.8694861,13.7879468
692,"Bivša OŠ, Spodnja Branica 29",45.8425335,13.8292222
693,"OŠ Čepovan, Čepovan 87",46.0502046,13.7928801
694,"OŠ Dornberk, Gregorčičeva ul. 30a",46.3695295,14.1248075
695,"OŠ Dornberk, Gregorčičeva ul. 30a",46.3695295,14.1248075
696,"Kulturni dom (na hribu), Gradišče nad Prvačino 95",45.8877316,13.6983433
697,"Kulturni dom (pritličje), Grgar 47",45.9991902,13.6747094
698,"Sedež KS, Grgarske Ravne 30",46.0318657,13.6684503
699,"Avtobusna čakalnica, Bate",46.04481,13.677004
700,"Večnamenski objekt, Lokovec 205a",46.0878479,13.7851285
701,"Center kulturne dediščine, Lokovec 82",46.0474618,13.7678056
702,"Bivša OŠ, Lokve 30",46.0125451,13.7918131
703,"Sedež KS, Osek 46f",45.9231644,13.76226
704,"Šola glasbe in umetnosti Ozlinka, Ozeljan 49b",45.9411032,13.7325793
705,"Vrtec Prvačina, Prvačina 48a",45.8899925,13.7118886
706,"Župnišče Ravnica, Ravnica 12",45.9822188,13.6972666
707,"OŠ Renče, Trg 31",45.8890977,13.6720318
708,"OŠ Renče, Trg 31",45.8890977,13.6720318
709,"Kulturni dom, Šempas 29",45.9280708,13.7468494
710,"Sedež KS, Trnovo 37",45.9726973,13.7406454
711,OŠ Bukovica - Bukovica 44,46.1199444,14.8153333
712,"KS Kromberk-Loke, Ul. Vinka Vodopivca 90",45.9567843,13.6755055
713,Kmetijsko gozdarski zavod  - Pri hrastu 18,46.1199444,14.8153333
714,"Goriška knjižnica Franceta Bevka,Trg E.Kardelja 4",46.1199444,14.8153333
716,OŠ Kozara - Kidričeva ul. 35,46.1199444,14.8153333
717,"OŠ Frana Erjavca, Kidričeva ul. 36",45.8847827,13.9163077
718,"OŠ Milojke Štrukelj, Delpinova ul. 7",45.9571638,13.6448876
719,"Zveza kulturnih društev, Ul. Gradnikove br. 25",46.0699916,14.5458896
721,OŠ Ledine - Cankarjeva ul. 23,46.1199444,14.8153333
722,VDC Nova Gorica - Sedejeva ul. 10,46.1199444,14.8153333
723,OŠ Ledine - Cankarjeva ul. 23,46.1199444,14.8153333
724,MIC - Cankarjeva ul. 8a,46.1199444,14.8153333
725,MIC - Cankarjeva ul. 8a,46.1199444,14.8153333
726,"Bivši maloobmejni prehod, Erjavčeva ul. 53",46.5548632,15.6156477
727,KS Nova Gorica - Erjavčeva ul. 4,46.1199444,14.8153333
728,Srednja ekonomska in trgovska šola- Erjavčeva 8,46.1199444,14.8153333
729,"Srednja ekonomska in trgovska šola, Erjavčeva 8",45.955532,13.643479
730,"MEGATERM, Cesta 25. junija 1g",45.9563756,13.6597064
733,Kulturni dom Stara Gora - Stara Gora 14,46.1199444,14.8153333
734,"KS Solkan, Trg Jožeta Srebrniča 7",45.9729432,13.6489374
735,OŠ Solkan - Šolska ul. 25,46.1199444,14.8153333
737,"OŠ Solkan, Šolska ul. 25",46.5569424,15.5791001
738,Center starejših Šempeter-C. prekomorskih br. 62a,46.1199444,14.8153333
739,"Občinska uprava-Coroninijev dvorec,Trg I. Roba 3a",46.1199444,14.8153333
740,"OŠ Ivana Roba, Ul. Andreja Gabrščka 1",45.9278364,13.6388166
741,"Ulica Ivana Suliča 12/a, Šempeter",45.9178093,13.6517004
742,OŠ Vogrsko - Vogrsko 99,46.1199444,14.8153333
743,"MC Vrtojba, Ulica 9. septembra 72",45.9153918,13.6362557
744,"OŠ Vrtojba, Ulica 9. septembra 132a",45.9125937,13.6335823
745,"OŠ Danila Lokarja Ajdovščina, Cesta 5. maja 15",45.8911801,13.9029053
746,"Stavba občine Ajdovščina, Cesta 5. maja 6a",45.8884978,13.9029145
747,"Prostori PGD Ajdovščina, Tovarniška cesta 3g",45.8852843,13.9046269
748,"Otroški vrtec Ob Hublju, Ob Hublju 1, Ajdovščina",45.889185,13.9065772
749,"Dom krajanov Ajdovščina, Prešernova ulica 26",46.5639061,15.6518859
750,"Osnovna šola Šturje, Bevkova ul. 22, Ajdovščina",45.8845038,13.9133786
751,"Otroški vrtec Ribnik, Pot v Žapuže 14, Ajdovščina",45.8836669,13.9170856
752,"Dom krajanov Žapuže, Žapuže 10",45.8815563,13.920007
753,"Dom krajanov Dolga Poljana, Dolga Poljana 17",45.8764995,13.9355213
754,"Stara šola Budanje, Budanje 37",45.8742539,13.9497179
755,"Dvorana Edmunda Čibeja, Lokavec 126a",45.9026768,13.8828757
756,"Dom krajanov Predmeja, Predmeja 93a ",45.9444323,13.8878345
757,"Dom krajanov Otlica, Otlica 47",45.9277006,13.9106512
758,"Taborniški dom na Kovku, Kovk 13",45.9143926,13.9340132
759,"Osnovna šola Col, Col 35",45.8805891,14.0014993
760,"Osnovna šola v Podkraju, Podkraj 9",45.8659722,14.0584409
761,"Dom krajanov Stomaž, Stomaž 36",45.9011111,13.8561868
762,"Prostori KS Skrilje, Skrilje 39",45.8926661,13.849873
763,"Dom krajanov Cesta, Cesta 94a",45.8868593,13.8626711
764,"Dom krajanov Vipavski Križ, Vipavski Križ 8",45.8808469,13.8619769
765,"Dom krajanov Plače, Plače 27 a",45.8761613,13.8732027
766,"Martinova dvorana v Gaberjah, Gaberje 37",45.8391141,13.885499
767,"Gasilski dom Šmarje, Šmarje 48a",45.847411,13.8507866
768,"Večnamenski prostor na Ustjah, Ustje 18",46.0466318,14.8413473
769,"Dom krajanov Planina, Planina 58",45.8562254,13.906951
770,"Dom krajanov Velike Žablje, Velike Žablje 88a",45.8692211,13.8502652
771,"Dom krajanov Dobravlje, Dobravlje 34a",45.8842274,13.8430052
772,"Učni center Brje, Brje 53",45.8674516,13.8147112
773,"Dom krajanov Kamnje- Potoče, Kamnje 61",45.8991696,13.8307857
774,"Osnovna šola v Vrtovinu, Vrtovin 74",45.9006308,13.8149467
775,"Dom krajanov Gojače - Malovše, Gojače 48",45.902918,13.7945477
776,"Dom krajanov Selo, Selo 39a",45.8907171,13.7894057
777,"Stavba v športnem parku Batuje, Batuje 38b",45.8972447,13.7778122
778,"Osnovna šola v Črničah, Črniče 27",45.8960384,13.8092178
779,"Enota Lavričeve knjižnice Vipava,Beblerjeva ul.17",46.1199444,14.8153333
780,"Avla Kulturnega doma Vipava, Glavni trg 15, Vipava",45.8457894,13.9618052
781,"OŠ Draga Bajca Vipava, Vinarska c. 4, Vipava",45.8400429,13.9616132
782,"Osnovna šola v Vrhpolju, Vrhpolje 41",45.8643739,13.9606842
783,"Kulturni dom Gradišče, Gradišče pri Vipavi 35b",45.8353779,13.9644433
784,"Prostori krajevne skupnosti Slap, Slap 58",45.8395466,13.9332698
785,"Krajevna skupnost Lože (stara šola), Lože 53",45.8265195,13.9385568
786,"Krajevna skupnost Erzelj (stara šola), Erzelj 17",45.8326059,13.9082105
787,"Prostori krajevne skupnosti Goče, Goče 34",45.8216726,13.924346
788,"Kulturni dom Podraga, Podraga 7",45.8072324,13.9485496
789,"Kulturni dom Janka Premrla - Vojka, Podnanos 71",45.8059853,13.9481124
790,"Krajevna skupnost Lozice (stara šola), Lozice 34",45.7795116,14.0016117
791,"Občina Cerknica, C. 4. maja 53, Cerknica",45.7935267,14.3615473
792,"UE Cerknica, C. 4. maja 24, Cerknica",45.7933054,14.3666705
793,"OŠ Notranjski odred Cerknica, C. 4. maja 92",45.7967785,14.3571545
794,"GD Dolenja vas, Dolenja vas 54",45.7876175,14.3463958
795,"GD Dolenje Jezero, Dolenje Jezero 50b",45.776614,14.3611797
796,"OŠ J. Krajca Rakek, Partizanska c. 28, Rakek",45.8099653,14.3225326
797,"Krajevni urad Rakek, Trg padlih borcev 2, Rakek",45.8155358,14.3124225
798,"GD Unec, Unec 14",45.8192884,14.2900979
799,"GD Ivanje selo, Ivanje selo 6",45.8341363,14.2955426
800,"GD Bezuljak, Bezuljak 21a",45.8323858,14.3695177
801,"TD Menišija, Begunje pri Cerknici 28",45.8166248,14.3831467
802,"GD Gorenje Otave, Gorenje Otave 4",45.8466728,14.4176722
803,"GD Sveti Vid, Sveti Vid 5",46.6063099,15.1783532
804,"GD Cajnarje, Hruškarje 16",45.830928,14.4531799
805,"GD Žerovnica, Žerovnica 2a",45.7604983,14.425891
806,"GD Martinjak, Martinjak 1b",45.7768658,14.3993556
807,"GD Gorenje Jezero, Gorenje Jezero 32",45.7280341,14.4125735
808,"POŠ 11. maj Grahovo, Grahovo 120",45.77136,14.4288207
809,"Ana Žnidaršič, Bločice 5",45.7636112,14.4512105
810,"OŠ Rovte, Rovte 90a",45.9856643,14.1750153
811,"KS Log-Zaplana, Zaplana-del 58b",45.9544461,14.2067371
812,"GD Medvedje Brdo, Medvedje Brdo 40",45.9709166,14.1309543
813,"POŠ Rovtarske Žibrše, Rovtarske Žibrše 10",45.9628955,14.1681282
814,"POŠ Laze, Laze 57",45.8590989,14.2673022
815,"POŠ Vrh Sv. Treh Kraljev, Vrh Sv. Treh Kraljev 19",46.011725,14.1743545
816,"OŠ 8 talcev Logatec, Notranjska c. 3, Logatec",45.9162356,14.2298266
817,"OŠ 8 talcev Logatec, Notranjska c. 3, Logatec",45.9162356,14.2298266
818,"Upravni center Logatec, Tržaška c. 50a, Logatec",45.9176914,14.2226135
819,"Upravni center Logatec, Tržaška c. 50a, Logatec",45.9176914,14.2226135
820,"POŠ Hotedršica, Hotedršica 120",45.9267275,14.1429533
821,"OŠ Tabor Logatec, Tržaška c. 150, Logatec",45.9093464,14.2020845
822,"Brunarica na ovinku, Grčarevec 2a",45.8754968,14.2149894
823,"ZVI Logatec, Tržaška c. 63, Logatec",45.9143801,14.2154629
825,"Okrepčevalnica Lož, C. 19. oktobra 54, Lož",45.7291124,14.4750645
826,"POŠ Iga vas, Iga vas 1",45.6936654,14.4827835
827,"Gostišče Mlakar, Markovec 15a",45.7119839,14.4993356
828,"Večnamenski objekt Babno Polje, Babno Polje 82",45.6459605,14.5467513
829,"OŠ Nova vas, Nova vas 4b",45.7737231,14.5070794
830,"GD Velike Bloke, Velike Bloke 22",45.7847842,14.4802154
831,"VD Sveta Trojica, Sveta Trojica 5a",46.5764542,15.8765076
832,"Kraševec Bojan, Studenec na Blokah 12a",45.7651135,14.5344326
833,"LD Borovnica, Miklavičeva c. 2a, Borovnica",45.9211615,14.361142
834,"OŠ Borovnica, Paplerjeva ul. 15, Borovnica",45.9165132,14.3662558
835,"Občina Borovnica, Paplerjeva ul. 22, Borovnica",45.9155518,14.3660219
836,"GD Breg pri Borovnici 18, Borovnica",45.9113562,14.3831614
837,"Dom krajanov Dol-Laze, Obrtniška ul.30, Borovnica",45.9258746,14.3633167
838,"GD Brezovica pri Borovnici 42, Borovnica",45.9113562,14.3831614
839,"Cankarjev dom Vrhnika, Tržaška c. 25, Vrhnika",45.96116,14.2952495
840,"OŠ I. Cankarja I, Lošca 1, Vrhnika",45.9611935,14.2983831
841,"OŠ I. Cankarja II, Lošca 1, Vrhnika",45.9611935,14.2983831
842,"GD Vrhnika, Jelovškova ul. 3, Vrhnika",45.9676891,14.2980461
843,"Elektro Ljubljana, Ljubljanska c. 23, Vrhnika",45.9732863,14.3023864
844,"OŠ I. Cankarja III, Lošca 1, Vrhnika",45.9611935,14.2983831
845,"Župnijski vrtec Vrhnika, Hrib 2, Vrhnika",45.9609791,14.2895103
846,"GD Verd, Verd 100, Vrhnika",45.9562054,14.3025884
847,"GD Verd, Verd 100, Vrhnika",45.9562054,14.3025884
848,"Dom krajanov Dragomer, Na Grivi 5, Dragomer",46.0181183,14.3850834
849,"GD Log pri Brezovici,Loška c.18,Log pri Brezovici",46.1199444,14.8153333
850,"GD Drenov Grič, Drenov Grič 25, Vrhnika",45.9979265,14.3282266
851,"Dom KS Stara Vrhnika, Stara Vrhnika 107a, Vrhnika",45.9749224,14.2818085
852,"KD Bevke, Bevke 17, Log pri Brezovici",45.9809601,14.3542941
853,"GD Podlipa, Smrečje 7, Vrhnika",46.0068482,14.2223244
854,"GD Ligojna, Mala Ligojna 18, Vrhnika",45.9943578,14.3035229
855,"Dom KS Sinja Gorica, bš, Vrhnika",45.9475554,14.2875904
856,"KS Blatna Brezovica, Blatna Brezovica 12,Vrhnika",45.974094,14.3345642
857,"Dom bratstva Zaplana, Zaplana 30",45.9724428,14.2315599
858,"Dom gasilcev in krajanov, Zavrh pri Borovnici 1",45.8959649,14.3537316
859,"GD Dragomer-Lukovica, Na Grivi 5, Dragomer",46.0181183,14.3850834
860,"OŠ I. Cankarja IV, Lošca 1, Vrhnika",45.9611935,14.2983831
861,"OŠ A.M. Slomška, Pod Hruševco 33, Vrhnika",45.9733466,14.2950839
862,"GD Log pri Brezovici,Loška c.18,Log pri Brezovici",46.1199444,14.8153333
863,"GD Goričica, Goričica pod Krimom 29, Preserje",45.9509935,14.3789846
864,"GD Kamnik pod K., Kamnik pod Krimom 151a,Preserje",45.9559433,14.4057789
865,"OŠ Preserje, Preserje 60, Preserje",45.8709614,13.7858014
866,"KD Podpeč, Jezero 21, Preserje",45.9734901,14.4211597
867,"PŠ Rakitna, Rakitna 54, Preserje",45.8914519,14.4399222
870,"DK Vnanje Gorice, Nova pot 5, Brezovica",46.0097478,14.4155796
871,"Osnovna šola Ig, Troštova ul. 24, 1292 Ig",45.96058,14.5277795
872,"Novi GD Ig, Gasilska ulica 39",46.5726284,16.2919246
873,"PGD Kot, Kot 19",46.3383175,13.5498347
874,"Družabni objekt""Senožetka"", Iška Loka",45.9710424,14.514726
875,"GD Matena, Matena 55",45.9716681,14.4975977
876,"GD Golo, Golo 5a",45.9118913,14.5437914
877,"GD Škrilje, Škrilje 32, 1292 Ig",45.9178791,14.5408228
878,"GD Brest, Brest 22",45.9666093,14.4934384
879,"PŠ Tomišelj, Tomišelj 30",45.9630044,14.4816967
880,"GD Vrbljene, Vrbljene 57",45.9519777,14.4901881
881,"PGD Iška vas, Iška vas 31",45.9403753,14.5111909
882,"Rekreativno turistični center Zapotok, Zapotok 8c",45.7602993,14.6756145
883,"GD Barje, Peruzzijeva ul. 101, Ljubljana",46.0220219,14.5238623
884,"GD Barje, Peruzzijeva ul. 101, Ljubljana",46.0220219,14.5238623
885,"Občina Škofljica, Šmarska c. 3, Škofljica",45.9837158,14.5769665
886,"Občina Škofljica, Šmarska c. 3,  Škofljica",45.9837158,14.5769665
887,"Občina Škofljica, Šmarska c. 3, Škofljica",45.9837158,14.5769665
888,"PŠ Želimlje, Želimlje 43",45.9188643,14.5715716
889,"""Skedenj"" Pijava Gorica",46.1199444,14.8153333
890,"DK Smrjene, Smrjene 8",45.9361192,14.5906636
891,"DK Gradišče, Gradišče XIII 3, 1291 Škofljica",45.9277448,14.5829215
892,"Občina Velike Lašče, Levstikov trg 1, Velike Lašče",45.8335984,14.6369437
893,"Občina Velike Lašče, Levstikov trg 1, Velike Lašče",45.8335984,14.6369437
894,"KD Rob, Rob 5, Rob",45.8472829,14.5727069
895,"PŠ in vrtec Turjak, Turjak 17B",45.8778029,14.6128115
896,"DK Vnanje Gorice, Nova pot 5, Brezovica",46.0097478,14.4155796
897,"OŠ Trnovo, Karunova ul. 14a, Ljubljana",46.0414147,14.500657
898,"OŠ Trnovo, Karunova ul. 14a, Ljubljana",46.0414147,14.500657
899,"OŠ Trnovo, Karunova ul. 14a, Ljubljana",46.0414147,14.500657
900,"OŠ Trnovo, Karunova ul. 14a, Ljubljana",46.0414147,14.500657
901,"OŠ Oskarja Kovačiča, Ob dolenjski železnici 48",46.0333347,14.5215517
902,"OŠ Oskarja Kovačiča, Ob dolenjski železnici 48",46.0333347,14.5215517
903,"OŠ Oskarja Kovačiča, Ob dolenjski železnici 48",46.0333347,14.5215517
904,"OŠ Oskarja Kovačiča, Ob dolenjski železnici 48",46.0333347,14.5215517
905,"OŠ Livada, Ul. Dušana Kraigherja 2, Ljubljana",46.0342137,14.504161
906,"OŠ Oskarja Kovačiča, Ob dolenjski železnici 48",46.0333347,14.5215517
907,"OŠ Livada, Ul. Dušana Kraigherja 2, Ljubljana",46.0342137,14.504161
908,"Podružnična šola Lavrica, Kamnikarjeva ul. 6",46.0006491,14.5565309
909,"GD Orle, Orle 39, Škofljica",46.0128642,14.5718496
910,"Podružnična šola Lavrica, Kamnikarjeva ul. 6",46.0006491,14.5565309
911,"OŠ Livada, Ul. Dušana Kraigherja 2, Ljubljana",46.0342137,14.504161
912,"OŠ Oskarja Kovačiča, Ob dolenjski železnici 48",46.0333347,14.5215517
913,"OŠ Oskarja Kovačiča, Ob dolenjski železnici 48",46.0333347,14.5215517
915,"OŠ Kolezija, C. v Mestni log 46, Ljubljana",46.0383927,14.493519
916,"Dijaški dom Vič, Gerbičeva ul. 53, Ljubljana",46.0384168,14.4883165
917,"OŠ Vič, Tržaška c. 74, Ljubljana",46.0429745,14.4796375
918,"OŠ Vič, Tržaška c. 74, Ljubljana",46.0429745,14.4796375
919,"OŠ Kolezija, Splitska ul. 13, Ljubljana",46.0399338,14.485829
920,"Gasilski dom Lj.-Trnovo, C. v Mestni log 31",46.0380049,14.4972638
921,"Biotehnični izobraž. center, C. v Mestni log 47",46.0369419,14.4928906
922,"JP VOKA SNAGA d.o.o., C. dveh cesarjev 111",46.0300835,14.4708537
923,"Prostori MOL, Tbilisijska ul. 22a, Ljubljana",46.0389924,14.4726061
924,"Prostori MOL, Tbilisijska ul. 22a, Ljubljana",46.0389924,14.4726061
925,"OŠ Vič, Abramova ul. 26, Ljubljana",46.0429365,14.4716782
926,"OŠ Vič, Abramova ul. 26, Ljubljana",46.0429365,14.4716782
927,"OŠ Vič, Abramova ul. 26, Ljubljana",46.0429365,14.4716782
928,"OŠ Vič, Abramova ul. 26, Ljubljana",46.0429365,14.4716782
929,"OŠ Vrhovci, C. na Bokalce 1, Ljubljana",46.044628,14.4543348
930,"OŠ Vrhovci, C. na Bokalce 1, Ljubljana",46.044628,14.4543348
931,"OŠ Vič, Abramova ul. 26, Ljubljana",46.0429365,14.4716782
932,"OŠ Vrhovci, C. na Bokalce 1, Ljubljana",46.044628,14.4543348
933,"OŠ Brezovica pri Lj., Šolska ul. 15, Brezovica",46.0167953,14.4117223
934,"OŠ Brezovica pri Lj., Šolska ul. 15, Brezovica",46.0167953,14.4117223
935,"OŠ Dobrova, Cesta 7.maja 20, Dobrova",46.0571149,14.4124701
936,"Poslovni prostor Koprivec, Brezje 10, Dobrova",46.0269569,14.345718
937,"Športni center Gabrje, Gabrje bš, Dobrova",46.0709967,14.4095803
938,"PGD Hruševo, Hruševo 2a, Dobrova",46.0739534,14.3928844
939,"PGD Podsmreka, Podsmreka 58, Dobrova",46.0397287,14.4293219
940,"PGD Vrzdenec, Vrzdenec 101, Horjul",46.0189453,14.274287
941,"PGD Žažar, Žažar 24, Horjul",46.0079716,14.2537675
942,"PGD Podolnica, Podolnica 50, Horjul",46.0260246,14.3274615
943,"PGD Zaklanec, Zaklanec 2c, Horjul",46.0231682,14.3129751
