,address,lat,lon
944,"OŠ Horjul, Šolska ul. 44, Horjul",46.0230084,14.2932395
945,"OŠ Horjul, Šolska ul. 44, Horjul",46.0230084,14.2932395
946,"Dom Ivana Cankarja, Šentjošt 13, Horjul",46.0322028,14.225755
947,"PGD Butajnova-Planina, Butajnova 20g, Horjul",46.0415671,14.2360555
948,"OŠ Polh. Gradec, Polhov Gradec 95, Polhov Gradec",46.0644616,14.3123148
951,"Dom krajanov, Črni vrh 37a, Polhov Gradec",46.0887512,14.2558939
953,"Fakulteta za elek., Tržaška c. 25, Ljubljana",46.0446317,14.4893301
954,"Fakulteta za elek., Tržaška c. 25, Ljubljana",46.0446317,14.4893301
956,"Obrtna zbornica Vič, Tržaška c. 207, Ljubljana",46.0347942,14.4570328
957,"PGD Kozarje, Cesta na Ključ 56, Ljubljana",46.0372897,14.4435235
958,"BTF, Rožna dolina c. VIII 34, Ljubljana",46.0487926,14.4791657
959,"BTF, Rožna dolina c. VIII 34, Ljubljana",46.0487926,14.4791657
960,"Obrtna zbornica Vič, Tržaška c. 207, Ljubljana",46.0347942,14.4570328
961,"Prostori MOL, Štefanova ul. 11, Ljubljana",46.0535047,14.5020327
962,"OŠ Majde Vrhovnik, Gregorčičeva ul. 16, Ljubljana",46.0490172,14.4995442
963,"OŠ Majde Vrhovnik, Gregorčičeva ul. 16, Ljubljana",46.0490172,14.4995442
964,"OŠ Toneta Čufarja, Čufarjeva ul. 11, Ljubljana",46.0551981,14.5102454
965,"OŠ Toneta Čufarja, Čufarjeva ul. 11, Ljubljana",46.0551981,14.5102454
966,"OŠ Toneta Čufarja, Čufarjeva ul. 11, Ljubljana",46.0551981,14.5102454
967,"SZŠ Ljubljana, Poljanska c. 61, Ljubljana",46.0493312,14.5222498
968,"OŠ Poljane, Zemljemerska ul. 7, Ljubljana",46.0472649,14.517318
969,"OŠ Poljane, Zemljemerska ul. 7, Ljubljana",46.0472649,14.517318
970,"OŠ Poljane, Zemljemerska ul. 7, Ljubljana",46.0472649,14.517318
971,"Vrtec Pod Gradom, Praprotnikova 2, Ljubljana",46.0432553,14.5106918
972,"Vrtec Pod Gradom, Praprotnikova 2, Ljubljana",46.0432553,14.5106918
973,"Info točka misija 100, Pogačarjev trg 3, Ljubljana",46.0510596,14.5076935
974,"OŠ Vodmat, Potrčeva ul. 1, Ljubljana",46.0560243,14.524888
975,"OŠ Vodmat, Potrčeva ul. 1, Ljubljana",46.0560243,14.524888
976,"Prostori MOL, Rozmanova ul. 12, Ljubljana",46.0536261,14.5170496
977,"OŠ Toneta Čufarja, Čufarjeva ul. 11, Ljubljana",46.0551981,14.5102454
978,"OŠ Majde Vrhovnik, Gregorčičeva ul. 16, Ljubljana",46.0490172,14.4995442
979,"SZŠ Ljubljana, Poljanska c. 61, Ljubljana",46.0493312,14.5222498
980,"OŠ Sp. Šiška, Gasilska c. 17",46.0648547,14.497567
981,"OŠ Sp. Šiška, Gasilska c. 17",46.0648547,14.497567
982,"Gimnazija Ljubljana - Šiška, Aljaževa ul. 32",46.069571,14.4962676
983,"Gimnazija Ljubljana - Šiška, Aljaževa ul. 32",46.069571,14.4962676
984,"OŠ Sp. Šiška, Gasilska c. 17",46.0648547,14.497567
985,"OŠ Riharda Jakopiča, Derčeva ul. 1",46.0677427,14.4887921
986,"OŠ Riharda Jakopiča, Derčeva ul. 1",46.0677427,14.4887921
987,"OŠ Sp. Šiška, Gasilska c. 17",46.0648547,14.497567
988,"OŠ Riharda Jakopiča, Derčeva ul. 1",46.0677427,14.4887921
989,"Vrtec Andersen, Derčeva ul. 10",46.0719032,14.4835571
990,"OŠ Valentina Vodnika, Adamičeva ul. 16",46.0755615,14.4782099
991,"OŠ Riharda Jakopiča, Derčeva ul. 1",46.0677427,14.4887921
992,"OŠ Riharda Jakopiča, Derčeva ul. 1",46.0677427,14.4887921
993,"Prostori MOL, Kebetova ul. 1",46.071267,14.4910754
994,"Vrtec Najdihojca, Gorazdova ul. 6",46.0724049,14.4926721
995,"OŠ Valentina Vodnika, Adamičeva ul. 16",46.0755615,14.4782099
996,"OŠ Valentina Vodnika, Adamičeva ul. 16",46.0755615,14.4782099
997,"OŠ Valentina Vodnika, Adamičeva ul. 16",46.0755615,14.4782099
998,"OŠ Valentina Vodnika, Adamičeva ul. 16",46.0755615,14.4782099
999,"OŠ Koseze, Ledarska ul. 23",46.0738878,14.4693038
1000,"OŠ Koseze, Ledarska ul. 23",46.0738878,14.4693038
1001,"OŠ Koseze, Ledarska ul. 23",46.0738878,14.4693038
1002,"OŠ Koseze, Ledarska ul. 23",46.0738878,14.4693038
1003,"OŠ Koseze, Ledarska ul. 23",46.0738878,14.4693038
1004,"OŠ Koseze, Ledarska ul. 23",46.0738878,14.4693038
1005,"OŠ Hinka Smrekarja, Gorazdova ul. 16",46.073797,14.4885088
1006,"OŠ Hinka Smrekarja, Gorazdova ul. 16",46.073797,14.4885088
1007,"OŠ Hinka Smrekarja, Gorazdova ul. 16",46.073797,14.4885088
1008,"OŠ Hinka Smrekarja, Gorazdova ul. 16",46.073797,14.4885088
1009,"OŠ Valentina Vodnika, Adamičeva ul. 16",46.0755615,14.4782099
1010,"OŠ Valentina Vodnika, Adamičeva ul. 16",46.0755615,14.4782099
1011,"OŠ Dravlje, Klopčičeva ul. 1",46.0800595,14.4775118
1012,"OŠ Dravlje, Klopčičeva ul. 1",46.0800595,14.4775118
1013,"Dom starejših občanov Lj-Šiška, Kunaverjeva ul.15",46.0794066,14.4749695
1014,"INŠTITUT MONTESSORI, Ul. Ferda Kozaka 49",46.0784097,14.4507047
1015,"INŠTITUT MONTESSORI, Ul. Ferda Kozaka 49",46.0784097,14.4507047
1016,"INŠTITUT MONTESSORI, Ul. Ferda Kozaka 49",46.0784097,14.4507047
1017,"MOL - DK Dravlje, Draveljska ul. 44",46.0800913,14.4734842
1018,"MOL - DK Dravlje, Draveljska ul. 44",46.0800913,14.4734842
1019,"MOL - DK Dravlje, Draveljska ul. 44",46.0800913,14.4734842
1020,"OŠ Koseze, Ledarska ul. 23",46.0738878,14.4693038
1021,"OŠ Miška Kranjca, Kamnogoriška c. 35",46.0776341,14.4668563
1022,"OŠ Miška Kranjca, Kamnogoriška c. 35",46.0776341,14.4668563
1023,"OŠ Miška Kranjca, Kamnogoriška c. 35",46.0776341,14.4668563
1024,"PGD Ljubljana - Šentvid, Prušnikova ul. 57",46.0948732,14.4686835
1025,"MOL - LD Šentvid, Prušnikova ul. 99",46.0974663,14.4648238
1026,"PGD Vižmarje - Brod, Vižmarska pot 9",46.104889,14.4616733
1027,"PGD Vižmarje - Brod, Vižmarska pot 9",46.104889,14.4616733
1028,"Prostori MOL, Na gmajni 1",46.1093155,14.4622229
1029,"OŠ Vižmarje - Brod, Na gaju 2",46.1094619,14.467881
1030,"MOL - Služba za lokalno samoupravo, Kosijeva ul.1",46.1025151,14.4533013
1031,"MOL - LD Šentvid, Prušnikova ul. 99",46.0974663,14.4648238
1032,"MOL - LD Šentvid, Prušnikova ul. 99",46.0974663,14.4648238
1033,"OŠ Vižmarje - Brod, Na gaju 2",46.1094619,14.467881
1034,"OŠ Vižmarje - Brod, Na gaju 2",46.1094619,14.467881
1035,"GD, Sp. Pirniče 7a, Medvode",46.1336786,14.4394762
1036,"DK, Zg. Pirniče 6, Medvode",46.1374139,14.4338383
1037,"DK, Zg. Pirniče 6, Medvode",46.1374139,14.4338383
1038,"T.Z. Dragočajna - Moše, Dragočajna 14a, Smlednik",46.1694468,14.4220011
1039,"OŠ S. Jenka, Smlednik 73, Smlednik",46.1674808,14.4306031
1040,"KD Smlednik, Smlednik 55, Smlednik",46.1672032,14.4348112
1041,"DK Hraše, Hraše bš, Smlednik",46.1680855,14.4424259
1042,"PGD Zbilje, Zbilje 44, Medvode",46.1583562,14.4182509
1043,"Občina Medvode, C. komandanta Staneta 12, Medvode",46.1400766,14.4144472
1044,"Občina Medvode, C. komandanta Staneta 12, Medvode",46.1400766,14.4144472
1045,"OŠ Medvode, Ostrovrharjeva ul. 4, Medvode",46.1457555,14.4065402
1046,"OŠ Medvode, Ostrovrharjeva ul. 4,Medvode",46.1457555,14.4065402
1048,"POŠ Topol, Topol 17, Medvode",46.0935998,14.3688051
1049,"KS Trnovec, Trnovec 25c, Medvode",46.1004178,14.3543303
1050,"OŠ Preska, Preška cesta 22, Medvode",46.1329077,14.4103482
1051,"OŠ Preska, Preška cesta 22, Medvode",46.1329077,14.4103482
1052,"OŠ Preska, Preška cesta 22, Medvode",46.1329077,14.4103482
1053,"OŠ Preska, Preška cesta 22, Medvode",46.1329077,14.4103482
1054,"POŠ Sora, Sora 1b, Medvode",46.1429656,14.376312
1055,"KS Vaše Goričane, Goričane 39,Medvode",46.1412209,14.3960923
1056,"ZDD Skaručna, Skaručna 42, Vodice",46.1553177,14.4855618
1057,"PGD Repnje, Repnje 30C, Vodice",46.1731801,14.4821362
1058,"DK Vodice, Kopitarjev trg 1, Vodice",46.1866849,14.4913949
1059,"PGD Zapoge, Zapoge 2, Vodice",46.1805065,14.4692696
1060,"PGD Polje, Polje pri Vodicah 5a, Vodice",46.1631057,14.4913222
1061,"PGD Bukovica - Utik, Utik 45, Vodice",46.1726673,14.5093353
1062,"PGD Šinkov turn, Koseze 26, Vodice",46.1678553,14.519193
1066,"Dom gasilcev in krajanov Tacen, Pločanska ul. 8",46.1190334,14.4639756
1070,"Prostori občine Kočevje, Ljubljanska c. 26",46.23496,15.2532224
1071,"Avla gimnazije, Ljubljanska c. 12, Kočevje",45.6412025,14.858084
1072,"Prostori Komunale Kočevje, Tesarska ul. 10",46.0439,14.5099657
1074,"Prostori KS Kočevje mesto, Trg svetega Jerneja 2",45.6397174,14.8605674
1075,"Reška c. 16 - GŠ, Kočevje",45.6430266,14.8552701
1076,"Šeškov dom , Prešernova ul. 11, Kočevje",45.6371122,14.8650879
1077,Trata XIV 6a-prostori Podjetniškega inkubatorja,46.1199444,14.8153333
1078,Mahovnik 37 - GD,46.1199444,14.8153333
1079,Šalka vas 50b - GD,46.1199444,14.8153333
1080,Željne 12b - VD,46.1199444,14.8153333
1081,Klinja vas 46 - GD,46.1199444,14.8153333
1082,Cvišlerji bš - VD,46.1199444,14.8153333
1083,Koprivnik 31 - GD,46.1199444,14.8153333
1084,Stara Cerkev 21 - OŠ,46.1199444,14.8153333
1085,Koblarji bš - VD,46.1199444,14.8153333
1086,Dolnje Ložine 1a - GD,46.1199444,14.8153333
1087,Slovenska vas - Vaški dom,46.1199444,14.8153333
1088,Stari log bš - VD,46.1199444,14.8153333
1089,"Dolga vas, Kočevska cesta 30 - GD",45.6175617,14.8774398
1090,Livold 18d - PD,46.1199444,14.8153333
1091,"v Črnem Potoku, Črni potok pri Kočevju 1 - VD",45.5795474,14.8891855
1092,Mozelj 4a - GD,46.1199444,14.8153333
1093,Predgrad 41 - GD,46.1199444,14.8153333
1094,Kočevska Reka 5 - KD,46.1199444,14.8153333
1095,Štalcerji 10a - GD,46.1199444,14.8153333
1096,Morava 14a - GD,46.1199444,14.8153333
1097,Banja Loka 9 - večnamenski prostor pri cerkvi ,46.1199444,14.8153333
1098,Colnarji bš - prostori info točke pri zelenem oknu,46.1199444,14.8153333
1099,Vas 1 - GD,46.1199444,14.8153333
1100,Kuželj 24a - GD,46.1199444,14.8153333
1101,Osilnica 11b - Kulturno turis. center Peter Klepec,46.1199444,14.8153333
1102,"GASILSKI DOM Retje, Retje 55a, Loški Potok",45.7096801,14.5816199
1103,"Večnamenski objekt Hrib, Hrib 19a, Loški Potok",45.7003039,14.5920837
1104,"Gostilna ""Pri Kapcu"", Travnik 74, Loški Potok",45.6901777,14.599122
1105,"Gasilski dom Mali Log, Mali Log 9",45.7215459,14.5866248
1106,"Dom krajanov, Podpreska 3a, Draga",45.6460785,14.6437822
1107,"Gasilski dom Trava, Trava 14, Draga",45.6040594,14.6713927
1108,"Gasilski dom Novi Kot, Draga",45.60085,14.1321075
1109,"Glasbena šola, Kolodvorska ul. 10, Ribnica",45.7413327,14.7282052
1110,"Športni center Ribnica, Majnikova 2, Ribnica",45.7421255,14.7274783
1111,"ROKODELSKI CENTER (A) C. na Ugar 6, Ribnica",45.7280935,14.7391
1112,"OŠ Ribnica, Šolska ul. 2, Ribnica",45.7014757,14.7545666
1113,"ROKODELSKI CENTER (B), C. na Ugar 6, Ribnica",45.7376826,14.7248722
1114,"Gostilna pri Andoljšku,Hrovača 30, Ribnica",45.7280935,14.7391
1115,"Gasilski dom, Goriča vas 68a, Ribnica",45.7296073,14.7419528
1116,"Gasilski dom, Nemška vas 22, Ribnica",45.7200965,14.7420073
1118,"Gasilski dom, Lipovec 43, Dolenja vas",45.7150131,14.7753566
1119,"GASILSKI DOM, Prigorica 38, Dolenja vas",45.7131897,14.7482289
1120,"GASILSKI DOM, Lončarska ul. 66, Dolenja vas",45.7085699,14.7539042
1121,"OŠ Dolenja vas, Šolska ul. 9, Dolenja vas",45.7033516,14.7526349
1122,"Gasilski dom, Rakitnica 6a, Dolenja vas",45.6944715,14.7561232
1123,"Gasilski dom, Grčarice 3, Dolenja vas",45.6514205,14.7548889
1124,"Gasilski dom, Jurjevica 37 a, Ribnica",45.7506487,14.6920382
1125,"Gostišče Makšar, Breže 18a,Ribnica",45.7548431,14.7011702
1126,"DOM DRUŠTVA VETER, Breg 17, Ribnica",45.7572284,14.7087341
1127,"Gasilski dom, Dolenji Lazi 2a, Ribnica",45.7566469,14.7152332
1128,"GOSTIŠČE VRBA, Žlebič 15a, 1310 Ribnica",45.7663281,14.6915854
1129,"OŠ Sušje, Sušje 2, Ribnica",45.760942,14.6911013
1130,"Gasilski dom, Sajevec, Ribnica",45.7431015,14.7023935
1131,"Gasilski dom, Bukovica 12,Ribnica",45.7337796,14.7071943
1132,"Šola Velike Poljane, Velike Poljane 45, Ortnek",45.7972643,14.6845388
1133,"GOSTILNA MATJAK, Ortnek 2, 1316 Ortnek",45.7918548,14.6794936
1134,"Gasilski dom, Sveti Gregor 17, Ortnek",45.7852986,14.6408697
1136,"Gasilski dom, Zapotok 2, Ribnica",45.7591764,14.6771849
1137,"Pri JOŽETU LUŠINU, Lipovšica 1, Sodražica",45.7495142,14.6625483
1138,"Gasilski dom, Zamostec 8a, Sodražica",45.7560072,14.648642
1140,"Gasilski dom, Trg 25. maja 5, Sodražica",45.7623019,14.637854
1141,"Gasilski dom, Žimarice 76, Sodražica",45.7754712,14.5979166
1142,"Pri Mirku Oražmu, Globel 8, Sodražica",45.762653,14.6019094
1143,"PRI MIHAELU ŠEGI, Podklanec 22, 1317 Sodražica",45.7625982,14.5760409
1144,"TŠD Gora, Petrinci 10a, Sodražica",45.7526959,14.5932721
1145,"Jakličev dom, Videm 34, Videm Dobrepolje",45.8488481,14.6953602
1146,"Gasilski dom, Hočevje 19, Krka",45.8712117,14.7538403
1147,"Vaški prostor, Predstruge 60, Videm Dobrepolje",45.8496658,14.6964697
1148,"Gasilski dom, Kompolje 60, Videm Dobrepolje",45.817368,14.7144033
1150,"OŠ Struge, Lipa 16, Struge",45.7833385,14.7749789
1151,"DD Grosuplje I., Taborska c. 1",46.1094356,14.4612713
1152,"DD Grosuplje II., Taborska c. 1",46.1094356,14.4612713
1153,"OŠ Louisa Adamiča I, Tovarniška c. 14",45.885289,13.9034441
1154,"OŠ Brinje, Ljubljanska c. 40a",45.962327,14.6576587
1155,"DO Grosuplje, Ob Grosupeljščici 1b",45.9614664,14.6607014
1156,"GD Mala Ilova Gora, Mala Ilova Gora 21",45.8828296,14.7290336
1157,"GD Veliko Mlačevo, Veliko Mlačevo 6a",45.9398545,14.6753211
1158,"GD Polica, Polica 41",45.9813783,14.6999217
1159,"DD Račna, Velika Račna 24b",45.9047986,14.6902186
1160,"ZDD SPODNJA SLIVNICA, Spodnja Slivnica 16",45.9303295,14.6556145
1161,"KS Škocjan, Škocjan 20",46.1474676,14.6729319
1162,"GD Ponova vas, Ponova vas 27",45.939334,14.6303473
1163,"OŠ Št. Jurij, Št. Jurij 14",45.9251139,14.622802
1164,"Podružnična šola Žalna, Žalna 1",45.93845,14.6975612
1165,"GD Luče, Luče 22a",46.3553576,14.7451413
1166,"OŠ Šmarje-Sap I., Ljubljanska c. 49",46.2018238,14.5970302
1167,"OŠ Šmarje-Sap II., Ljubljanska c. 49",46.2018238,14.5970302
1168,"OŠ Šmarje-Sap III., Ljubljanska c. 49",46.2018238,14.5970302
1169,"OŠ Louisa Adamiča II, Tovarniška c. 14",45.885289,13.9034441
1170,"OŠ Polica, Polica 200",45.9775716,14.6967228
1174,"KD MULJAVA, Muljava 20",45.9024655,14.7992391
1175,"GD STIČNA I., Stična 144",45.9538953,14.807749
1176,"GD METNAJ, Metnaj 2",45.9633607,14.8117694
1177,"MH VIŠNJA GORA, Mestni trg 21, Višnja Gora",45.9548793,14.7439869
1178,"GD KRIŠKA VAS, Kriška vas 10",45.9379032,14.7400422
1179,"GD VRH PRI VIŠNJI GORI, Vrh pri Višnji Gori 2",45.9884928,14.7505915
1180,"KD ŠENTVID I., Šentvid pri Stični 70",45.9533878,14.8386005
1181,"KD ŠENTVID II., Šentvid pri Stični 70",45.9533878,14.8386005
1182,"GD DOB, Dob pri Šentvidu 8",45.9319607,14.8620845
1183,"VO HRASTOV DOL, Hrastov Dol 2",45.9035092,14.8681134
1184,"DK TEMENICA, Temenica 2a",45.9686145,14.8813465
1185,"KD AMBRUS, Ambrus 56",45.8265328,14.8147928
1186,"OŠ ZAGRADEC, Zagradec 33",45.8088293,14.8350401
1187,"DC KRKA I., Krka 1d",45.8217416,15.1885557
1188,"GD STIČNA II., Stična 144",45.9538953,14.807749
1189,"DC KRKA II., Krka 1d",45.8217416,15.1885557
1190,"GD VIŠNJA GORA, Cesta na Polževo 12, Višnja Gora",45.9562981,14.7388519
1191,"KD Dolsko, Dolsko 55",46.0946337,14.6775489
1192,"PGD Senožeti, Senožeti 25",46.0904199,14.7331634
1193,"PGD Vinje, Vinje 26b",46.1155694,14.6701153
1194,"PGD Laze, Laze 29b",46.0868068,14.701981
1195,"PGD Klopce, Klopce 40",46.10719,14.6931433
1196,"Podružnična šola Besnica, Besnica 21",46.0354919,14.6584856
1197,"Podružnična šola Janče, Gabrje pri Jančah 16",46.0499225,14.7041512
1198,"Podružnična šola Prežganje, Prežganje 7",46.0246647,14.7282262
1199,"Župnišče Javor, Javor 1",46.0194373,14.6762937
1200,"Podružnična šola Lipoglav, Mali Lipoglav 8",45.9929113,14.6431865
1201,"OŠ Zalog, Cerutova ul. 7",46.0624228,14.6152798
1202,"OŠ Zalog, Cerutova ul. 7",46.0624228,14.6152798
1203,"Center Zalog, Zaloška c. 267",46.0608934,14.6141692
1204,"Center Zalog, Zaloška c. 267",46.0608934,14.6141692
1205,"Vaški dom, Podgrajska c. 6e",46.0687508,14.6379274
1206,"PGD Zgornji Kašelj, Kašeljska c. 95",46.0515179,14.6023618
1207,"OŠ Kašelj, Kašeljska c. 119a",46.0529345,14.5935271
1208,"OŠ Kašelj, Kašeljska c. 119a",46.0529345,14.5935271
1209,"OŠ Zadobrova, Zadobrovška c. 35",46.0655695,14.5817428
1210,"OŠ Sostro, C. II. grupe odredov 47",46.0355257,14.5993726
1211,"OŠ Kašelj, Kašeljska c. 119a",46.0529345,14.5935271
1212,"SH Podlipoglav, Podlipoglav 19",46.0372692,14.6077978
1213,"OŠ Sostro, C. II. grupe odredov 47",46.0355257,14.5993726
1214,"OŠ Sostro, C. II. grupe odredov 47",46.0355257,14.5993726
1215,"ZD Zadvor, C. II. grupe odredov 43",46.0362382,14.5966139
1216,"PGD Bizovik, Bizoviška c. 15a",46.0373127,14.5709986
1217,"Prostori MOL (Polje), Zaloška c. 160",46.0537755,14.5822844
1218,"OŠ Polje, Zaloška c. 189",46.0550697,14.5873759
1219,"OŠ Polje, Zaloška c. 189",46.0550697,14.5873759
1220,"PGD Slape - Polje, Slape 50",46.0506848,14.5786621
1221,"Podružnična šola Hrušica, Pot do šole 1",46.0449483,14.5604656
1222,"Prostori MOL (Polje), Zaloška c. 160",46.0537755,14.5822844
1223,"OŠ Karla Destovnika Kajuha, Jakčeva ul. 42",46.0544168,14.5459949
1224,"OŠ Karla Destovnika Kajuha, Jakčeva ul. 42",46.0544168,14.5459949
1225,"OŠ Karla Destovnika Kajuha, Jakčeva ul. 42",46.0544168,14.5459949
1226,"OŠ Karla Destovnika Kajuha, Jakčeva ul. 42",46.0544168,14.5459949
1227,"OŠ Božidarja Jakca, Nusdorferjeva ul. 10",46.0488099,14.5468944
1228,"OŠ Božidarja Jakca, Nusdorferjeva ul. 10",46.0488099,14.5468944
1229,"OŠ Božidarja Jakca, Nusdorferjeva ul. 10",46.0488099,14.5468944
1230,"OŠ Božidarja Jakca, Nusdorferjeva ul. 10",46.0488099,14.5468944
1231,"OŠ Božidarja Jakca, Nusdorferjeva ul. 10",46.0488099,14.5468944
1232,"OŠ Božidarja Jakca, Nusdorferjeva ul. 10",46.0488099,14.5468944
1233,"OŠ Martina Krpana, Gašperšičeva ul. 10",46.0518685,14.5562618
1234,"OŠ Martina Krpana, Gašperšičeva ul. 10",46.0518685,14.5562618
1235,"Dom občanov Fužine, Preglov trg 15",46.0540769,14.5585285
1236,"Dom občanov Fužine, Preglov trg 15",46.0540769,14.5585285
1237,"OŠ Nove Fužine, Preglov trg 8",46.0520627,14.560523
1238,"OŠ Nove Fužine, Preglov trg 8",46.0520627,14.560523
1239,"OŠ Nove Fužine, Preglov trg 8",46.0520627,14.560523
1240,"SŠ za Gastronomijo in turizem Lj., Preglov trg 9",46.0521723,14.558797
1241,"OŠ Nove Fužine, Preglov trg 8",46.0520627,14.560523
1242,"SŠ za Gastronomijo in turizem Lj., Preglov trg 9",46.0521723,14.558797
1243,"GD Šmartno, Kopna pot 6",46.0748199,14.5527249
1244,"OŠ Nove Jarše, Clevelandska ul. 11",46.0731552,14.5454475
1245,"OŠ Nove Jarše, Clevelandska ul. 11",46.0731552,14.5454475
1246,"OŠ Nove Jarše, Clevelandska ul. 11",46.0731552,14.5454475
1247,"OŠ Jože Moškrič, Jarška c. 34",46.0722136,14.5382028
1248,"OŠ Jože Moškrič, Jarška c. 34",46.0722136,14.5382028
1249,"OŠ Jože Moškrič, Jarška c. 34",46.0722136,14.5382028
1250,"OŠ Vide Pregarc, Bazoviška ul. 1",45.5484097,13.7335505
1251,"OŠ Vide Pregarc, Bazoviška ul. 1",45.5484097,13.7335505
1252,"OŠ Vide Pregarc, Bazoviška ul. 1",45.5484097,13.7335505
1253,"Gimnazija Moste, Zaloška c. 49",46.0559278,14.5323738
1254,"Gimnazija Moste, Zaloška c. 49",46.0559278,14.5323738
1255,"Gimnazija Moste, Zaloška c. 49",46.0559278,14.5323738
1256,"Gimnazija Moste, Zaloška c. 49",46.0559278,14.5323738
1257,"OŠ Ketteja in Murna, Koširjeva ul. 2",46.0514735,14.5319422
1258,"OŠ Ketteja in Murna, Koširjeva ul. 2",46.0514735,14.5319422
1259,"OŠ Ketteja in Murna, Koširjeva ul. 2",46.0514735,14.5319422
1260,"OŠ Ketteja in Murna, Koširjeva ul. 2",46.0514735,14.5319422
1261,"OŠ Ketteja in Murna, Koširjeva ul. 2",46.0514735,14.5319422
1262,"ZDD Zadobrova, Zadobrovška c. 88",46.0723175,14.5807806
1263,"ZDD Zadobrova, Zadobrovška c. 88",46.0723175,14.5807806
1264,"OŠ Zadobrova, Zadobrovška c. 35",46.0655695,14.5817428
1265,"ZDD Zadobrova, Zadobrovška c. 88",46.0723175,14.5807806
1266,"OŠ Janka Modra, Videm 17",45.8503469,14.6919801
1267,"GD Beričevo, Beričevo 12",46.0881975,14.6105832
1268,"Prostori MOL, Zajčeva pot 34, Ljubljana Črnuče",46.0907603,14.5799515
1269,"GD Nadgorica, Nadgoriška c. 18, Ljubljana Črnuče",46.0997209,14.5570618
1270,"OŠ Maksa Pečarja, Črnuška c. 9, Ljubljana Črnuče",46.1050505,14.5334743
1271,"OŠ Maksa Pečarja, Črnuška c. 9, Ljubljana Črnuče",46.1050505,14.5334743
1272,"Prostori MOL, Dunajska c. 367, Ljubljana Črnuče",46.1030693,14.53117
1273,"Prostori MOL, Dunajska c. 367, Ljubljana Črnuče",46.1030693,14.53117
1274,"OŠ Maksa Pečarja, Črnuška c. 9, Ljubljana Črnuče",46.1050505,14.5334743
1275,"OŠ Danile Kumar, Gogalova ul. 15, Ljubljana",46.087156,14.5107423
1276,"KD Savlje Kleče, Savlje 101, Ljubljana",46.0958213,14.4978518
1277,"OŠ Danile Kumar, Gogalova ul. 15, Ljubljana",46.087156,14.5107423
1278,"OŠ Danile Kumar, Gogalova ul. 15, Ljubljana",46.087156,14.5107423
1279,"OŠ Danile Kumar, Gogalova ul. 15, Ljubljana",46.087156,14.5107423
1280,"OŠ Danile Kumar, Gogalova ul. 15, Ljubljana",46.087156,14.5107423
1281,"OŠ Danile Kumar, Gogalova ul. 15, Ljubljana",46.087156,14.5107423
1282,"OŠ Danile Kumar, Gogalova ul. 15, Ljubljana",46.087156,14.5107423
1283,"OŠ Danile Kumar, Gogalova ul. 15, Ljubljana",46.087156,14.5107423
1284,"OŠ Franceta Bevka, Ul. Pohorskega bataljona 1",46.0780233,14.5069922
1285,"OŠ Franceta Bevka, Ul. Pohorskega bataljona 1",46.0780233,14.5069922
1286,"Prostori MOL, Vojkova c. 87, Ljubljana",46.0811293,14.5189954
1287,"OŠ Milana Šuštaršiča, Štembalova ul. 2a, Ljubljana",46.0789862,14.5156895
1288,"OŠ Maksa Pečarja, Črnuška c. 9, Ljubljana Črnuče",46.1050505,14.5334743
1289,"OŠ Maksa Pečarja, Črnuška c. 9, Ljubljana Črnuče",46.1050505,14.5334743
1290,"OŠ Janka Modra, Videm 17",45.8503469,14.6919801
1291,"OŠ Bežigrad, Črtomirova ul. 12",46.0619487,14.5187887
1292,"OŠ Bežigrad, Črtomirova ul. 12",46.0619487,14.5187887
1293,"OŠ Bežigrad, Črtomirova ul. 12",46.0619487,14.5187887
1294,"OŠ Bežigrad, Črtomirova ul. 12",46.0619487,14.5187887
1295,"Knjižnica Bežigrad, Einspielerjeva ulica 1",46.0650953,14.5082421
1296,"Zavod RS za zaposlovanje, Parmova 32",46.0620003,14.5047463
1297,"Društvo distrofikov Slovenije, Linhartova c. 1",46.0637044,14.5097775
1298,"OŠ Mirana Jarca, Ipavčeva ul. 1",46.0688745,14.5138535
1299,"OŠ Mirana Jarca, Ipavčeva ul. 1",46.0688745,14.5138535
1300,"OŠ Vita Kraigherja, Trg 9. maja 1",46.0692677,14.5061306
1301,"Prostori MOL, Dunajska c. 101",46.0732805,14.510477
1302,"OŠ Vita Kraigherja, Trg 9. maja 1",46.0692677,14.5061306
1303,"Prostori MOL, Dunajska c. 101",46.0732805,14.510477
1304,"OŠ Vita Kraigherja, Trg 9. maja 1",46.0692677,14.5061306
1305,"OŠ Mirana Jarca, Ipavčeva ul. 1",46.0688745,14.5138535
1306,"OŠ Savsko naselje, Matjaževa ul. 4",46.0638269,14.5205153
1307,"OŠ Savsko naselje, Matjaževa ul. 4",46.0638269,14.5205153
1308,"OŠ Savsko naselje, Matjaževa ul. 4",46.0638269,14.5205153
1309,"OŠ Milana Šuštaršiča, Štembalova ul. 2a",46.0789862,14.5156895
1310,"OŠ Milana Šuštaršiča, Štembalova ul. 2a",46.0789862,14.5156895
1311,"Prostori MOL, Vojkova c. 73",46.0777537,14.5184545
1312,"Objekt - okrepčevalnica, Šifrerjeva 3",46.0842193,14.5362727
1313,"Objekt - okrepčevalnica, Šifrerjeva 3",46.0842193,14.5362727
1314,"Knjižnica Bežigrad, Einspielerjeva ulica 1",46.0650953,14.5082421
