,Volilna_Enota,Volilni_Okraj,ID_Volisca,Volisce,Št. volilnih upr.,Udelezba-N,Udelezba-%,Št. oddanih glasovnic,Št. veljavnih glasovnic,Št. neveljavnih glasovnic,Odstotek preštetih glasovnic,SD-N,SD-%,RESNICA-N,RESNICA-%,MI_SOCIALISTI_N,MI_SOCIALISTI-%,GLAS_UPOKOJENCEV-n,GLAS_UPOKOJENCEV-%,SDS-N,SDS-%,LEVICA-N,LEVICA-%,ZAUPANJE- št. glasov,ZAUPANJE- odstotek,PREROD-N,PREROD-%,PIRATI-N,PIRATI-%,NSI-N,NSI-%,SVOBODA-N,SVOBODA-%,ZELENI+SG- št. glasov,ZELENI+SG- odstotek,SLOGA- št. glasov,SLOGA- odstotek,REŠITEV- št. glasov,REŠITEV- odstotek,DEMOKRATI-N,DEMOKRATI-%,SNS- št. glasov,SNS- odstotek,ALTERNATIVA- št. glasov,ALTERNATIVA- odstotek
2103,2,6,9704010,OMNIA od: 4010 - za: 2006,0,9,0.0,9,9,0,1.0,0,0.0,0,0.0,1,0.111111,0,0.0,2,0.222222,0,0.0,0,0.0,0,0.0,0,0.0,1,0.111111,4,0.444444,0,0.0,,,,,1,0.111111,0,0.0,0,0.0
2104,2,6,9705001,OMNIA od: 5001 - za: 2006,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,0,0.0,0,0.0,0,0.0
2105,2,6,9705003,OMNIA od: 5003 - za: 2006,0,2,0.0,2,2,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0,0,0.0,,,,,0,0.0,0,0.0,0,0.0
2106,2,6,9705004,OMNIA od: 5004 - za: 2006,0,2,0.0,2,2,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,,,,,0,0.0,0,0.0,0,0.0
2107,2,6,9705006,OMNIA od: 5006 - za: 2006,0,1,0.0,1,1,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,,,,,0,0.0,0,0.0,0,0.0
2108,2,6,9705007,OMNIA od: 5007 - za: 2006,0,1,0.0,1,1,0,1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,0,0.0,0,0.0,0,0.0
2109,2,6,9705009,OMNIA od: 5009 - za: 2006,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,0,0.0,0,0.0,0,0.0
2110,2,6,9705010,OMNIA od: 5010 - za: 2006,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,0,0.0,0,0.0,0,0.0
2111,2,6,9705011,OMNIA od: 5011 - za: 2006,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,0,0.0,0,0.0,0,0.0
2112,2,6,9706001,OMNIA od: 6001 - za: 2006,0,1,0.0,1,1,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,0,0.0,0,0.0,0,0.0
2113,2,6,9706003,OMNIA od: 6003 - za: 2006,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,0,0.0,0,0.0,0,0.0
2114,2,6,9706004,OMNIA od: 6004 - za: 2006,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,0,0.0,0,0.0,0,0.0
2115,2,6,9706005,OMNIA od: 6005 - za: 2006,0,2,0.0,2,2,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0,,,,,0,0.0,0,0.0,0,0.0
2116,2,6,9706006,OMNIA od: 6006 - za: 2006,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,0,0.0,0,0.0,0,0.0
2117,2,6,9706007,OMNIA od: 6007 - za: 2006,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,0,0.0,0,0.0,0,0.0
2118,2,6,9706008,OMNIA od: 6008 - za: 2006,0,1,0.0,1,1,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,0,0.0,0,0.0,0,0.0
2119,2,6,9706009,OMNIA od: 6009 - za: 2006,0,1,0.0,1,1,0,1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,0,0.0,0,0.0,0,0.0
2120,2,6,9706010,OMNIA od: 6010 - za: 2006,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,0,0.0,0,0.0,0,0.0
2121,2,6,9706011,OMNIA od: 6011 - za: 2006,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,0,0.0,0,0.0,0,0.0
2122,2,6,9707001,OMNIA od: 7001 - za: 2006,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,0,0.0,0,0.0,0,0.0
2123,2,6,9707002,OMNIA od: 7002 - za: 2006,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,0,0.0,0,0.0,0,0.0
2124,2,6,9707003,OMNIA od: 7003 - za: 2006,0,1,0.0,1,1,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,,,,,0,0.0,0,0.0,0,0.0
2125,2,6,9707004,OMNIA od: 7004 - za: 2006,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,0,0.0,0,0.0,0,0.0
2126,2,6,9707008,OMNIA od: 7008 - za: 2006,0,5,0.0,5,5,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,3,0.6,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,,,,,0,0.0,0,0.0,0,0.0
2127,2,6,9708001,OMNIA od: 8001 - za: 2006,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,0,0.0,0,0.0,0,0.0
2128,2,6,9708002,OMNIA od: 8002 - za: 2006,0,1,0.0,1,1,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,1,1.0,0,0.0,0,0.0
2129,2,6,9708003,OMNIA od: 8003 - za: 2006,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,0,0.0,0,0.0,0,0.0
2130,2,6,9708005,OMNIA od: 8005 - za: 2006,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,0,0.0,0,0.0,0,0.0
2131,2,6,9708006,OMNIA od: 8006 - za: 2006,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,0,0.0,0,0.0,0,0.0
2132,2,6,9708007,OMNIA od: 8007 - za: 2006,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,0,0.0,0,0.0,0,0.0
2133,2,6,9708008,OMNIA od: 8008 - za: 2006,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,0,0.0,0,0.0,0,0.0
2134,2,6,9708010,OMNIA od: 8010 - za: 2006,0,1,0.0,1,1,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,,,,,0,0.0,0,0.0,0,0.0
2135,2,6,97099,OMNIA od: 9999 - za: 2006,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,0,
2136,2,6,99601,Veleposlaništvo RS v Buenos Airesu,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,0,
2137,2,6,99602,Veleposlaništvo RS v Canberri,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,0,
2138,2,6,99603,Veleposlaništvo RS na Dunaju,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,0,
2139,2,6,99604,Generalni konzulat RS v Celovcu,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,0,
2140,2,6,99605,Veleposlaništvo RS v Bruslju,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,0,
2141,2,6,99606,Veleposlaništvo RS v Sarajevu,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,0,
2142,2,6,99607,Veleposlaništvo RS v Pragi,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,0,
2143,2,6,99608,Veleposlaništvo RS v Podgorici,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,0,
2144,2,6,99610,Veleposlaništvo RS v Kopenhagnu,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,0,
2145,2,6,99611,Veleposlaništvo RS v Parizu,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,0,
2146,2,6,99612,Veleposlaništvo RS v Atenah,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,0,
2147,2,6,99613,Veleposlaništvo RS v Zagrebu,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,0,
2148,2,6,99615,Generalni konzutat RS v Trstu,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,0,
2149,2,6,99618,Veleposlaništvo RS v Ottawi,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,0,
2150,2,6,99619,Generalni konzulat RS v Torontu (v prostorih Slovenskega centra),0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,0,
2151,2,6,99620,Veleposlaništvo RS v Budimpešti,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,0,
2152,2,6,99621,Veleposlaništvo RS v Skopju,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,0,
2153,2,6,99622,Veleposlaništvo RS v Varšavi,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,0,
2154,2,6,99625,Veleposlaništvo RS v Madridu,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,0,
2155,2,6,99627,Veleposlaništvo RS v Bernu,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,0,
2156,2,6,99628,Veleposlaništvo RS v Londonu,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,0,
2157,2,6,99629,Veleposlaništvo RS v Washingtonu,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,0,
2158,2,6,99631,Generalni konzutat RS v Clevelandu,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,0,
2159,2,6,99632,Veleposlaništvo RS v Berlinu,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,0,
2160,2,6,99633,Generalni konzulat RS v Münchnu,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,0,
2161,2,6,99634,Veleposlaništvo RS v Beogradu,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,0,
2162,2,6,99635,"Veleposlaništvo RS pri Svetem sedežu, Vatikan",0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,0,
2163,2,6,99636,Veleposlaništvo RS v Haagu,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,0,
2164,2,6,99651,Veleposlaništvo RS v Abu Dabiju,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,0,
2165,2,6,99699,DKP + pošta tujina na DVK,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,0,
2166,2,6,997,Po pošti v Sloveniji OVK,0,41,0.0,41,41,0,1.0,3,0.073171,1,0.02439,0,0.0,3,0.073171,6,0.146341,3,0.073171,0,0.0,0,0.0,2,0.04878,3,0.073171,16,0.390244,1,0.02439,,,,,3,0.073171,0,0.0,0,0.0
2167,2,6,9972000,Po pošti v Sloveniji VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,0,0.0,0,0.0,0,0.0
2168,2,6,99799,Po pošti v Sloveniji DVK,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,0,
2169,2,6,998,Po pošti v tujini OVK,0,370,0.0,370,367,3,1.0,28,0.076294,5,0.013624,5,0.013624,0,0.0,34,0.092643,70,0.190736,0,0.0,4,0.010899,8,0.021798,13,0.035422,166,0.452316,7,0.019074,,,,,21,0.057221,5,0.013624,1,0.002725
2170,2,6,9982000,Po pošti v tujini VKVE,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,0,
2171,2,6,99899,Po pošti v tujini DVK,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,0,
2172,2,6,999,Posebni volilni imenik,3173,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,0,
2173,2,7,1,OŠ Antona Žnideršiča Ilirska Bistrica,579,302,0.5216,302,293,9,1.0,25,0.085324,13,0.044369,2,0.006826,5,0.017065,58,0.197952,13,0.044369,1,0.003413,7,0.023891,9,0.030717,33,0.112628,105,0.358362,3,0.010239,,,,,11,0.037543,7,0.023891,1,0.003413
2174,2,7,2,"Prostori Društva Sožitje, Levstikova 5,  Il. Bist",594,352,0.5926,352,344,8,1.0,17,0.049419,9,0.026163,3,0.008721,0,0.0,79,0.229651,28,0.081395,1,0.002907,3,0.008721,5,0.014535,40,0.116279,123,0.357558,2,0.005814,,,,,22,0.063953,11,0.031977,1,0.002907
2175,2,7,3,"OŠ Dragotina Ketteja, Ilirska Bistrica",643,352,0.5474,352,346,6,1.0,16,0.046243,12,0.034682,1,0.00289,4,0.011561,80,0.231214,29,0.083815,0,0.0,10,0.028902,5,0.014451,32,0.092486,131,0.378613,3,0.008671,,,,,14,0.040462,6,0.017341,3,0.008671
2176,2,7,4,"Jurčičeva 1, Ilirska Bistrica",643,428,0.6656,428,424,4,1.0,16,0.037736,13,0.03066,5,0.011792,2,0.004717,97,0.228774,23,0.054245,0,0.0,22,0.051887,13,0.03066,62,0.146226,146,0.34434,0,0.0,,,,,10,0.023585,15,0.035377,0,0.0
2177,2,7,5,"Predavalnica-vhod bivši Transport, Šercerjeva 17",635,354,0.5575,354,352,2,1.0,13,0.036932,9,0.025568,8,0.022727,1,0.002841,81,0.230114,26,0.073864,0,0.0,9,0.025568,5,0.014205,60,0.170455,117,0.332386,1,0.002841,,,,,10,0.028409,11,0.03125,1,0.002841
2178,2,7,6,"Vaški dom Jasen, Jasen 15c",240,171,0.7125,171,168,3,1.0,2,0.011905,9,0.053571,0,0.0,1,0.005952,61,0.363095,7,0.041667,1,0.005952,1,0.005952,3,0.017857,27,0.160714,44,0.261905,2,0.011905,,,,,8,0.047619,2,0.011905,0,0.0
2179,2,7,7,Gasilski dom Vrbovo,244,170,0.6967,170,170,0,1.0,8,0.047059,9,0.052941,0,0.0,0,0.0,28,0.164706,6,0.035294,0,0.0,8,0.047059,5,0.029412,33,0.194118,42,0.247059,1,0.005882,,,,,20,0.117647,9,0.052941,1,0.005882
2180,2,7,8,"Vaški dom, Vrbica 24",126,75,0.5952,75,70,5,1.0,8,0.114286,5,0.071429,0,0.0,0,0.0,11,0.157143,2,0.028571,0,0.0,2,0.028571,0,0.0,12,0.171429,24,0.342857,0,0.0,,,,,4,0.057143,2,0.028571,0,0.0
2181,2,7,9,Jablanica 32a,130,93,0.7154,93,90,3,1.0,2,0.022222,2,0.022222,0,0.0,0,0.0,43,0.477778,1,0.011111,0,0.0,2,0.022222,0,0.0,12,0.133333,20,0.222222,0,0.0,,,,,7,0.077778,0,0.0,1,0.011111
2182,2,7,10,"Gostilna Celin, Kuteževo",188,141,0.75,141,140,1,1.0,5,0.035714,3,0.021429,0,0.0,1,0.007143,45,0.321429,9,0.064286,0,0.0,4,0.028571,1,0.007143,27,0.192857,40,0.285714,0,0.0,,,,,2,0.014286,1,0.007143,2,0.014286
2183,2,7,11,"Bar Kočanija, Trpčane",109,62,0.5688,62,62,0,1.0,1,0.016129,0,0.0,0,0.0,0,0.0,24,0.387097,2,0.032258,0,0.0,0,0.0,0,0.0,12,0.193548,12,0.193548,2,0.032258,,,,,3,0.048387,6,0.096774,0,0.0
2184,2,7,12,"Balinarska dvorana na mlaki, Zabiče",434,295,0.6797,295,293,2,1.0,9,0.030717,9,0.030717,0,0.0,2,0.006826,128,0.43686,7,0.023891,1,0.003413,13,0.044369,4,0.013652,44,0.150171,59,0.201365,1,0.003413,,,,,11,0.037543,5,0.017065,0,0.0
2185,2,7,13,"Gostilna ""Sabrina"" Sušak",82,51,0.622,51,50,1,1.0,5,0.1,0,0.0,0,0.0,0,0.0,14,0.28,1,0.02,0,0.0,0,0.0,1,0.02,11,0.22,16,0.32,0,0.0,,,,,2,0.04,0,0.0,0,0.0
2186,2,7,14,"Bivša gostilna, Novokračine 46",167,109,0.6527,109,109,0,1.0,4,0.036697,4,0.036697,0,0.0,1,0.009174,19,0.174312,10,0.091743,0,0.0,3,0.027523,0,0.0,16,0.146789,46,0.422018,0,0.0,,,,,5,0.045872,0,0.0,1,0.009174
2187,2,7,15,Gasilski dom Jelšane,251,182,0.7251,182,182,0,1.0,12,0.065934,18,0.098901,3,0.016484,1,0.005495,46,0.252747,13,0.071429,1,0.005495,5,0.027473,2,0.010989,22,0.120879,50,0.274725,0,0.0,,,,,8,0.043956,1,0.005495,0,0.0
2188,2,7,16,Dolenje pri Jelšanah 52,151,76,0.5033,76,75,1,1.0,2,0.026667,0,0.0,0,0.0,0,0.0,22,0.293333,2,0.026667,0,0.0,4,0.053333,1,0.013333,17,0.226667,17,0.226667,0,0.0,,,,,5,0.066667,5,0.066667,0,0.0
2189,2,7,17,"Bivša šolska stavba, Veliko Brdo",67,41,0.6119,41,40,1,1.0,2,0.05,1,0.025,0,0.0,0,0.0,9,0.225,2,0.05,0,0.0,3,0.075,0,0.0,8,0.2,11,0.275,0,0.0,,,,,2,0.05,2,0.05,0,0.0
2190,2,7,18,"Na balincu, M. Bukovica ",122,85,0.6967,85,85,0,1.0,4,0.047059,5,0.058824,1,0.011765,1,0.011765,30,0.352941,1,0.011765,0,0.0,1,0.011765,3,0.035294,13,0.152941,18,0.211765,0,0.0,,,,,7,0.082353,1,0.011765,0,0.0
2191,2,7,19,"Na balincu, Koseze",288,185,0.6424,185,184,1,1.0,13,0.070652,6,0.032609,2,0.01087,0,0.0,46,0.25,11,0.059783,0,0.0,3,0.016304,1,0.005435,35,0.190217,52,0.282609,1,0.005435,,,,,11,0.059783,2,0.01087,1,0.005435
2192,2,7,20,Vaški dom V. Bukovica,196,141,0.7194,141,138,3,1.0,7,0.050725,7,0.050725,1,0.007246,1,0.007246,38,0.275362,2,0.014493,0,0.0,3,0.021739,5,0.036232,29,0.210145,26,0.188406,0,0.0,,,,,13,0.094203,4,0.028986,2,0.014493
2193,2,7,21,Grad Dol. Zemon - prostori KS,401,264,0.6584,264,260,4,1.0,17,0.065385,4,0.015385,3,0.011538,2,0.007692,67,0.257692,12,0.046154,0,0.0,9,0.034615,8,0.030769,64,0.246154,54,0.207692,0,0.0,,,,,15,0.057692,5,0.019231,0,0.0
2194,2,7,22,Vaški dom Gor. Zemon ,85,55,0.6471,55,55,0,1.0,1,0.018182,0,0.0,0,0.0,1,0.018182,16,0.290909,2,0.036364,0,0.0,2,0.036364,1,0.018182,16,0.290909,14,0.254545,0,0.0,,,,,1,0.018182,1,0.018182,0,0.0
2195,2,7,23,Lovska koča na Pavlici,25,16,0.64,16,16,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,10,0.625,0,0.0,0,0.0,1,0.0625,0,0.0,1,0.0625,1,0.0625,1,0.0625,,,,,2,0.125,0,0.0,0,0.0
2196,2,7,24,Starod 4,41,33,0.8049,33,32,1,1.0,0,0.0,2,0.0625,0,0.0,0,0.0,10,0.3125,1,0.03125,0,0.0,0,0.0,0,0.0,9,0.28125,4,0.125,1,0.03125,,,,,3,0.09375,2,0.0625,0,0.0
2197,2,7,25,OŠ Podgrad,469,305,0.6503,305,298,7,1.0,10,0.033557,11,0.036913,1,0.003356,0,0.0,68,0.228188,19,0.063758,0,0.0,10,0.033557,4,0.013423,42,0.14094,103,0.345638,2,0.006711,,,,,16,0.053691,9,0.030201,3,0.010067
2198,2,7,26,Vaški dom Podbeže ,74,45,0.6081,45,45,0,1.0,0,0.0,1,0.022222,0,0.0,0,0.0,9,0.2,3,0.066667,1,0.022222,3,0.066667,0,0.0,12,0.266667,10,0.222222,0,0.0,,,,,6,0.133333,0,0.0,0,0.0
2199,2,7,27,"Račice, Na plesišču",122,68,0.5574,68,65,3,1.0,5,0.076923,5,0.076923,4,0.061538,1,0.015385,15,0.230769,2,0.030769,1,0.015385,1,0.015385,0,0.0,10,0.153846,17,0.261538,0,0.0,,,,,2,0.030769,2,0.030769,0,0.0
2200,2,7,28,"Vaški dom Sabonje, Sabonje 47",55,36,0.6545,36,35,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,17,0.485714,1,0.028571,0,0.0,0,0.0,0,0.0,5,0.142857,10,0.285714,0,0.0,,,,,1,0.028571,1,0.028571,0,0.0
2201,2,7,29,Vaški dom Hrušica,266,182,0.6842,182,180,2,1.0,11,0.061111,7,0.038889,0,0.0,0,0.0,68,0.377778,8,0.044444,1,0.005556,8,0.044444,3,0.016667,15,0.083333,39,0.216667,0,0.0,,,,,10,0.055556,10,0.055556,0,0.0
2202,2,7,30,OŠ Pregarje,306,196,0.6405,196,192,4,1.0,10,0.052083,3,0.015625,3,0.015625,0,0.0,52,0.270833,10,0.052083,0,0.0,4,0.020833,2,0.010417,22,0.114583,70,0.364583,2,0.010417,,,,,8,0.041667,6,0.03125,0,0.0
2203,2,7,31,Vaška brunarica Prelože,52,28,0.5385,28,27,1,1.0,3,0.111111,0,0.0,1,0.037037,0,0.0,5,0.185185,2,0.074074,0,0.0,0,0.0,0,0.0,5,0.185185,9,0.333333,0,0.0,,,,,1,0.037037,1,0.037037,0,0.0
2204,2,7,32,Vaški dom Zajelšje,52,37,0.7115,37,37,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,17,0.459459,1,0.027027,0,0.0,0,0.0,1,0.027027,7,0.189189,5,0.135135,0,0.0,,,,,4,0.108108,2,0.054054,0,0.0
2205,2,7,33,Društveni prostori Tominje,84,49,0.5833,49,48,1,1.0,1,0.020833,3,0.0625,0,0.0,0,0.0,17,0.354167,2,0.041667,0,0.0,1,0.020833,2,0.041667,3,0.0625,12,0.25,0,0.0,,,,,1,0.020833,6,0.125,0,0.0
2206,2,7,34,Stavba bivše šole Harije,237,153,0.6456,153,149,4,1.0,12,0.080537,5,0.033557,0,0.0,0,0.0,41,0.275168,7,0.04698,0,0.0,0,0.0,3,0.020134,23,0.154362,46,0.308725,0,0.0,,,,,8,0.053691,4,0.026846,0,0.0
2207,2,7,35,Florjanov hram Dobropolje,372,217,0.5833,217,215,2,1.0,5,0.023256,6,0.027907,0,0.0,0,0.0,72,0.334884,12,0.055814,0,0.0,8,0.037209,5,0.023256,39,0.181395,51,0.237209,1,0.004651,,,,,12,0.055814,3,0.013953,1,0.004651
2208,2,7,36,Bivša šolska stavba Ostrožno Brdo,75,56,0.7467,56,56,0,1.0,1,0.017857,0,0.0,0,0.0,0,0.0,19,0.339286,6,0.107143,0,0.0,2,0.035714,1,0.017857,9,0.160714,10,0.178571,1,0.017857,,,,,2,0.035714,4,0.071429,1,0.017857
