,Volilna_Enota,Volilni_Okraj,ID_Volisca,Volisce,Št. volilnih upr.,Udelezba-N,Udelezba-%,Št. oddanih glasovnic,Št. veljavnih glasovnic,Št. neveljavnih glasovnic,Odstotek preštetih glasovnic,SD-N,SD-%,RESNICA-N,RESNICA-%,MI_SOCIALISTI_N,MI_SOCIALISTI-%,GLAS_UPOKOJENCEV-n,GLAS_UPOKOJENCEV-%,SDS-N,SDS-%,LEVICA-N,LEVICA-%,ZAUPANJE- št. glasov,ZAUPANJE- odstotek,PREROD-N,PREROD-%,PIRATI-N,PIRATI-%,NSI-N,NSI-%,SVOBODA-N,SVOBODA-%,ZELENI+SG- št. glasov,ZELENI+SG- odstotek,SLOGA- št. glasov,SLOGA- odstotek,REŠITEV- št. glasov,REŠITEV- odstotek,DEMOKRATI-N,DEMOKRATI-%,SNS- št. glasov,SNS- odstotek,ALTERNATIVA- št. glasov,ALTERNATIVA- odstotek
4975,4,7,901,Predčasno glasovanje,0,1005,0.0,1005,1000,5,1.0,86,0.086,22,0.022,11,0.011,0,0.0,90,0.09,176,0.176,1,0.001,13,0.013,44,0.044,28,0.028,463,0.463,2,0.002,0.0,0.0,,,49,0.049,12,0.012,3,0.003
4976,4,7,9701001,OMNIA od: 1001 - za: 4007,0,1,0.0,1,1,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
4977,4,7,9701003,OMNIA od: 1003 - za: 4007,0,1,0.0,1,1,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
4978,4,7,9701004,OMNIA od: 1004 - za: 4007,0,4,0.0,4,4,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,2,0.5,0,0.0,0,0.0
4979,4,7,9701007,OMNIA od: 1007 - za: 4007,0,1,0.0,1,1,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
4980,4,7,9701008,OMNIA od: 1008 - za: 4007,0,2,0.0,2,2,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
4981,4,7,9701010,OMNIA od: 1010 - za: 4007,0,2,0.0,2,2,0,1.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
4982,4,7,9701011,OMNIA od: 1011 - za: 4007,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
4983,4,7,9702001,OMNIA od: 2001 - za: 4007,0,2,0.0,2,2,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
4984,4,7,9702002,OMNIA od: 2002 - za: 4007,0,3,0.0,3,3,0,1.0,1,0.333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.333333,1,0.333333,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
4985,4,7,9702003,OMNIA od: 2003 - za: 4007,0,5,0.0,5,5,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,2,0.4,0,0.0,0.0,0.0,,,1,0.2,0,0.0,0,0.0
4986,4,7,9702004,OMNIA od: 2004 - za: 4007,0,9,0.0,9,9,0,1.0,1,0.111111,1,0.111111,0,0.0,0,0.0,0,0.0,2,0.222222,0,0.0,0,0.0,0,0.0,2,0.222222,3,0.333333,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
4987,4,7,9702006,OMNIA od: 2006 - za: 4007,0,2,0.0,2,2,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
4988,4,7,9702007,OMNIA od: 2007 - za: 4007,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
4989,4,7,9702008,OMNIA od: 2008 - za: 4007,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
4990,4,7,9702010,OMNIA od: 2010 - za: 4007,0,5,0.0,5,5,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.4,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
4991,4,7,9702011,OMNIA od: 2011 - za: 4007,0,1,0.0,1,1,0,1.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
4992,4,7,9703001,OMNIA od: 3001 - za: 4007,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
4993,4,7,9703002,OMNIA od: 3002 - za: 4007,0,1,0.0,1,1,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
4994,4,7,9704000,OMNIA od: 4000 - za: 4007,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,,,0,,0,,0,
4995,4,7,9704001,OMNIA od: 4001 - za: 4007,0,1,0.0,1,1,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
4996,4,7,9704002,OMNIA od: 4002 - za: 4007,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
4997,4,7,9704003,OMNIA od: 4003 - za: 4007,0,1,0.0,1,1,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
4998,4,7,9704004,OMNIA od: 4004 - za: 4007,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
4999,4,7,9704007,OMNIA od: 4007 - za: 4007,0,9,0.0,9,9,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.222222,3,0.333333,0,0.0,0,0.0,1,0.111111,1,0.111111,1,0.111111,0,0.0,0.0,0.0,,,0,0.0,1,0.111111,0,0.0
5000,4,7,9704010,OMNIA od: 4010 - za: 4007,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
5001,4,7,9705001,OMNIA od: 5001 - za: 4007,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
5002,4,7,9705003,OMNIA od: 5003 - za: 4007,0,2,0.0,2,2,0,1.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,1,0.5,0,0.0,0,0.0
5003,4,7,9705004,OMNIA od: 5004 - za: 4007,0,1,0.0,1,1,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
5004,4,7,9705006,OMNIA od: 5006 - za: 4007,0,1,0.0,1,1,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
5005,4,7,9705007,OMNIA od: 5007 - za: 4007,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
5006,4,7,9705009,OMNIA od: 5009 - za: 4007,0,3,0.0,3,3,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,2,0.666667,0,0.0,0,0.0
5007,4,7,9705010,OMNIA od: 5010 - za: 4007,0,1,0.0,1,1,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
5008,4,7,9705011,OMNIA od: 5011 - za: 4007,0,1,0.0,1,1,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
5009,4,7,9706001,OMNIA od: 6001 - za: 4007,0,1,0.0,1,1,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
5010,4,7,9706003,OMNIA od: 6003 - za: 4007,0,5,0.0,5,5,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.4,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,0.0,0.0,,,1,0.2,0,0.0,0,0.0
5011,4,7,9706004,OMNIA od: 6004 - za: 4007,0,2,0.0,2,2,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
5012,4,7,9706005,OMNIA od: 6005 - za: 4007,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
5013,4,7,9706006,OMNIA od: 6006 - za: 4007,0,4,0.0,4,4,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5,2,0.5,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
5014,4,7,9706007,OMNIA od: 6007 - za: 4007,0,2,0.0,2,2,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
5015,4,7,9706008,OMNIA od: 6008 - za: 4007,0,1,0.0,1,1,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,0,0.0,1,1.0,0,0.0
5016,4,7,9706009,OMNIA od: 6009 - za: 4007,0,2,0.0,2,2,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
5017,4,7,9706010,OMNIA od: 6010 - za: 4007,0,1,0.0,1,1,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
5018,4,7,9706011,OMNIA od: 6011 - za: 4007,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
5019,4,7,9707001,OMNIA od: 7001 - za: 4007,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
5020,4,7,9707002,OMNIA od: 7002 - za: 4007,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
5021,4,7,9707003,OMNIA od: 7003 - za: 4007,0,1,0.0,1,1,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
5022,4,7,9707004,OMNIA od: 7004 - za: 4007,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
5023,4,7,9707008,OMNIA od: 7008 - za: 4007,0,3,0.0,3,3,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.333333,0,0.0,1,0.333333,0,0.0,0.0,0.0,,,1,0.333333,0,0.0,0,0.0
5024,4,7,9708001,OMNIA od: 8001 - za: 4007,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
5025,4,7,9708002,OMNIA od: 8002 - za: 4007,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
5026,4,7,9708003,OMNIA od: 8003 - za: 4007,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
5027,4,7,9708005,OMNIA od: 8005 - za: 4007,0,2,0.0,2,2,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,1,0.5,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
5028,4,7,9708006,OMNIA od: 8006 - za: 4007,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
5029,4,7,9708007,OMNIA od: 8007 - za: 4007,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
5030,4,7,9708008,OMNIA od: 8008 - za: 4007,0,0,0.0,0,0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
5031,4,7,9708010,OMNIA od: 8010 - za: 4007,0,1,0.0,1,1,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,0,0.0,0,0.0,0,0.0
5032,4,7,97099,OMNIA od: 9999 - za: 4007,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,,,0,,0,,0,
5033,4,7,99601,Veleposlaništvo RS v Buenos Airesu,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,,,0,,0,,0,
5034,4,7,99602,Veleposlaništvo RS v Canberri,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,,,0,,0,,0,
5035,4,7,99603,Veleposlaništvo RS na Dunaju,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,,,0,,0,,0,
5036,4,7,99604,Generalni konzulat RS v Celovcu,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,,,0,,0,,0,
5037,4,7,99605,Veleposlaništvo RS v Bruslju,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,,,0,,0,,0,
5038,4,7,99606,Veleposlaništvo RS v Sarajevu,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,,,0,,0,,0,
5039,4,7,99607,Veleposlaništvo RS v Pragi,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,,,0,,0,,0,
5040,4,7,99608,Veleposlaništvo RS v Podgorici,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,,,0,,0,,0,
5041,4,7,99610,Veleposlaništvo RS v Kopenhagnu,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,,,0,,0,,0,
5042,4,7,99611,Veleposlaništvo RS v Parizu,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,,,0,,0,,0,
5043,4,7,99612,Veleposlaništvo RS v Atenah,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,,,0,,0,,0,
5044,4,7,99613,Veleposlaništvo RS v Zagrebu,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,,,0,,0,,0,
5045,4,7,99615,Generalni konzutat RS v Trstu,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,,,0,,0,,0,
5046,4,7,99618,Veleposlaništvo RS v Ottawi,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,,,0,,0,,0,
5047,4,7,99619,Generalni konzulat RS v Torontu (v prostorih Slovenskega centra),0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,,,0,,0,,0,
5048,4,7,99620,Veleposlaništvo RS v Budimpešti,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,,,0,,0,,0,
5049,4,7,99621,Veleposlaništvo RS v Skopju,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,,,0,,0,,0,
5050,4,7,99622,Veleposlaništvo RS v Varšavi,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,,,0,,0,,0,
5051,4,7,99625,Veleposlaništvo RS v Madridu,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,,,0,,0,,0,
5052,4,7,99627,Veleposlaništvo RS v Bernu,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,,,0,,0,,0,
5053,4,7,99628,Veleposlaništvo RS v Londonu,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,,,0,,0,,0,
5054,4,7,99629,Veleposlaništvo RS v Washingtonu,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,,,0,,0,,0,
5055,4,7,99631,Generalni konzutat RS v Clevelandu,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,,,0,,0,,0,
5056,4,7,99632,Veleposlaništvo RS v Berlinu,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,,,0,,0,,0,
5057,4,7,99633,Generalni konzulat RS v Münchnu,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,,,0,,0,,0,
5058,4,7,99634,Veleposlaništvo RS v Beogradu,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,,,0,,0,,0,
5059,4,7,99635,"Veleposlaništvo RS pri Svetem sedežu, Vatikan",0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,,,0,,0,,0,
5060,4,7,99636,Veleposlaništvo RS v Haagu,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,,,0,,0,,0,
5061,4,7,99651,Veleposlaništvo RS v Abu Dabiju,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,,,0,,0,,0,
5062,4,7,99699,DKP + pošta tujina na DVK,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,,,0,,0,,0,
5063,4,7,997,Po pošti v Sloveniji OVK,0,51,0.0,51,50,1,1.0,4,0.08,0,0.0,0,0.0,1,0.02,12,0.24,3,0.06,0,0.0,3,0.06,0,0.0,3,0.06,20,0.4,0,0.0,0.0,0.0,,,1,0.02,3,0.06,0,0.0
5064,4,7,9974000,Po pošti v Sloveniji VKVE,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,,,0,,0,,0,
5065,4,7,99799,Po pošti v Sloveniji DVK,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,,,0,,0,,0,
5066,4,7,998,Po pošti v tujini OVK,0,106,0.0,106,106,0,1.0,3,0.028302,2,0.018868,0,0.0,3,0.028302,18,0.169811,18,0.169811,1,0.009434,1,0.009434,2,0.018868,5,0.04717,40,0.377358,0,0.0,1.0,0.009434,,,6,0.056604,3,0.028302,3,0.028302
5067,4,7,9984000,Po pošti v tujini VKVE,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,,,0,,0,,0,
5068,4,7,99899,Po pošti v tujini DVK,0,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,,,0,,0,,0,
5069,4,7,999,Posebni volilni imenik,1585,0,0.0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,,,0,,0,,0,
5070,4,8,1,"OŠ Janka Modra, Videm 17",1077,818,0.7595,818,807,11,1.0,28,0.034696,25,0.030979,3,0.003717,1,0.001239,231,0.286245,34,0.042131,2,0.002478,22,0.027261,28,0.034696,111,0.137546,207,0.256506,2,0.002478,1.0,0.001239,,,81,0.100372,28,0.034696,3,0.003717
5071,4,8,2,"GD Beričevo, Beričevo 12",474,371,0.7827,371,369,2,1.0,21,0.056911,18,0.04878,0,0.0,0,0.0,106,0.287263,11,0.02981,1,0.00271,20,0.054201,9,0.02439,50,0.135501,101,0.273713,0,0.0,0.0,0.0,,,26,0.070461,4,0.01084,2,0.00542
5072,4,8,3,"Prostori MOL, Zajčeva pot 34, Ljubljana Črnuče",1055,789,0.7479,789,783,6,1.0,44,0.056194,50,0.063857,1,0.001277,1,0.001277,234,0.298851,39,0.049808,2,0.002554,22,0.028097,25,0.031928,86,0.109834,208,0.265645,3,0.003831,2.0,0.002554,,,41,0.052363,20,0.025543,5,0.006386
5073,4,8,4,"GD Nadgorica, Nadgoriška c. 18, Ljubljana Črnuče",1153,856,0.7424,856,852,4,1.0,27,0.03169,53,0.062207,1,0.001174,3,0.003521,250,0.293427,50,0.058685,2,0.002347,23,0.026995,24,0.028169,78,0.091549,229,0.268779,6,0.007042,0.0,0.0,,,76,0.089202,25,0.029343,5,0.005869
5074,4,8,5,"OŠ Maksa Pečarja, Črnuška c. 9, Ljubljana Črnuče",879,637,0.7247,637,634,3,1.0,44,0.069401,34,0.053628,1,0.001577,2,0.003155,162,0.255521,38,0.059937,2,0.003155,26,0.041009,20,0.031546,59,0.09306,192,0.302839,0,0.0,0.0,0.0,,,50,0.078864,4,0.006309,0,0.0
5075,4,8,6,"OŠ Maksa Pečarja, Črnuška c. 9, Ljubljana Črnuče",1189,798,0.6712,798,791,7,1.0,45,0.05689,57,0.072061,11,0.013906,0,0.0,148,0.187105,69,0.087231,0,0.0,47,0.059418,23,0.029077,59,0.074589,249,0.314791,2,0.002528,0.0,0.0,,,72,0.091024,6,0.007585,3,0.003793
5076,4,8,7,"Prostori MOL, Dunajska c. 367, Ljubljana Črnuče",970,672,0.6928,672,663,9,1.0,64,0.096531,41,0.06184,4,0.006033,2,0.003017,99,0.149321,87,0.131222,1,0.001508,20,0.030166,18,0.027149,48,0.072398,213,0.321267,1,0.001508,3.0,0.004525,,,44,0.066365,17,0.025641,1,0.001508
5077,4,8,8,"Prostori MOL, Dunajska c. 367, Ljubljana Črnuče",1145,742,0.648,742,733,9,1.0,47,0.06412,32,0.043656,5,0.006821,3,0.004093,143,0.195089,79,0.107776,1,0.001364,32,0.043656,17,0.023192,53,0.072306,254,0.346521,4,0.005457,1.0,0.001364,,,45,0.061392,13,0.017735,4,0.005457
