,Volilna enota,Volilni_Okraj,ID Volišča,Volišče,Št. volilnih upr.,Udeležba,Odstotek udeležbe,Št. oddanih glasovnic,Št. veljavnih glasovnic,Št. neveljavnih glasovnic,Odstotek preštetih glasovnic,Glasovi ZA,Odstotek glasov ZA,Glasovi PROTI,Odstotek glasov PROTI
1891,VE 5000 - CELJE,VO 5010 - RAVNE NA KOROŠKEM,30,"Družbeni dom Prevalje 3, Trg 2a, Prevalje",747,236,0.3159,236,236,0,1.0,125,0.529661,111,0.470339
1892,VE 5000 - CELJE,VO 5010 - RAVNE NA KOROŠKEM,31,"Družbeni dom Prevalje 4, Trg 2a, Prevalje",416,165,0.3966,165,165,0,1.0,100,0.606061,65,0.393939
1893,VE 5000 - CELJE,VO 5010 - RAVNE NA KOROŠKEM,32,"Poljana - Bistro kocka, Poljana 20a, Prevalje",145,52,0.3586,52,52,0,1.0,28,0.538462,24,0.461538
1894,VE 5000 - CELJE,VO 5010 - RAVNE NA KOROŠKEM,33,"OŠ Šentanel, Šentanel 13, Prevalje",283,147,0.5194,147,147,0,1.0,25,0.170068,122,0.829932
1895,VE 5000 - CELJE,VO 5010 - RAVNE NA KOROŠKEM,34,"OŠ Leše, Leše 30, Prevalje",461,174,0.3774,174,174,0,1.0,94,0.54023,80,0.45977
1896,VE 5000 - CELJE,VO 5010 - RAVNE NA KOROŠKEM,35,"OŠ Holmec, Dolga brda 37a, Prevalje",371,175,0.4717,175,174,1,1.0,88,0.505747,86,0.494253
1897,VE 5000 - CELJE,VO 5010 - RAVNE NA KOROŠKEM,36,"Gasilski dom Kotlje, Kotlje 4a, Kotlje",619,285,0.4604,285,285,0,1.0,147,0.515789,138,0.484211
1898,VE 5000 - CELJE,VO 5010 - RAVNE NA KOROŠKEM,901,Predčasno glasovanje,0,466,0.0,466,466,0,1.0,287,0.61588,179,0.38412
1899,VE 5000 - CELJE,VO 5010 - RAVNE NA KOROŠKEM,970,OMNIA od: 5010,0,18,0.0,18,18,0,1.0,11,0.611111,7,0.388889
1900,VE 5000 - CELJE,VO 5010 - RAVNE NA KOROŠKEM,997,Po pošti v Sloveniji OVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
1901,VE 5000 - CELJE,VO 5010 - RAVNE NA KOROŠKEM,998,Po pošti v tujini OVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
1902,VE 5000 - CELJE,VO 5010 - RAVNE NA KOROŠKEM,999,Posebni volilni imenik,1494,0,0.0,0,0,0,,0,0.0,0,0.0
1903,VE 5000 - CELJE,VO 5011 - RADLJE,1,"Občina Dravograd, Trg 4. julija 7, Dravograd",483,150,0.3106,150,150,0,1.0,59,0.393333,91,0.606667
1904,VE 5000 - CELJE,VO 5011 - RADLJE,2,"OŠ Dravograd, Trg 4. julija 64, Dravograd",572,203,0.3549,203,201,2,1.0,112,0.557214,89,0.442786
1905,VE 5000 - CELJE,VO 5011 - RADLJE,3,"UE Dravograd, Meža 10, Dravograd",568,159,0.2799,159,159,0,1.0,73,0.459119,86,0.540881
1906,VE 5000 - CELJE,VO 5011 - RADLJE,4,"FURS urad Dravograd, Mariborska c. 3, Dravograd",586,214,0.3652,214,213,1,1.0,107,0.502347,106,0.497653
1907,VE 5000 - CELJE,VO 5011 - RADLJE,5,"Vrtec Robindvor, Robindvor 60, Dravograd",574,277,0.4826,277,277,0,1.0,137,0.494585,140,0.505415
1908,VE 5000 - CELJE,VO 5011 - RADLJE,6,"TK Vrajenk, Vič 16, Dravograd",315,158,0.5016,158,157,1,1.0,73,0.464968,84,0.535032
1909,VE 5000 - CELJE,VO 5011 - RADLJE,7,"Podružnična šola Ojstrica, Ojstrica 27, Dravograd",213,65,0.3052,65,65,0,1.0,18,0.276923,47,0.723077
1910,VE 5000 - CELJE,VO 5011 - RADLJE,8,"Jamnik Otiški Vrh, Otiški Vrh 56, Šentjanž pri Dr",217,80,0.3687,80,80,0,1.0,41,0.5125,39,0.4875
1911,VE 5000 - CELJE,VO 5011 - RADLJE,9,"Župnišče Šempeter, Otiški Vrh 92, Šentjanž pri Dr",243,91,0.3745,91,91,0,1.0,24,0.263736,67,0.736264
1912,VE 5000 - CELJE,VO 5011 - RADLJE,10,"OŠ Šentjanž pri Dravogradu, Šentjanž 88",1179,447,0.3791,447,444,3,1.0,186,0.418919,258,0.581081
1913,VE 5000 - CELJE,VO 5011 - RADLJE,11,"Podružnična šola Trbonje, Trbonje 26, Trbonje",582,186,0.3196,186,186,0,1.0,52,0.27957,134,0.72043
1914,VE 5000 - CELJE,VO 5011 - RADLJE,12,"Bičivnek, Libeliče bš, Libeliče",466,210,0.4506,210,210,0,1.0,103,0.490476,107,0.509524
1915,VE 5000 - CELJE,VO 5011 - RADLJE,13,"GD Črneče, Črneče 145, Dravograd",735,272,0.3701,272,272,0,1.0,134,0.492647,138,0.507353
1916,VE 5000 - CELJE,VO 5011 - RADLJE,14,"Dvorana Kienhofen, Glavni trg 17, Muta",1115,451,0.4045,451,449,2,1.0,190,0.423163,259,0.576837
1917,VE 5000 - CELJE,VO 5011 - RADLJE,15,"Godbeni dom Muta, Livarska ul. 4, Muta",852,373,0.4378,373,372,1,1.0,148,0.397849,224,0.602151
1918,VE 5000 - CELJE,VO 5011 - RADLJE,16,"Dvorana Gortina, Gortina 71, Muta",540,217,0.4019,217,217,0,1.0,66,0.304147,151,0.695853
1919,VE 5000 - CELJE,VO 5011 - RADLJE,17,"Glasbeni dom Bistriški jarek, Pernice 10a, Muta",237,81,0.3418,81,81,0,1.0,11,0.135802,70,0.864198
1920,VE 5000 - CELJE,VO 5011 - RADLJE,18,"KD Podvelka, Podvelka 55, Podvelka",349,122,0.3496,122,122,0,1.0,60,0.491803,62,0.508197
1921,VE 5000 - CELJE,VO 5011 - RADLJE,19,"OŠ Brezno-Podvelka, Brezno 78, Podvelka",475,198,0.4168,198,198,0,1.0,100,0.505051,98,0.494949
1922,VE 5000 - CELJE,VO 5011 - RADLJE,20,"Dvorana Ožbalt, Ožbalt 3, Ožbalt",371,125,0.3369,125,125,0,1.0,40,0.32,85,0.68
1923,VE 5000 - CELJE,VO 5011 - RADLJE,21,"Podružnična šola Kapla, Sp. Kapla 2, Kapla",406,149,0.367,149,148,1,1.0,32,0.216216,116,0.783784
1924,VE 5000 - CELJE,VO 5011 - RADLJE,22,"Podružnična šola Lehen, Lehen na Poh. 49, Podvelka",283,96,0.3392,96,96,0,1.0,43,0.447917,53,0.552083
1925,VE 5000 - CELJE,VO 5011 - RADLJE,23,"OŠ Ribnica na Pohorju, Ribnica na Poh. 29",594,235,0.3956,235,235,0,1.0,72,0.306383,163,0.693617
1926,VE 5000 - CELJE,VO 5011 - RADLJE,24,"KD Josipdol, Josipdol 29, Ribnica na Pohorju",325,110,0.3385,110,110,0,1.0,54,0.490909,56,0.509091
1927,VE 5000 - CELJE,VO 5011 - RADLJE,25,"ZD Radlje ob Dravi, Mariborska c. 37",743,285,0.3836,285,285,0,1.0,122,0.42807,163,0.57193
1928,VE 5000 - CELJE,VO 5011 - RADLJE,26,"DRU Radlje ob Dravi, Mariborska c. 26",1382,535,0.3871,535,532,3,1.0,236,0.443609,296,0.556391
1929,VE 5000 - CELJE,VO 5011 - RADLJE,27,"OŠ Radlje ob Dravi, Koroška c. 17, Radlje ob Dravi",723,273,0.3776,273,273,0,1.0,130,0.47619,143,0.52381
1930,VE 5000 - CELJE,VO 5011 - RADLJE,28,"Ribiški dom Radlje ob Dravi, Zg. Vižinga 1",362,104,0.2873,104,104,0,1.0,36,0.346154,68,0.653846
1931,VE 5000 - CELJE,VO 5011 - RADLJE,29,"Bar Vas, Vas 32, Radlje ob Dravi",359,143,0.3983,143,143,0,1.0,49,0.342657,94,0.657343
1932,VE 5000 - CELJE,VO 5011 - RADLJE,30,"KS Sv. Anton na Pohorju, Sv. Anton na Poh. 59",145,25,0.1724,25,25,0,1.0,7,0.28,18,0.72
1933,VE 5000 - CELJE,VO 5011 - RADLJE,31,"VD Vuhred, Vuhred 1, Vuhred",658,281,0.4271,281,279,2,1.0,97,0.34767,182,0.65233
1934,VE 5000 - CELJE,VO 5011 - RADLJE,32,"Dvorana KS Remšnik, Remšnik 5, Podvelka",443,137,0.3093,137,137,0,1.0,38,0.277372,99,0.722628
1935,VE 5000 - CELJE,VO 5011 - RADLJE,33,"OŠ Vuzenica, Mladinska ul. 3, Vuzenica",668,279,0.4177,279,279,0,1.0,129,0.462366,150,0.537634
1936,VE 5000 - CELJE,VO 5011 - RADLJE,34,"Kulturno upravni center, Sejmarska ul. 2, Vuzenica",737,282,0.3826,282,281,1,1.0,151,0.537367,130,0.462633
1937,VE 5000 - CELJE,VO 5011 - RADLJE,35,"Društveni prostori Sv. Vid, Sv. Vid bš, Vuzenica",342,128,0.3743,128,126,2,1.0,34,0.269841,92,0.730159
1938,VE 5000 - CELJE,VO 5011 - RADLJE,36,"DK Sv. Primož na Pohorju, Sv.Primož na Poh. 22",177,56,0.3164,56,56,0,1.0,17,0.303571,39,0.696429
1939,VE 5000 - CELJE,VO 5011 - RADLJE,37,"Gostišče Prodnar, Sv. Primož na Poh. 1, Vuzenica",222,83,0.3739,83,83,0,1.0,34,0.409639,49,0.590361
1940,VE 5000 - CELJE,VO 5011 - RADLJE,901,Predčasno glasovanje - Radlje,0,188,0.0,188,188,0,1.0,123,0.654255,65,0.345745
1941,VE 5000 - CELJE,VO 5011 - RADLJE,902,Predčasno glasovanje  - Dravograd,0,118,0.0,118,118,0,1.0,64,0.542373,54,0.457627
1942,VE 5000 - CELJE,VO 5011 - RADLJE,970,OMNIA od: 5011,0,7,0.0,7,7,0,1.0,4,0.571429,3,0.428571
1943,VE 5000 - CELJE,VO 5011 - RADLJE,997,Po pošti v Sloveniji OVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
1944,VE 5000 - CELJE,VO 5011 - RADLJE,998,Po pošti v tujini OVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
1945,VE 5000 - CELJE,VO 5011 - RADLJE,999,Posebni volilni imenik,1125,0,0.0,0,0,0,,0,0.0,0,0.0
1946,VE 6000 - NOVO MESTO,VO 6000 - NOVO MESTO,9706000,OMNIA od: 6000,0,0,0.0,0,0,0,,0,0.0,0,0.0
1947,VE 6000 - NOVO MESTO,VO 6000 - NOVO MESTO,9976000,Po pošti v Sloveniji VKVE,0,42,0.0,42,42,0,1.0,24,0.571429,18,0.428571
1948,VE 6000 - NOVO MESTO,VO 6000 - NOVO MESTO,9986000,Po pošti v tujini VKVE,0,16,0.0,16,16,0,1.0,10,0.625,6,0.375
1949,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,1,"OŠ Loka, Kidričeva ul. 18, 8340 Črnomelj",609,210,0.3448,210,210,0,1.0,108,0.514286,102,0.485714
1950,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,2,"ŠDNŠ Bela krajina, Pri stadionu 2, 8340 Črnomelj",522,216,0.4138,216,213,3,1.0,109,0.511737,104,0.488263
1951,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,4,"OŠ M. Jarca, Ul. O. Župančiča 8, 8340 Črnomelj",871,344,0.3949,344,342,2,1.0,178,0.520468,164,0.479532
1952,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,6,"GD Vranoviči, Vranoviči 17, 8340 Črnomelj",105,44,0.419,44,44,0,1.0,13,0.295455,31,0.704545
1953,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,7,"DO Črnomelj, Ulica 21.oktobra 10, 8340 Črnomelj",980,354,0.3612,354,352,2,1.0,152,0.431818,200,0.568182
1954,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,10,"OV Čardak, Čardak 1, 8340 Črnomelj",962,336,0.3493,336,332,4,1.0,178,0.536145,154,0.463855
1955,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,11,"KD Adlešiči, Adlešiči 13a, 8341 Adlešiči",584,202,0.3459,202,202,0,1.0,93,0.460396,109,0.539604
1956,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,15,"GD Žuniči, Žuniči 1a, 8341 Adlešiči",74,37,0.5,37,37,0,1.0,15,0.405405,22,0.594595
1957,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,16,"GD Butoraj, Butoraj 29, 8340 Črnomelj",161,84,0.5217,84,84,0,1.0,25,0.297619,59,0.702381
1958,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,17,"GD Dobliče, Dobliče 22, 8340 Črnomelj",404,179,0.4431,179,179,0,1.0,56,0.312849,123,0.687151
1959,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,18,"Picerija PRI DELIČU, Kanižarica 15a, 8340 Črnomelj",551,158,0.2868,158,156,2,1.0,60,0.384615,96,0.615385
1960,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,20,"KD Dragatuš, Dragatuš 19a, 8343 Dragatuš",461,190,0.4121,190,189,1,1.0,89,0.470899,100,0.529101
1961,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,22,"GD Tanča Gora, Tanča Gora 17b, 8343 Dragatuš",406,163,0.4015,163,163,0,1.0,65,0.398773,98,0.601227
1962,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,23,"M.Nerajec pri J.Panjanu,M.Nerajec 10,8343 Dragatuš",287,112,0.3902,112,112,0,1.0,48,0.428571,64,0.571429
1963,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,24,"OŠ Griblje, Griblje 38, 8332 Gradac",321,138,0.4299,138,137,1,1.0,27,0.19708,110,0.80292
1964,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,26,"Lokve Bar Nina Bela, Lokve 9a, 8340 Črnomelj",374,64,0.1711,64,64,0,1.0,28,0.4375,36,0.5625
1965,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,27,"GD Petrova vas, Mihelja vas 4, 8340 Črnomelj",312,140,0.4487,140,140,0,1.0,31,0.221429,109,0.778571
1966,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,29,"KS Sinji Vrh, Sinji Vrh 1a, 8344 Vinica",182,77,0.4231,77,76,1,1.0,39,0.513158,37,0.486842
1967,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,31,"GD Radenci, G. Radenci 7a,8242 Stari trg ob Kolpi",66,41,0.6212,41,40,1,1.0,19,0.475,21,0.525
1968,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,32,"OŠ Stari trg ob Kolpi, Stari trg ob Kolpi 7",162,80,0.4938,80,79,1,1.0,27,0.341772,52,0.658228
1969,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,33,"OŠ Zagozdac, Zagozdac bš, 8342 Stari trg ob Kolpi",45,21,0.4667,21,21,0,1.0,6,0.285714,15,0.714286
1970,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,34,"GD Rodine, Rodine 14a, 8340 Črnomelj",140,60,0.4286,60,60,0,1.0,24,0.4,36,0.6
1971,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,35,"GD Otovec, Otovec 4a, 8340 Črnomelj",119,64,0.5378,64,63,1,1.0,20,0.31746,43,0.68254
1972,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,36,"GD Mavrlen, Mavrlen 2a, 8340 Črnomelj",387,142,0.3669,142,142,0,1.0,64,0.450704,78,0.549296
1973,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,37,"GD Tribuče, Tribuče 34a, 8340 Črnomelj",250,112,0.448,112,112,0,1.0,54,0.482143,58,0.517857
1974,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,38,"Desinec pri S. Sedlarju, Desinec 1a,8340 Črnomelj",128,42,0.3281,42,42,0,1.0,11,0.261905,31,0.738095
1975,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,39,"GD Hrast pri Vinici, H. pri Vinici 18,8344 Vinica",169,53,0.3136,53,53,0,1.0,12,0.226415,41,0.773585
1976,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,40,"GD Preloka, Preloka 17, 8344 Vinica",89,47,0.5281,47,46,1,1.0,6,0.130435,40,0.869565
1977,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,41,"Stara Lipa pri Tomec J., S. Lipa 1a, 8344 Vinica",182,88,0.4835,88,88,0,1.0,16,0.181818,72,0.818182
1978,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,43,"DK Vinica, Vinica 44, 8344 Vinica",675,273,0.4044,273,271,2,1.0,99,0.365314,172,0.634686
1979,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,44,"GD Zilje, Zilje 37, 8344 Vinica",152,78,0.5132,78,78,0,1.0,37,0.474359,41,0.525641
1980,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,45,"GD Bojanci, Bojanci 1, 8344 Vinica",68,33,0.4853,33,33,0,1.0,24,0.727273,9,0.272727
1981,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,47,"DK Božakovo, Božakovo 24, 8330 Metlika",172,87,0.5058,87,86,1,1.0,16,0.186047,70,0.813953
1982,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,48,"GD Krivoglavice, Krivoglavice 10, 8332 Gradac",175,52,0.2971,52,51,1,1.0,29,0.568627,22,0.431373
1983,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,49,"GD Drašiči, Drašiči 35, 8330 Metlika",237,113,0.4768,113,113,0,1.0,22,0.19469,91,0.80531
1984,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,50,"GD Grabrovec, Grabrovec 3b, 8330 Metlika",141,62,0.4397,62,62,0,1.0,23,0.370968,39,0.629032
1985,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,51,"GD Gradac, Gradac 142, 8332 Gradac",379,165,0.4354,165,164,1,1.0,90,0.54878,74,0.45122
1986,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,52,"KS Jugorje, Jugorje pri Metliki 5a, 8331 Suhor",91,32,0.3516,32,32,0,1.0,17,0.53125,15,0.46875
1987,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,53,"GD Dolnja Lokvica, Do. Lokvica 2a, 8330 Metlika",305,158,0.518,158,158,0,1.0,47,0.297468,111,0.702532
1988,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,54,"MC Metlika, CBE 43, 8330  Metlika",512,208,0.4062,208,206,2,1.0,109,0.529126,97,0.470874
1989,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,55,"GD Metlika, Črnomaljska c. 3, 8330 Metlika",333,115,0.3453,115,114,1,1.0,57,0.5,57,0.5
1990,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,56,"Metlika STATUS doo, Ul.Bel.odreda 19, 8330 Metlika",672,231,0.3438,231,231,0,1.0,129,0.558442,102,0.441558
1991,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,58,"OV Metlika, Župančičeva c. 1 , 8330 Metlika",450,145,0.3222,145,145,0,1.0,91,0.627586,54,0.372414
1992,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,59,"OOZ Metlika, Partizanski trg 5, 8330 Metlika",504,178,0.3532,178,177,1,1.0,71,0.40113,106,0.59887
1993,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,61,"GD Podzemelj, Podzemelj 16b, 8332 Gradac",522,240,0.4598,240,240,0,1.0,104,0.433333,136,0.566667
1994,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,62,"GD Krasinec, Krasinec 3b, 8332 Gradac",145,88,0.6069,88,88,0,1.0,18,0.204545,70,0.795455
1995,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,64,"OŠ Radovica, Radovica 23, 8330 Metlika",340,132,0.3882,132,132,0,1.0,40,0.30303,92,0.69697
1996,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,65,"GD Rosalnice, Rosalnice 80, 8330 Metlika",593,195,0.3288,195,195,0,1.0,82,0.420513,113,0.579487
1997,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,66,"GD Slamna vas, Slamna vas 8a, 8330 Metlika",131,66,0.5038,66,65,1,1.0,22,0.338462,43,0.661538
1998,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,67,"GD D. Suhor pri Metliki, D. Suhor pri Metliki 25",754,273,0.3621,273,272,1,1.0,134,0.492647,138,0.507353
1999,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,68,"GD Črmošnjice, Črmošnjice 24, 8333 Semič",232,60,0.2586,60,60,0,1.0,17,0.283333,43,0.716667
2000,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,69,"GD Cerovec pri Črešnjevcu,Cerov. pri Črešnjevcu 4",197,94,0.4772,94,94,0,1.0,33,0.351064,61,0.648936
2001,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,71,"GD Spodnje Gorenjce, Sp.Gorenjce 32, 8333 Semič",441,182,0.4127,182,181,1,1.0,80,0.441989,101,0.558011
2002,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,72,"Nestoplja vas pri M.Pečavarju, Nestoplja vas 1",106,45,0.4245,45,45,0,1.0,7,0.155556,38,0.844444
2003,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,73,"KC Semič, Prosvetna ul. 4, 8333 Semič",1212,506,0.4175,506,505,1,1.0,235,0.465347,270,0.534653
2004,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,74,"VS Osojnik, Osojnik 23, 8333 Semič",146,78,0.5342,78,78,0,1.0,18,0.230769,60,0.769231
2005,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,75,"GD Rožni Dol, Rožni Dol 5, 8333 Semič",106,46,0.434,46,46,0,1.0,18,0.391304,28,0.608696
2006,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,76,"GD Stranska vas pri Semiču,Praprot 15, 8333 Semič",224,125,0.558,125,125,0,1.0,34,0.272,91,0.728
2007,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,77,"POŠ Štrekljevec, Štrekljevec 2, 8333 Semič",420,167,0.3976,167,166,1,1.0,55,0.331325,111,0.668675
2008,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,80,"Črnomelj trgovina NINA,Prečna ul.4, 8340 Črnomelj",337,141,0.4184,141,141,0,1.0,70,0.496454,71,0.503546
2009,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,901,Predčasno glasovanje,0,238,0.0,238,237,1,1.0,145,0.611814,92,0.388186
2010,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,902,Predčasno glasovanje UE Metlika,0,86,0.0,86,85,1,1.0,47,0.552941,38,0.447059
2011,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,970,OMNIA od: 6001,0,25,0.0,25,25,0,1.0,6,0.24,19,0.76
2012,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,997,Po pošti v Sloveniji OVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
2013,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,998,Po pošti v tujini OVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
2014,VE 6000 - NOVO MESTO,VO 6001 - ČRNOMELJ,999,Posebni volilni imenik,2097,0,0.0,0,0,0,,0,0.0,0,0.0
2015,VE 6000 - NOVO MESTO,VO 6002 - NOVO MESTO 1,1,"OŠ Šmihel, Podr. šola Birčna vas, Birčna vas 1",397,165,0.4156,165,165,0,1.0,66,0.4,99,0.6
2016,VE 6000 - NOVO MESTO,VO 6002 - NOVO MESTO 1,2,"KC Dol.Toplice, Sokolski trg 4, 8350 Dol. Toplice",1101,484,0.4396,484,484,0,1.0,247,0.510331,237,0.489669
2017,VE 6000 - NOVO MESTO,VO 6002 - NOVO MESTO 1,3,"GD Dolž, Lipnica 5, 8000 Novo mesto",494,184,0.3725,184,184,0,1.0,39,0.211957,145,0.788043
2018,VE 6000 - NOVO MESTO,VO 6002 - NOVO MESTO 1,4,"Hiša žive dediščine - dvorana, Bela Cerkev 6",775,324,0.4181,324,322,2,1.0,108,0.335404,214,0.664596
2019,VE 6000 - NOVO MESTO,VO 6002 - NOVO MESTO 1,5,"KD Gomile, Gomile 10, 8321 Brusnice",554,204,0.3682,204,204,0,1.0,65,0.318627,139,0.681373
2020,VE 6000 - NOVO MESTO,VO 6002 - NOVO MESTO 1,6,"Vaški dom Dolenje Sušice, Dolenje. Sušice bš",425,153,0.36,153,153,0,1.0,36,0.235294,117,0.764706
2021,VE 6000 - NOVO MESTO,VO 6002 - NOVO MESTO 1,7,"KS kletni prostori - Hrušica, Hrušica bš",202,85,0.4208,85,82,3,1.0,22,0.268293,60,0.731707
2022,VE 6000 - NOVO MESTO,VO 6002 - NOVO MESTO 1,8,"KD Šmarjeta-dvorana,Šmarjeta 66, 8220 Šm. Toplice",1476,630,0.4268,630,630,0,1.0,227,0.360317,403,0.639683
2023,VE 6000 - NOVO MESTO,VO 6002 - NOVO MESTO 1,9,"GD Mali Podljuben,M. Podljuben 20,8000 Novo mesto",163,75,0.4601,75,75,0,1.0,18,0.24,57,0.76
2024,VE 6000 - NOVO MESTO,VO 6002 - NOVO MESTO 1,10,"GD Orešje, Orešje 17, 8220 Šmarješke Toplice",217,84,0.3871,84,84,0,1.0,40,0.47619,44,0.52381
2025,VE 6000 - NOVO MESTO,VO 6002 - NOVO MESTO 1,12,"GD Zbure, Zbure 29a, 8220 Šmarješke Toplice",285,116,0.407,116,114,2,1.0,41,0.359649,73,0.640351
2026,VE 6000 - NOVO MESTO,VO 6002 - NOVO MESTO 1,13,"Občina Mirna Peč, Trg 8, 8216 Mirna Peč",974,480,0.4928,480,479,1,1.0,118,0.246347,361,0.753653
2027,VE 6000 - NOVO MESTO,VO 6002 - NOVO MESTO 1,14,"OŠ T. Pavčka, Postaja 1, 8216 Mirna Peč",917,440,0.4798,440,439,1,1.0,115,0.261959,324,0.738041
2028,VE 6000 - NOVO MESTO,VO 6002 - NOVO MESTO 1,15,"GD Jablan, Jablan 20, 8216 Mirna Peč",398,187,0.4698,187,186,1,1.0,39,0.209677,147,0.790323
2029,VE 6000 - NOVO MESTO,VO 6002 - NOVO MESTO 1,16,"GD Gorenji Globodol,G. Globodol 38,8216 Mirna Peč",174,89,0.5115,89,89,0,1.0,18,0.202247,71,0.797753
2030,VE 6000 - NOVO MESTO,VO 6002 - NOVO MESTO 1,18,"GD Podgrad, Podgrad 38, 8000 Novo mesto",739,302,0.4087,302,302,0,1.0,79,0.261589,223,0.738411
2031,VE 6000 - NOVO MESTO,VO 6002 - NOVO MESTO 1,19,"Prosvetni dom Podhosta,Podhosta bš,8350 D.Toplice",598,293,0.49,293,293,0,1.0,105,0.358362,188,0.641638
2032,VE 6000 - NOVO MESTO,VO 6002 - NOVO MESTO 1,20,"GD Podturn pri D.Toplicah,Podt. pri D.Toplicah 12",502,170,0.3386,170,170,0,1.0,53,0.311765,117,0.688235
2033,VE 6000 - NOVO MESTO,VO 6002 - NOVO MESTO 1,22,"GD Ratež, Ratež 47, 8321 Brusnice",425,183,0.4306,183,181,2,1.0,67,0.370166,114,0.629834
2034,VE 6000 - NOVO MESTO,VO 6002 - NOVO MESTO 1,24,"GD Soteska, Soteska 38,8351 Straža pri Novem mest",206,75,0.3641,75,74,1,1.0,32,0.432432,42,0.567568
