Volilna enota,Volilni okraj,ID Volišča,Volišče,Latitude,Longitude
VE 8000 - PTUJ,VO 8010 - PTUJ 2,18,"DK MČ Jezero, Belšakova ul. 20a",46.42005,15.87018
VE 8000 - PTUJ,VO 8010 - PTUJ 2,19,"Večnamenska dvorana Spuhlja, Spuhlja 12a",46.42005,15.87018
VE 8000 - PTUJ,VO 8010 - PTUJ 2,20,"OŠ Breg, Rogaška c. 6",46.42005,15.87018
VE 8000 - PTUJ,VO 8010 - PTUJ 2,21,"OŠ Breg, Rogaška c. 6",46.42005,15.87018
VE 8000 - PTUJ,VO 8010 - PTUJ 2,22,"DRU Ivan Rudolf Breg-Ptuj, Zadružni trg 12a",46.42005,15.87018
VE 8000 - PTUJ,VO 8010 - PTUJ 2,23,"DK Turnišče, Selska c. 2",46.42005,15.87018
VE 8000 - PTUJ,VO 8010 - PTUJ 2,24,"DK Turnišče, Selska c. 2",46.42005,15.87018
VE 8000 - PTUJ,VO 8010 - PTUJ 2,25,"DV Draženci, Draženci 74b",46.42005,15.87018
VE 8000 - PTUJ,VO 8010 - PTUJ 2,26,"GD Gerečja vas, Gerečja vas 14a",46.42005,15.87018
VE 8000 - PTUJ,VO 8010 - PTUJ 2,27,"GD Hajdoše, Hajdoše 41b",46.42005,15.87018
VE 8000 - PTUJ,VO 8010 - PTUJ 2,28,"DK Skorba, Skorba 36a",46.42005,15.87018
VE 8000 - PTUJ,VO 8010 - PTUJ 2,29,"ŠO NK Slovenja vas, Slovenja vas 54",46.42005,15.87018
VE 8000 - PTUJ,VO 8010 - PTUJ 2,30,"DU Hajdina, Zgornja Hajdina 45",46.42005,15.87018
VE 8000 - PTUJ,VO 8010 - PTUJ 2,31,"INFO Hajdina, Sp. Hajdina 29",46.42005,15.87018
VE 8000 - PTUJ,VO 8011 - PTUJ 3,1,"LD Brezovec, Brezovec 92",46.42005,15.87018
VE 8000 - PTUJ,VO 8011 - PTUJ 3,2,"Občina Cirkulane, Cirkulane 58",46.42005,15.87018
VE 8000 - PTUJ,VO 8011 - PTUJ 3,3,"Fric Stanko, Dolane 37",46.42005,15.87018
VE 8000 - PTUJ,VO 8011 - PTUJ 3,4,"Jurgec Milan, Gradišča 29a",46.42005,15.87018
VE 8000 - PTUJ,VO 8011 - PTUJ 3,5,"Kelc Milan, Gruškovec 80",46.42005,15.87018
VE 8000 - PTUJ,VO 8011 - PTUJ 3,6,"Kolednik Martina, Medribnik 14a",46.42005,15.87018
VE 8000 - PTUJ,VO 8011 - PTUJ 3,7,"Kolednik Mihael, Paradiž 47",46.42005,15.87018
VE 8000 - PTUJ,VO 8011 - PTUJ 3,8,"Kulturna dvorana Cirkulane, Cirkulane 40a",46.42005,15.87018
VE 8000 - PTUJ,VO 8011 - PTUJ 3,9,"Radioklub Cirkulane, Pohorje 25a",46.42005,15.87018
VE 8000 - PTUJ,VO 8011 - PTUJ 3,10,"Lesjak Rajko, Mali Okič 20a",46.42005,15.87018
VE 8000 - PTUJ,VO 8011 - PTUJ 3,11,"Emeršič Olga, Slatina 31",46.42005,15.87018
