,Volilna enota,Volilni_Okraj,ID Volišča,Volišče,Št. volilnih upr.,Udeležba,Odstotek udeležbe,Št. oddanih glasovnic,Št. veljavnih glasovnic,Št. neveljavnih glasovnic,Odstotek preštetih glasovnic,dr. Anže Logar- št. glasov,dr. Anže Logar- odstotek,Nataša Pirc Musar- št. glasov,Nataša Pirc Musar- odstotek
631,VE 2000 - POSTOJNA,VO 2005 - KOPER 2,997,Pošta doma OVK,0,34,0.0,34,34,0,1.0,13,0.382353,21,0.617647
632,VE 2000 - POSTOJNA,VO 2005 - KOPER 2,9972000,Pošta doma VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
633,VE 2000 - POSTOJNA,VO 2005 - KOPER 2,99799,Pošta doma DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
634,VE 2000 - POSTOJNA,VO 2005 - KOPER 2,998,Pošta tujina OVK,0,58,0.0,58,56,2,1.0,20,0.357143,36,0.642857
635,VE 2000 - POSTOJNA,VO 2005 - KOPER 2,9982000,Pošta tujina VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
636,VE 2000 - POSTOJNA,VO 2005 - KOPER 2,99899,Pošta tujina DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
637,VE 2000 - POSTOJNA,VO 2005 - KOPER 2,999,Posebni volilni imenik,1339,0,0.0,0,0,0,,0,0.0,0,0.0
638,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,1,"Avber, bivša OŠ, Avber bš",250,131,0.524,131,130,1,1.0,43,0.330769,87,0.669231
639,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,2,"Dane pri Sežani, Dom na Padulu, Dane  17 A",336,192,0.5714,192,191,1,1.0,77,0.403141,114,0.596859
640,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,3,"Dutovlje,  Bunčetova domačija, Dutovlje 65",512,289,0.5645,289,283,6,1.0,115,0.40636,168,0.59364
641,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,4,"Kreplje, Vaški dom, Kreplje bš",122,77,0.6311,77,76,1,1.0,51,0.671053,25,0.328947
642,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,5,"Skopo, Vaška dvorana, Skopo bš",190,116,0.6105,116,115,1,1.0,47,0.408696,68,0.591304
643,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,6,"Kopriva,Dvorana vaške skupnosti, Kopriva bš",170,97,0.5706,97,96,1,1.0,41,0.427083,55,0.572917
644,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,7,"Krajna vas, hiša Gec Cvetke, Krajna vas 40",97,67,0.6907,67,65,2,1.0,17,0.261538,48,0.738462
645,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,8,"Kazlje, dom KS, Kazlje bš",148,94,0.6351,94,91,3,1.0,24,0.263736,67,0.736264
646,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,9,"Lokev, KD, Lokev bš",642,371,0.5779,371,364,7,1.0,109,0.299451,255,0.700549
647,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,10,"Pliskovica, balinarski klub, Pliskovica bš",212,134,0.6321,134,133,1,1.0,61,0.458647,72,0.541353
648,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,11,"Veliki dol, dvorana stare OŠ, Veliki dol bš",99,63,0.6364,63,61,2,1.0,29,0.47541,32,0.52459
649,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,12,"Tublje pri Komnu, hiša Knez Dragice, Tublje 16",47,32,0.6809,32,30,2,1.0,13,0.433333,17,0.566667
650,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,13,"Povir, ZDD, Povir bš",546,345,0.6319,345,335,10,1.0,131,0.391045,204,0.608955
651,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,14,"Sedež Občine Sežana, Sežana, Partizanska c.4",641,271,0.4228,271,266,5,1.0,89,0.334586,177,0.665414
652,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,15,"Otroški vrtec, Sežana, Ul. J. Pahorja 1 ",715,288,0.4028,288,282,6,1.0,84,0.297872,198,0.702128
653,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,16,"VDC Koper - Enota Sežana, Sežana, Ul. J.Pahorja 3",790,329,0.4165,329,325,4,1.0,79,0.243077,246,0.756923
654,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,17,"OŠ Sežana, Sežana, Kosovelova ul. 6",395,157,0.3975,157,156,1,1.0,38,0.24359,118,0.75641
655,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,18,"Stara OŠ, Sežana, Bazoviška c. 9",973,438,0.4502,438,433,5,1.0,126,0.290993,307,0.709007
656,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,19,"ZGRS Sežana, Sežana, Bazoviška c. 13",582,305,0.5241,305,299,6,1.0,101,0.337793,198,0.662207
657,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,20,"Dol pri Vogljah, ZDD, Dol pri Vogljah bš",208,125,0.601,125,124,1,1.0,71,0.572581,53,0.427419
658,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,21,"Štjak, bivša OŠ, Štjak",171,102,0.5965,102,96,6,1.0,44,0.458333,52,0.541667
659,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,22,"Štorje, ZDD, Štorje bš",366,218,0.5956,218,214,4,1.0,46,0.214953,168,0.785047
660,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,23,"Tomaj, sedež KS, Tomaj bš",246,127,0.5163,127,122,5,1.0,43,0.352459,79,0.647541
661,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,24,"Križ, Vaški dom, Križ bš",689,376,0.5457,374,369,5,1.0,147,0.398374,222,0.601626
662,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,25,"Tabor, OŠ, Tabor 9",250,134,0.536,134,128,6,1.0,55,0.429688,73,0.570312
663,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,26,"Komen, KD, Komen 118",633,400,0.6319,400,382,18,1.0,166,0.434555,216,0.565445
664,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,27,"Gabrovica pri Komnu 47, prostori vaške skupnosti",155,97,0.6258,97,94,3,1.0,45,0.478723,49,0.521277
665,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,28,"Volčji Grad, vaška hiša, Volčji grad št.24",75,50,0.6667,50,49,1,1.0,12,0.244898,37,0.755102
666,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,29,"Tomačevica, vaški dom, Tomačevica bš",127,90,0.7087,90,89,1,1.0,34,0.382022,55,0.617978
667,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,30,"Sveto, stara OŠ, Sveto 68",174,113,0.6494,113,110,3,1.0,38,0.345455,72,0.654545
668,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,31,"Škrbina, stara OŠ, Škrbina bš",175,107,0.6114,107,105,2,1.0,44,0.419048,61,0.580952
669,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,32,"Ivanji Grad, vaški dom, Ivanji Grad bš",95,69,0.7263,69,68,1,1.0,25,0.367647,43,0.632353
670,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,33,"Brje pri Komnu, vaški dom, Brje pri Komnu bš",93,64,0.6882,64,60,4,1.0,29,0.483333,31,0.516667
671,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,34,"Gorjansko, KD, Gorjansko bš",269,177,0.658,177,172,5,1.0,65,0.377907,107,0.622093
672,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,35,"Brestovica pri Komnu 55, prostori vaške skupnosti",160,88,0.55,88,85,3,1.0,49,0.576471,36,0.423529
673,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,36,"Štanjel, ZDD, Štanjel 59 A",521,299,0.5739,299,295,4,1.0,137,0.464407,158,0.535593
674,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,37,"Kodreti, Vaška skupnost Gornja Branica,Kodreti 10",134,91,0.6791,91,91,0,1.0,52,0.571429,39,0.428571
675,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,38,"Kobjeglava, vaški dom, Kobjeglava 75",206,137,0.665,137,134,3,1.0,67,0.5,67,0.5
676,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,39,"Hruševica, vaški dom, Hruševica bš",122,89,0.7295,89,87,2,1.0,25,0.287356,62,0.712644
677,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,40,"Divača  OŠ, Ul. dr. B. Magajne 4, Divača",1190,590,0.4958,590,581,9,1.0,134,0.230637,447,0.769363
678,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,41,"Privat hiša Iztoka Grandiča, Dolnje Ležeče št. 75",233,129,0.5536,129,125,4,1.0,39,0.312,86,0.688
679,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,42,"Naklo, vaški dom,  Naklo bš",100,62,0.62,62,60,2,1.0,19,0.316667,41,0.683333
680,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,43,"Dane pri Divači, vaški dom, Dane pri Divači bš",158,91,0.5759,91,88,3,1.0,32,0.363636,56,0.636364
681,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,44,"Famlje, v nekdanjem LIV-u, Famlje bš",496,247,0.498,247,241,6,1.0,75,0.311203,166,0.688797
682,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,45,"Gornje Ležeče, v hiši Jožeta Čeperja, G.Ležeče 16",33,24,0.7273,24,24,0,1.0,6,0.25,18,0.75
683,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,46,"Barka, stara OŠ, Barka bš",80,53,0.6625,53,52,1,1.0,16,0.307692,36,0.692308
684,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,47,"Vareje, vaški dom, Vareje bš",75,39,0.52,39,39,0,1.0,13,0.333333,26,0.666667
685,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,48,"Senožeče, VD R. Cvetka, Senožeče bš",552,297,0.538,297,289,8,1.0,108,0.373702,181,0.626298
686,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,49,"Dolenja vas, v ZDD, Dolenja vas bš",239,146,0.6109,146,143,3,1.0,78,0.545455,65,0.454545
687,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,50,"Hrpelje, vaški dom Hrpelje, Na  Gorici 2a",654,324,0.4954,324,320,4,1.0,104,0.325,216,0.675
688,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,51,"Tublje pri Hrpeljah, Gostilna Križman, Tublje  24",163,90,0.5521,90,90,0,1.0,34,0.377778,56,0.622222
689,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,52,"Krvavi potok, vaški dom, Krvavi potok bš",135,76,0.563,76,74,2,1.0,22,0.297297,52,0.702703
690,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,53,"Kozina, knjižnica, Kozina, Istrska ul. 19",545,280,0.5138,280,279,1,1.0,83,0.297491,196,0.702509
691,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,54,"Vrhpolje, vaški dom, Vrhpolje bš",60,42,0.7,42,36,6,1.0,8,0.222222,28,0.777778
692,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,55,"Artviže, vaški dom, Artviže 6a",53,38,0.717,38,38,0,1.0,9,0.236842,29,0.763158
693,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,56,"Gradišče pri Materiji, prostori KS, Gradišče bš",112,75,0.6696,75,75,0,1.0,23,0.306667,52,0.693333
694,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,57,"Bač pri Materiji GD, Bač pri Materiji 28b",338,166,0.4911,166,165,1,1.0,69,0.418182,96,0.581818
695,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,58,"Brezovica, vaški dom, Brezovica bš",69,50,0.7246,50,49,1,1.0,13,0.265306,36,0.734694
696,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,59,"Ocizla, vaška hiša, Ocizla 36",116,71,0.6121,71,71,0,1.0,26,0.366197,45,0.633803
697,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,60,"Obrov, prostori balinišča, Obrov bš",239,94,0.3933,94,94,0,1.0,45,0.478723,49,0.521277
698,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,61,"Prešnica, OŠ, Prešnica bš",149,95,0.6376,95,90,5,1.0,31,0.344444,59,0.655556
699,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,62,"Rodik, vaški dom, Rodik 6",252,164,0.6508,164,162,2,1.0,46,0.283951,116,0.716049
700,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,63,"Slivje, prostori KS, Slivje  bš",385,185,0.4805,185,183,2,1.0,61,0.333333,122,0.666667
701,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,64,"Tatre, vaški dom, Tatre bš",39,25,0.641,25,24,1,1.0,18,0.75,6,0.25
702,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,68,"Klanec pri Kozini, vaški dom,Klanec pri Kozini bš",131,74,0.5649,74,73,1,1.0,24,0.328767,49,0.671233
703,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,69,"Javorje, vaški dom, Javorje bš",116,62,0.5345,62,61,1,1.0,36,0.590164,25,0.409836
704,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,901,Predčasno glasovanje,0,776,0.0,776,771,5,1.0,208,0.26978,563,0.73022
705,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,970,OMNIA od: 2006,0,51,0.0,51,50,1,1.0,13,0.26,37,0.74
706,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,997,Pošta doma OVK,0,38,0.0,38,37,1,1.0,15,0.405405,22,0.594595
707,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,9972000,Pošta doma VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
708,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,99799,Pošta doma DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
709,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,998,Pošta tujina OVK,0,188,0.0,188,178,10,1.0,37,0.207865,141,0.792135
710,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,9982000,Pošta tujina VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
711,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,99899,Pošta tujina DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
712,VE 2000 - POSTOJNA,VO 2006 - SEŽANA,999,Posebni volilni imenik,2977,0,0.0,0,0,0,,0,0.0,0,0.0
713,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,1,OŠ Antona Žnideršiča Ilirska Bistrica,611,223,0.365,223,219,4,1.0,79,0.360731,140,0.639269
714,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,2,"Prostori Društva Sožitje, Levstikova 5,  Il. Bist",606,272,0.4488,272,271,1,1.0,113,0.416974,158,0.583026
715,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,3,"OŠ Dragotina Ketteja, Ilirska Bistrica",658,284,0.4316,284,279,5,1.0,111,0.397849,168,0.602151
716,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,4,"Jurčičeva 1, Ilirska Bistrica",673,358,0.5319,358,353,5,1.0,155,0.439093,198,0.560907
717,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,5,"Predavalnica-vhod bivši Transport, Šercerjeva 17",668,270,0.4042,270,267,3,1.0,116,0.434457,151,0.565543
718,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,6,"Vaški dom Jasen, Jasen 15c",233,143,0.6137,143,142,1,1.0,84,0.591549,58,0.408451
719,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,7,Gasilski dom Vrbovo,242,127,0.5248,127,125,2,1.0,76,0.608,49,0.392
720,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,8,"Vaški dom, Vrbica 24",132,70,0.5303,70,68,2,1.0,34,0.5,34,0.5
721,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,9,Jablanica 32a,126,81,0.6429,81,79,2,1.0,58,0.734177,21,0.265823
722,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,10,"Gostilna Celin, Kuteževo",191,117,0.6126,117,116,1,1.0,65,0.560345,51,0.439655
723,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,11,"Bar Kočanija, Trpčane",113,60,0.531,60,59,1,1.0,43,0.728814,16,0.271186
724,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,12,"Balinarska dvorana na mlaki, Zabiče",439,205,0.467,205,205,0,1.0,138,0.673171,67,0.326829
725,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,13,"Gostilna ""Sabrina"" Sušak",76,41,0.5395,41,41,0,1.0,26,0.634146,15,0.365854
726,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,14,"Bivša gostilna, Novokračine 46",173,97,0.5607,97,96,1,1.0,38,0.395833,58,0.604167
727,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,15,Gasilski dom Jelšane,247,144,0.583,144,141,3,1.0,66,0.468085,75,0.531915
728,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,16,Dolenje pri Jelšanah 6,155,74,0.4774,74,73,1,1.0,44,0.60274,29,0.39726
729,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,17,"Bivša šolska stavba, Veliko Brdo",70,45,0.6429,45,44,1,1.0,17,0.386364,27,0.613636
730,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,18,"Na balincu, M. Bukovica ",130,88,0.6769,88,84,4,1.0,45,0.535714,39,0.464286
731,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,19,"Na balincu, Koseze",284,152,0.5352,152,148,4,1.0,77,0.52027,71,0.47973
732,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,20,Vaški dom V. Bukovica,206,104,0.5049,104,101,3,1.0,68,0.673267,33,0.326733
733,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,21,Grad Dol. Zemon - prostori KS,387,208,0.5375,208,207,1,1.0,105,0.507246,102,0.492754
734,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,22,Vaški dom Gor. Zemon ,82,38,0.4634,38,38,0,1.0,21,0.552632,17,0.447368
735,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,23,Pavlica 6,28,16,0.5714,16,16,0,1.0,9,0.5625,7,0.4375
736,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,24,Starod 49 a,42,29,0.6905,29,26,3,1.0,16,0.615385,10,0.384615
737,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,25,OŠ Podgrad,473,263,0.556,263,253,10,1.0,116,0.458498,137,0.541502
738,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,26,Vaški dom Podbeže ,70,39,0.5571,39,39,0,1.0,24,0.615385,15,0.384615
739,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,27,"Račice, Na plesišču",123,67,0.5447,67,64,3,1.0,24,0.375,40,0.625
740,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,28,"Vaški dom Sabonje, Sabonje 47",56,31,0.5536,31,30,1,1.0,21,0.7,9,0.3
741,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,29,Vaški dom Hrušica,259,133,0.5135,133,131,2,1.0,89,0.679389,42,0.320611
742,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,30,OŠ Pregarje,307,130,0.4235,130,130,0,1.0,72,0.553846,58,0.446154
743,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,31,Vaška brunarica Prelože,54,26,0.4815,26,23,3,1.0,8,0.347826,15,0.652174
744,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,32,Vaški dom Zajelšje,49,34,0.6939,34,34,0,1.0,23,0.676471,11,0.323529
745,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,33,Društveni prostori Tominje,85,38,0.4471,38,37,1,1.0,19,0.513514,18,0.486486
746,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,34,Stavba bivše šole Harije,247,130,0.5263,130,128,2,1.0,72,0.5625,56,0.4375
747,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,35,"Gostilna pizzeria Škorpion, Rečica 1a",366,173,0.4727,173,170,3,1.0,97,0.570588,73,0.429412
748,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,36,Bivša šolska stavba Ostrožno Brdo,78,37,0.4744,37,36,1,1.0,21,0.583333,15,0.416667
749,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,37,Janeževo Brdo 12,18,15,0.8333,15,15,0,1.0,11,0.733333,4,0.266667
750,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,38,Kilovče 13,32,20,0.625,20,20,0,1.0,5,0.25,15,0.75
751,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,39,Prem 1,106,56,0.5283,56,55,1,1.0,34,0.618182,21,0.381818
752,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,40,Ratečevo Brdo 2,33,27,0.8182,27,25,2,1.0,16,0.64,9,0.36
753,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,41,Pomožni prostori pri mrliški vežici Prem,135,72,0.5333,72,70,2,1.0,38,0.542857,32,0.457143
754,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,42,Čelje - dvorana KS,48,38,0.7917,38,37,1,1.0,15,0.405405,22,0.594595
755,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,43,Smrje 56,96,48,0.5,48,48,0,1.0,35,0.729167,13,0.270833
756,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,44,"Gostilna Kambra, Topolc 8a",277,149,0.5379,149,149,0,1.0,81,0.543624,68,0.456376
757,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,45,Mereče 22,59,41,0.6949,41,40,1,1.0,29,0.725,11,0.275
758,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,46,Pomožni vaški prostor Podstenje,58,42,0.7241,42,39,3,1.0,17,0.435897,22,0.564103
759,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,47,Prostori KS Šembije,227,136,0.5991,136,135,1,1.0,61,0.451852,74,0.548148
760,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,48,Gasilski dom Knežak,367,202,0.5504,202,198,4,1.0,90,0.454545,108,0.545455
761,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,49,"Na balincu, Bač",370,230,0.6216,230,225,5,1.0,136,0.604444,89,0.395556
762,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,50,Gasilski dom  Koritnice,114,60,0.5263,60,59,1,1.0,35,0.59322,24,0.40678
763,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,901,Predčasno glasovanje,0,560,0.0,560,557,3,1.0,249,0.447038,308,0.552962
764,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,970,OMNIA od: 2007,0,25,0.0,25,25,0,1.0,9,0.36,16,0.64
765,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,997,Pošta doma OVK,0,32,0.0,32,32,0,1.0,14,0.4375,18,0.5625
766,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,9972000,Pošta doma VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
767,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,99799,Pošta doma DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
768,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,998,Pošta tujina OVK,0,41,0.0,41,40,1,1.0,16,0.4,24,0.6
769,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,9982000,Pošta tujina VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
770,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,99899,Pošta tujina DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
771,VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,999,Posebni volilni imenik,2008,0,0.0,0,0,0,,0,0.0,0,0.0
772,VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,1,Osnovna šola Pivka,774,324,0.4186,324,319,5,1.0,156,0.489028,163,0.510972
773,VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,2,Osnovna šola Pivka,626,278,0.4441,278,275,3,1.0,118,0.429091,157,0.570909
774,VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,3,Osnovna šola Pivka,875,496,0.5669,496,492,4,1.0,273,0.554878,219,0.445122
775,VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,5,Gasilski dom Palčje,177,99,0.5593,99,96,3,1.0,56,0.583333,40,0.416667
776,VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,6,Kulturni dom Juršče,122,64,0.5246,64,64,0,1.0,33,0.515625,31,0.484375
777,VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,7,Gasilski dom Zagorje,524,279,0.5324,279,269,10,1.0,135,0.501859,134,0.498141
778,VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,8,Osnovna šola Šmihel,468,260,0.5556,260,257,3,1.0,192,0.747082,65,0.252918
779,VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,9,O.Š. Dolnja Košana 61,601,328,0.5458,328,323,5,1.0,159,0.49226,164,0.50774
780,VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,10,"Hiša Požar, Čepno 15",42,31,0.7381,31,31,0,1.0,18,0.580645,13,0.419355
781,VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,11,"Hiša Gustinčič, Volče 14A",47,25,0.5319,25,25,0,1.0,14,0.56,11,0.44
782,VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,12,"Hiša Biščak Anton, Buje",40,29,0.725,29,28,1,1.0,9,0.321429,19,0.678571
783,VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,13,"Vaška hiša, Suhorje 23a",51,34,0.6667,34,33,1,1.0,17,0.515152,16,0.484848
784,VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,14,"Stara  o.š., Kal 90",282,155,0.5496,155,152,3,1.0,83,0.546053,69,0.453947
785,VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,15,"Gostilna Miranda, Selce",194,111,0.5722,111,111,0,1.0,81,0.72973,30,0.27027
786,VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,16,Srednja gozdarska in lesarska šola Postojna,860,404,0.4698,404,399,5,1.0,167,0.418546,232,0.581454
787,VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,17,"Avla Inšt. za razis. Krasa ZRC SAZU, Titov trg 2",524,204,0.3893,204,203,1,1.0,91,0.448276,112,0.551724
788,VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,18,Avla kulturnega doma Postojna,318,105,0.3302,105,102,3,1.0,27,0.264706,75,0.735294
789,VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,19,Avla kulturnega doma Postojna,564,162,0.2872,162,162,0,1.0,52,0.320988,110,0.679012
790,VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,20,"Gostilna ""Brne""",973,364,0.3741,364,358,6,1.0,148,0.413408,210,0.586592
