Volilna enota,Volilni okraj,ID Volišča,Volišče,Latitude,Longitude
VE 5000 - CELJE,VO 5005 - ŽALEC 2,17,"GD Sv. Lovrenc, Sv. Lovrenc 25",46.23084,15.10783
VE 5000 - CELJE,VO 5005 - ŽALEC 2,18,"PD Marija Reka, Marija Reka 35",46.20833,15.065
VE 5000 - CELJE,VO 5005 - ŽALEC 2,19,"GD Trnava, Trnava 9",,
VE 5000 - CELJE,VO 5005 - ŽALEC 2,20,"Dom kulture Braslovče I, Braslovče 2a",,
VE 5000 - CELJE,VO 5005 - ŽALEC 2,21,"GD Parižlje, Parižlje 13",46.27973,15.05669
VE 5000 - CELJE,VO 5005 - ŽALEC 2,22,"GD Dobrovlje, Dobrovlje 8a",,
VE 5000 - CELJE,VO 5005 - ŽALEC 2,23,"DK Gomilsko, Gomilsko 22a",,
VE 5000 - CELJE,VO 5005 - ŽALEC 2,24,"ŠD Šmatevž, Šmatevž 29b",,
VE 5000 - CELJE,VO 5005 - ŽALEC 2,25,"GD Grajska vas, Grajska vas 15",46.23924,15.05498
VE 5000 - CELJE,VO 5005 - ŽALEC 2,26,"KD Letuš, Letuš 67a",,
VE 5000 - CELJE,VO 5005 - ŽALEC 2,27,"DK Tabor, Tabor 25",46.23611,15.01833
VE 5000 - CELJE,VO 5005 - ŽALEC 2,28,"GD Kapla, Kapla 45a",,
VE 5000 - CELJE,VO 5005 - ŽALEC 2,29,"GD Loke, Loke 21",46.3325,14.97778
VE 5000 - CELJE,VO 5005 - ŽALEC 2,30,"KD Vransko, Vransko 134",46.252576,14.9533867
VE 5000 - CELJE,VO 5005 - ŽALEC 2,31,"GD Tešova, Tešova 14b",,
VE 5000 - CELJE,VO 5005 - ŽALEC 2,32,"GD Ločica, Ločica pri Vranskem 49",46.22611,14.94861
VE 5000 - CELJE,VO 5005 - ŽALEC 2,33," Kamp Podgrad, Prapreče 30, 3305 Vransko",46.2439,14.9514
VE 5000 - CELJE,VO 5005 - ŽALEC 2,34,"Alojz Ferme, Limovce 3",46.20253,14.92465
VE 5000 - CELJE,VO 5005 - ŽALEC 2,35,"GD Prekopa, Prekopa 9",46.25,14.98333
VE 5000 - CELJE,VO 5005 - ŽALEC 2,36,"DK Čeplje, Čeplje 13b",,
VE 5000 - CELJE,VO 5005 - ŽALEC 2,37,"Dom kulture Braslovče II, Braslovče 2a",,
VE 5000 - CELJE,VO 5005 - ŽALEC 2,38,"OŠ Griže II, Griže 1a",,
VE 5000 - CELJE,VO 5006 - MOZIRJE,1,"KD Bočna, Bočna, Bočna 63",46.28944,14.855
VE 5000 - CELJE,VO 5006 - MOZIRJE,2,"Galerija Štekl, Gornji Grad, Attemsov trg 2",,
VE 5000 - CELJE,VO 5006 - MOZIRJE,3,"KD Šmiklavž, Nova Štifta, Šmiklavž 3",46.45,15.13333
VE 5000 - CELJE,VO 5006 - MOZIRJE,4,"OŠ Ljubno, Ljubno ob Savinji, Cesta v Rastke 10",46.3430301,14.8342605
VE 5000 - CELJE,VO 5006 - MOZIRJE,5,"GD Radmirje, Radmirje 43",46.33,14.85111
VE 5000 - CELJE,VO 5006 - MOZIRJE,6,"GD Okonina, Okonina 21",46.3260504,14.8684931
VE 5000 - CELJE,VO 5006 - MOZIRJE,7,"OŠ Luče, Luče 77",46.3558589,14.7453645
VE 5000 - CELJE,VO 5006 - MOZIRJE,8,"Gostilna Struge, Raduha 1",46.36667,14.75
VE 5000 - CELJE,VO 5006 - MOZIRJE,9,"Gostilna Polanšek, Podvolovljek 35",46.3,14.7
VE 5000 - CELJE,VO 5006 - MOZIRJE,10,"Center Rinka, Sejna soba, Solčava 29",46.41944,14.69361
VE 5000 - CELJE,VO 5006 - MOZIRJE,11,"OŠ Mozirje, Mozirje, Šolska ul. 23",46.3351268,14.9558333
VE 5000 - CELJE,VO 5006 - MOZIRJE,12,"Kmetija Levc, Loke pri Mozirju 19",46.3325,14.97778
VE 5000 - CELJE,VO 5006 - MOZIRJE,13,"Upravni center Mozirje, Mozirje, Šmihelska c. 2",,
VE 5000 - CELJE,VO 5006 - MOZIRJE,14,"Šola Lepa Njiva, Lepa Njiva 87",46.36667,14.98333
VE 5000 - CELJE,VO 5006 - MOZIRJE,15,"Šola Šmihel, Šmihel nad Mozirjem 28",46.38333,14.95
VE 5000 - CELJE,VO 5006 - MOZIRJE,16,"Kmetija Žagar, Dobrovlje pri Mozirju 17",46.31538,14.97409
VE 5000 - CELJE,VO 5006 - MOZIRJE,17,"Medgeneracijski center, Rečica ob Savinji 61",46.31667,14.91667
VE 5000 - CELJE,VO 5006 - MOZIRJE,18,"Gostilna Markelj, Spodnja Rečica 63",46.16417,15.21528
VE 5000 - CELJE,VO 5006 - MOZIRJE,19,"Tehnično pregledni center A.M. Miklavc, Nizka 21",46.31492,14.9164
VE 5000 - CELJE,VO 5006 - MOZIRJE,20,"GD Spodnje Pobrežje, Sp. Pobrežje 2",46.38472,15.87861
VE 5000 - CELJE,VO 5006 - MOZIRJE,21,"GD Lačja vas, Lačja vas 8",46.2986,14.9206
VE 5000 - CELJE,VO 5006 - MOZIRJE,22,"Šola Šmartno ob Dreti, Šmartno ob Dreti 27",46.2839526,14.8881674
