Volilna enota,Volilni okraj,ID Volišča,Volišče,Latitude,Longitude
VE 6000 - NOVO MESTO,VO 6007 - SEVNICA,29,"Kladje pri K.-Žan Bunderšek,Kladje pri Krmelju 10",46.03238,15.10447
VE 6000 - NOVO MESTO,VO 6007 - SEVNICA,30,"KD Šentjanž, Šentjanž 22",46.01139,15.16722
VE 6000 - NOVO MESTO,VO 6007 - SEVNICA,31,"GD Veliki Cirnik, Veliki Cirnik 1 A",,
VE 6000 - NOVO MESTO,VO 6007 - SEVNICA,32,"LD Tržišče, Tržišče 23",45.95889,15.19722
VE 6000 - NOVO MESTO,VO 6007 - SEVNICA,33,"Pijavice - Henrik Hočevar, Pijavice 3",45.96879,15.16282
VE 6000 - NOVO MESTO,VO 6007 - SEVNICA,34,"Vinski dvor Malkovec, Malkovec 11",45.95061,15.21115
VE 6000 - NOVO MESTO,VO 6007 - SEVNICA,35,"GD Telče, Telče 12 B",,
VE 6000 - NOVO MESTO,VO 6007 - SEVNICA,36,"GD Zabukovje nad Sevnico, Zabukovje nad S. 16 D",,
VE 6000 - NOVO MESTO,VO 6007 - SEVNICA,37,"GD Trnovec, Trnovec 3 A",,
VE 6000 - NOVO MESTO,VO 6007 - SEVNICA,38,"Podgorje - Janez Podlesnik, Podgorje ob S. 17 B",,
VE 6000 - NOVO MESTO,VO 6007 - SEVNICA,39,"OŠ Bučka, Bučka 27",45.9287585,15.3172726
VE 6000 - NOVO MESTO,VO 6007 - SEVNICA,40,"GD Zagrad, Zagrad 36",46.53332,14.92757
VE 6000 - NOVO MESTO,VO 6007 - SEVNICA,41,"GD Dolenje Dole, Dolenje Dole 24b",,
VE 6000 - NOVO MESTO,VO 6007 - SEVNICA,42,"Dvorana Metelkovega doma Škocjan, Škocjan 35",45.90667,15.29139
VE 6000 - NOVO MESTO,VO 6007 - SEVNICA,43,"Novi GD Grmovlje, Grmovlje 50",45.90107,15.31614
VE 6000 - NOVO MESTO,VO 6007 - SEVNICA,44,"GD Dobrava pri Škocjanu, Dobrava pri Škocjanu 59",45.87452,15.31872
VE 6000 - NOVO MESTO,VO 6007 - SEVNICA,45,"GD Tomažja vas, Tomažja vas 35",45.87903,15.29795
VE 6000 - NOVO MESTO,VO 6008 - LAŠKO,1,"Center starejših, Savinjsko nabrežje 6",,
VE 6000 - NOVO MESTO,VO 6008 - LAŠKO,2,"Kulturni center, Trg svobode 6 ",,
VE 6000 - NOVO MESTO,VO 6008 - LAŠKO,3,"OŠ Debro, Poženelova ul. 26",,
VE 6000 - NOVO MESTO,VO 6008 - LAŠKO,4,"ZASTOR d.o.o., Sp. Rečica 80D",,
VE 6000 - NOVO MESTO,VO 6008 - LAŠKO,5,"Sindikalni dom, Huda Jama 1",46.15914,15.18655
VE 6000 - NOVO MESTO,VO 6008 - LAŠKO,6,"Veterinarska postaja, Marija Gradec 36a",,
VE 6000 - NOVO MESTO,VO 6008 - LAŠKO,7,"Zvonka Dečman, Lahomšek 4",46.14942,15.25086
VE 6000 - NOVO MESTO,VO 6008 - LAŠKO,8,"Na Slogah, Tevče 2 ",46.14333,15.28739
VE 6000 - NOVO MESTO,VO 6008 - LAŠKO,9,"Gasilski dom, Vrh nad Laškim 9a ",,
VE 6000 - NOVO MESTO,VO 6008 - LAŠKO,10,"OŠ Šentrupert, Šentrupert 89",46.62583,15.71278
VE 6000 - NOVO MESTO,VO 6008 - LAŠKO,11,"Strelski dom, Mala Breza 37c ",,
VE 6000 - NOVO MESTO,VO 6008 - LAŠKO,12,"Kulturni dom, Trobni dol 38a",,
VE 6000 - NOVO MESTO,VO 6008 - LAŠKO,13,"OŠ A. Aškerc, Aškerčeva c. 1",,
VE 6000 - NOVO MESTO,VO 6008 - LAŠKO,14,"Šola Lažiše, Laziše 27 ",46.1259,15.24353
VE 6000 - NOVO MESTO,VO 6008 - LAŠKO,15,"Karel Veber, Brodnice 12 ",46.11375,15.27355
VE 6000 - NOVO MESTO,VO 6008 - LAŠKO,16,"Matevž Deželak, Lože 1 ",45.82778,13.93889
VE 6000 - NOVO MESTO,VO 6008 - LAŠKO,17,"OŠ Jurklošter, Jurklošter 23",46.0941821,15.3438836
VE 6000 - NOVO MESTO,VO 6008 - LAŠKO,18,"Bife Racman, Mrzlo Polje 8a ",,
VE 6000 - NOVO MESTO,VO 6008 - LAŠKO,19,"Anton Vresk, Polana 21 ",46.48295,15.60782
VE 6000 - NOVO MESTO,VO 6008 - LAŠKO,20,"OŠ Sedraž, Sedraž 21 ",46.1433,15.17734
VE 6000 - NOVO MESTO,VO 6008 - LAŠKO,21,"OŠ Zidani Most, Zidani Most 34",46.08823,15.17284
VE 6000 - NOVO MESTO,VO 6008 - LAŠKO,22,"Gasilski dom, Zidani Most 12 ",46.08823,15.17284
VE 6000 - NOVO MESTO,VO 6008 - LAŠKO,23,"Dom kulture, Gledališka pot 2",,
VE 6000 - NOVO MESTO,VO 6008 - LAŠKO,24,"Knjižnica Radeče, Ul. OF 2",46.0656455,15.1819224
VE 6000 - NOVO MESTO,VO 6008 - LAŠKO,25,"Prostor društva inv., Titova ul. 107",,
VE 6000 - NOVO MESTO,VO 6008 - LAŠKO,26,"Vrtec Radeče, Kolenov graben 6 ",46.0640102,15.185745
VE 6000 - NOVO MESTO,VO 6008 - LAŠKO,27,"Ribič Rado, Obrežje 21 ",45.84844,15.69394
VE 6000 - NOVO MESTO,VO 6008 - LAŠKO,28,"Gostilna Strnad, Hotemež 6 ",46.0550146,15.1923001
VE 6000 - NOVO MESTO,VO 6008 - LAŠKO,29,"Plaznik Leopold,  Jelovo 7 ",46.07343,15.15203
VE 6000 - NOVO MESTO,VO 6008 - LAŠKO,30,"Gasilski dom, Jagnjenica 14 ",46.05903,15.12511
VE 6000 - NOVO MESTO,VO 6008 - LAŠKO,31,"PGD Svibno, Svibno 18a",,
VE 6000 - NOVO MESTO,VO 6008 - LAŠKO,32," KS Vrhovo, Vrhovo 43a",,
VE 6000 - NOVO MESTO,VO 6009 - LITIJA,1,"GD SOBRAČE, Sobrače 16",45.99056,14.87667
VE 6000 - NOVO MESTO,VO 6009 - LITIJA,2,"Pri Kovaču, Graška c. 64",,
VE 6000 - NOVO MESTO,VO 6009 - LITIJA,3,"OŠ Gradec, Bevkova ul.3",,
VE 6000 - NOVO MESTO,VO 6009 - LITIJA,4,"Dvorana TNS, Trg na Stavbah 8",,
