Volilna enota,Volilni okraj,ID Volišča,Volišče,Latitude,Longitude
VE 3000 - LJUBLJANA CENTER,VO 3009 - LJUBLJANA ŠIŠKA 2,4,"OŠ Koseze, Ledarska ul. 23",46.0737494,14.469134
VE 3000 - LJUBLJANA CENTER,VO 3009 - LJUBLJANA ŠIŠKA 2,5,"OŠ Koseze, Ledarska ul. 23",46.0737494,14.469134
VE 3000 - LJUBLJANA CENTER,VO 3009 - LJUBLJANA ŠIŠKA 2,6,"OŠ Koseze, Ledarska ul. 23",46.0737494,14.469134
VE 3000 - LJUBLJANA CENTER,VO 3009 - LJUBLJANA ŠIŠKA 2,7,"OŠ Koseze, Ledarska ul. 23",46.0737494,14.469134
VE 3000 - LJUBLJANA CENTER,VO 3009 - LJUBLJANA ŠIŠKA 2,8,"OŠ Koseze, Ledarska ul. 23",46.0737494,14.469134
VE 3000 - LJUBLJANA CENTER,VO 3009 - LJUBLJANA ŠIŠKA 2,9,"OŠ Hinka Smrekarja, Gorazdova ul. 16",46.073797,14.4885088
VE 3000 - LJUBLJANA CENTER,VO 3009 - LJUBLJANA ŠIŠKA 2,10,"OŠ Hinka Smrekarja, Gorazdova ul. 16",46.073797,14.4885088
VE 3000 - LJUBLJANA CENTER,VO 3009 - LJUBLJANA ŠIŠKA 2,11,"OŠ Hinka Smrekarja, Gorazdova ul. 16",46.073797,14.4885088
VE 3000 - LJUBLJANA CENTER,VO 3009 - LJUBLJANA ŠIŠKA 2,12,"OŠ Hinka Smrekarja, Gorazdova ul. 16",46.073797,14.4885088
VE 3000 - LJUBLJANA CENTER,VO 3009 - LJUBLJANA ŠIŠKA 2,14,"OŠ Valentina Vodnika, Adamičeva ul. 16",46.0755614,14.4782099
VE 3000 - LJUBLJANA CENTER,VO 3009 - LJUBLJANA ŠIŠKA 2,16,"OŠ Valentina Vodnika, Adamičeva ul. 16",46.0755614,14.4782099
VE 3000 - LJUBLJANA CENTER,VO 3009 - LJUBLJANA ŠIŠKA 2,17,"OŠ Dravlje, Klopčičeva ul. 1",46.0800595,14.4775118
VE 3000 - LJUBLJANA CENTER,VO 3009 - LJUBLJANA ŠIŠKA 2,18,"OŠ Dravlje, Klopčičeva ul. 1",46.0800595,14.4775118
