Volilna enota,Volilni okraj,ID Volišča,Volišče,Latitude,Longitude
VE 7000 - MARIBOR,VO 7004 - RUŠE,1,"DK Bistrica ob Dravi, Ulica 27. decembra 2",,
VE 7000 - MARIBOR,VO 7004 - RUŠE,3,"Gostilna Koper, Log 84",46.01667,14.36667
VE 7000 - MARIBOR,VO 7004 - RUŠE,5,"Občina Lovrenc, Spodnji trg 8",,
VE 7000 - MARIBOR,VO 7004 - RUŠE,7,"OŠ Lovrenc, Šolska ul. 6",46.5408762,15.3876462
VE 7000 - MARIBOR,VO 7004 - RUŠE,8,"PC Lovrenc, Gornji trg 62",,
VE 7000 - MARIBOR,VO 7004 - RUŠE,10,"Pošta Činžat, Činžat 28",46.53333,15.43333
VE 7000 - MARIBOR,VO 7004 - RUŠE,11,"DK Bezena, Bezena 17",46.54798,15.53334
VE 7000 - MARIBOR,VO 7004 - RUŠE,12,"LD Lobnica, Lobnica 20 c",,
VE 7000 - MARIBOR,VO 7004 - RUŠE,14,"JZ RAST Ruše, Mariborska c. 31",,
VE 7000 - MARIBOR,VO 7004 - RUŠE,16,"Knjižnica J.G. Ruše, Falska c. 18",,
VE 7000 - MARIBOR,VO 7004 - RUŠE,17,"GD Slemen, Sp. Slemen 27",,
VE 7000 - MARIBOR,VO 7004 - RUŠE,18,"KZ Zadružnik, Sp.Selnica 5",,
VE 7000 - MARIBOR,VO 7004 - RUŠE,19,"OŠ Selnica, Mariborska c.30",46.5509533,15.4894101
VE 7000 - MARIBOR,VO 7004 - RUŠE,20,"Gostilna Hojnik, Janževa gora 28",46.55475,15.47443
VE 7000 - MARIBOR,VO 7004 - RUŠE,21,"OŠ Gradišče, Gradišče na Kozjaku 39",46.6379566,15.4273737
VE 7000 - MARIBOR,VO 7004 - RUŠE,22,"DLO Duh, Sv. Duh na Ostr. vrhu 47",,
VE 7000 - MARIBOR,VO 7004 - RUŠE,23,"GD Smolnik, Gasilska ul. 7",,
VE 7000 - MARIBOR,VO 7004 - RUŠE,24,"DK Smolnik, Glazerjeva ul. 29",,
VE 7000 - MARIBOR,VO 7004 - RUŠE,26,"Gostilna Drozg, Fala 18",,
VE 7000 - MARIBOR,VO 7005 - MARIBOR 1,1,"OŠ Reka Pohorje, Hočko Pohorje 1",46.4889682,15.6132759
VE 7000 - MARIBOR,VO 7005 - MARIBOR 1,2,"Hotel Tisa, Hočko Pohorje 40",46.50265,15.57303
VE 7000 - MARIBOR,VO 7005 - MARIBOR 1,3,"Vrtec Borisa Pečeta, enota Bresternica, Na Gaj 4",,
VE 7000 - MARIBOR,VO 7005 - MARIBOR 1,5,"Šolska zgradba, Šober 1",46.6,15.56667
VE 7000 - MARIBOR,VO 7005 - MARIBOR 1,6,"OŠ R. Robiča, Limbuška c. 62",,
VE 7000 - MARIBOR,VO 7005 - MARIBOR 1,8,"Vrtec Studenci, enota Pekre, Bezjakova ul. 2",,
VE 7000 - MARIBOR,VO 7005 - MARIBOR 1,9,"Vrtec Studenci, enota Pekre, Bezjakova ul. 2",,
VE 7000 - MARIBOR,VO 7005 - MARIBOR 1,10,"KD Kamnica, Vrbanska c. 97",,
VE 7000 - MARIBOR,VO 7005 - MARIBOR 1,11,"KD Kamnica, Vrbanska c. 97",,
