Volilna enota,Volilni okraj,ID Volišča,Volišče,Latitude,Longitude
VE 5000 - CELJE,VO 5001 - ŠENTJUR,33,"OŠ Hruševec 2, Gajstova pot 2a, Šentjur",46.2081443,15.390214
VE 5000 - CELJE,VO 5001 - ŠENTJUR,34,"Kovač-Reberšak, Vrbno 16, Šentjur",46.21722,15.3975
VE 5000 - CELJE,VO 5001 - ŠENTJUR,36,"KD Dobje, Dobje 26, Dobje pri Planini",46.13747,15.39412
VE 5000 - CELJE,VO 5001 - ŠENTJUR,39,"OŠ F. Malgaja, Ul. skl. Ipavcev 2, Šentjur",46.21722,15.3975
VE 5000 - CELJE,VO 5001 - ŠENTJUR,40,"OŠ Dobje, Dobje 20a, Dobje pri Planini",46.1345191,15.3891819
VE 5000 - CELJE,VO 5002 - CELJE 1,1,"OŠ Hudinja, Mariborska c. 125, Celje",46.2490552,15.2784623
VE 5000 - CELJE,VO 5002 - CELJE 1,3,"Sedež MČ Hudinja, Ul. F. žrtev 17/a, Celje",46.23092,15.26044
VE 5000 - CELJE,VO 5002 - CELJE 1,4,"Hrastnik Miroslav, Vrhe 42, Teharje",46.23028,15.30222
VE 5000 - CELJE,VO 5002 - CELJE 1,5,"Ostrožnik - Horvat Karina, Bukovžlak 51/a",,
VE 5000 - CELJE,VO 5002 - CELJE 1,6,"Dvorana KS Teharje, Teharje 14",46.23028,15.30222
VE 5000 - CELJE,VO 5002 - CELJE 1,7,"OŠ Lava, Pucova ul. 7, Celje",46.23092,15.26044
VE 5000 - CELJE,VO 5002 - CELJE 1,8,"Sedež MČ Lava, Iršičeva ul. 2/a, Celje",46.23092,15.26044
VE 5000 - CELJE,VO 5002 - CELJE 1,9,"GD Ostrožno, C. na Ostrožno 90, Celje",46.23092,15.26044
VE 5000 - CELJE,VO 5002 - CELJE 1,10,"GD Lopata, Lopata 49, Celje",46.23092,15.26044
VE 5000 - CELJE,VO 5002 - CELJE 1,11,"GD Lokrovec, Lokrovec 57, Celje",46.23092,15.26044
VE 5000 - CELJE,VO 5002 - CELJE 1,12,"Klenovšek J., Dobrova 16, Celje",46.23092,15.26044
VE 5000 - CELJE,VO 5002 - CELJE 1,13,"Dom krajanov, Šmartno v Rožni dolini 5",46.29453,15.24314
VE 5000 - CELJE,VO 5002 - CELJE 1,14,"KD Škofja vas, Škofja vas 38",46.2677915,15.2858948
VE 5000 - CELJE,VO 5002 - CELJE 1,15,"Gostilna Tepež, Runtole 3, Škofja vas",46.26792,15.29117
VE 5000 - CELJE,VO 5002 - CELJE 1,19,"Dom KS Ljubečna, Kocbekova c. 45, Ljubečna",46.25567,15.3243
