Volilna enota,Volilni okraj,ID Volišča,Volišče
VE 5000 - CELJE,VO 5001 - ŠENTJUR,33,"OŠ Hruševec 2, Gajstova pot 2a, Šentjur"
VE 5000 - CELJE,VO 5001 - ŠENTJUR,34,"Kovač-Reberšak, Vrbno 16, Šentjur"
VE 5000 - CELJE,VO 5001 - ŠENTJUR,36,"KD Dobje, Dobje 26, Dobje pri Planini"
VE 5000 - CELJE,VO 5001 - ŠENTJUR,39,"OŠ F. Malgaja, Ul. skl. Ipavcev 2, Šentjur"
VE 5000 - CELJE,VO 5001 - ŠENTJUR,40,"OŠ Dobje, Dobje 20a, Dobje pri Planini"
VE 5000 - CELJE,VO 5002 - CELJE 1,1,"OŠ Hudinja, Mariborska c. 125, Celje"
VE 5000 - CELJE,VO 5002 - CELJE 1,3,"Sedež MČ Hudinja, Ul. F. žrtev 17/a, Celje"
VE 5000 - CELJE,VO 5002 - CELJE 1,4,"Hrastnik Miroslav, Vrhe 42, Teharje"
VE 5000 - CELJE,VO 5002 - CELJE 1,5,"Ostrožnik - Horvat Karina, Bukovžlak 51/a"
VE 5000 - CELJE,VO 5002 - CELJE 1,6,"Dvorana KS Teharje, Teharje 14"
VE 5000 - CELJE,VO 5002 - CELJE 1,7,"OŠ Lava, Pucova ul. 7, Celje"
VE 5000 - CELJE,VO 5002 - CELJE 1,8,"Sedež MČ Lava, Iršičeva ul. 2/a, Celje"
VE 5000 - CELJE,VO 5002 - CELJE 1,9,"GD Ostrožno, C. na Ostrožno 90, Celje"
VE 5000 - CELJE,VO 5002 - CELJE 1,10,"GD Lopata, Lopata 49, Celje"
VE 5000 - CELJE,VO 5002 - CELJE 1,11,"GD Lokrovec, Lokrovec 57, Celje"
VE 5000 - CELJE,VO 5002 - CELJE 1,12,"Klenovšek J., Dobrova 16, Celje"
VE 5000 - CELJE,VO 5002 - CELJE 1,13,"Dom krajanov, Šmartno v Rožni dolini 5"
VE 5000 - CELJE,VO 5002 - CELJE 1,14,"KD Škofja vas, Škofja vas 38"
VE 5000 - CELJE,VO 5002 - CELJE 1,15,"Gostilna Tepež, Runtole 3, Škofja vas"
VE 5000 - CELJE,VO 5002 - CELJE 1,19,"Dom KS Ljubečna, Kocbekova c. 45, Ljubečna"
VE 5000 - CELJE,VO 5002 - CELJE 1,21,"Športno društvo Začret, Začret"
VE 5000 - CELJE,VO 5002 - CELJE 1,23,"IV. OŠ,  Dečkova cesta 60, Celje"
VE 5000 - CELJE,VO 5002 - CELJE 1,24,"GD Prožinska vas, Prožinska vas 33, Štore"
VE 5000 - CELJE,VO 5002 - CELJE 1,25,"OŠ Kompole, Kompole 92, Štore"
VE 5000 - CELJE,VO 5002 - CELJE 1,26,"Šuhel Pavel, Laška vas 41, Štore"
VE 5000 - CELJE,VO 5002 - CELJE 1,27,"Zlatko Cmok, Pečovje 4/a, Štore"
VE 5000 - CELJE,VO 5002 - CELJE 1,29,"KD Štore, C. XIV. divizije 29, Štore"
VE 5000 - CELJE,VO 5002 - CELJE 1,30,"Gobec Drago, Šentjanž nad Štorami 26"
VE 5000 - CELJE,VO 5002 - CELJE 1,31,"OŠ Štore, Ul. Cvetke Jerin 5, Štore"
VE 5000 - CELJE,VO 5002 - CELJE 1,32,"Župnišče Svetina, Svetina 13, Štore"
VE 5000 - CELJE,VO 5002 - CELJE 1,35,"OŠ A. Bezenška Frankolovo, Frankolovo 11 "
VE 5000 - CELJE,VO 5002 - CELJE 1,36,"Kračun Martin, Bezenškovo Bukovje 9/a"
VE 5000 - CELJE,VO 5002 - CELJE 1,38,"Karo Janez, Lindek 7, Frankolovo"
VE 5000 - CELJE,VO 5002 - CELJE 1,40,"GD Frankolovo, Stražica 2, Frankolovo"
VE 5000 - CELJE,VO 5002 - CELJE 1,44,"Večnamenska dvorana, POŠ Nova Cerkev 41"
VE 5000 - CELJE,VO 5002 - CELJE 1,45,"Gasilski dom Socka, Socka 64"
VE 5000 - CELJE,VO 5002 - CELJE 1,47,"GD Lemberg, Lemberg pri Novi Cerkvi  19"
VE 5000 - CELJE,VO 5002 - CELJE 1,51,"OŠ Vojnik, Prušnikova ul. 14, Vojnik"
VE 5000 - CELJE,VO 5002 - CELJE 1,52,"OŠ Vojnik, Prušnikova ul. 14, Vojnik"
VE 5000 - CELJE,VO 5002 - CELJE 1,53,"OSTRI, Ravnak Ivan, Celjska c. 2/b, Vojnik"
VE 5000 - CELJE,VO 5002 - CELJE 1,55,"Florjan Rečnik, Razgor 18b, Vojnik"
VE 5000 - CELJE,VO 5002 - CELJE 1,56,"Avto Čepin, Pot v Lešje 1, Vojnik"
