Volilna enota,Volilni okraj,ID Volišča,Volišče
VE 8000 - PTUJ,VO 8008 - PESNICA,14,"Kulturni dom Sladki Vrh, Sladki Vrh 3"
VE 8000 - PTUJ,VO 8008 - PESNICA,15,"Lovski dom, Vranji Vrh 7"
VE 8000 - PTUJ,VO 8008 - PESNICA,17,"Kulturno prosvetni dom Šentilj, Maistrova ul. 7"
VE 8000 - PTUJ,VO 8008 - PESNICA,18,"Kranvogel, Kaniža 24"
VE 8000 - PTUJ,VO 8008 - PESNICA,19,"Kulturno prosvetni dom Šentilj, Maistrova ul.7"
VE 8000 - PTUJ,VO 8008 - PESNICA,20,"Osnovna šola Zg. Velka, Zg. Velka 41"
VE 8000 - PTUJ,VO 8008 - PESNICA,21,"Farasin Branka, Trate 14"
VE 8000 - PTUJ,VO 8008 - PESNICA,22,"Rajšp Franc, Sp. Velka 61"
VE 8000 - PTUJ,VO 8008 - PESNICA,25,"VS Zg. Kungota, Plintovec 1"
VE 8000 - PTUJ,VO 8008 - PESNICA,26,"Mulec, Ročica 40"
VE 8000 - PTUJ,VO 8008 - PESNICA,27,"KS Pernica, Pernica 8"
VE 8000 - PTUJ,VO 8009 - PTUJ 1,1,"VD Vitomarci, Vitomarci 48a"
VE 8000 - PTUJ,VO 8009 - PTUJ 1,2,"Kocuvan Marica, Rjavci 21"
VE 8000 - PTUJ,VO 8009 - PTUJ 1,4,"Fras Stanko, Novinci 54 "
VE 8000 - PTUJ,VO 8009 - PTUJ 1,8,"Korent Roman, Črmlja 12"
VE 8000 - PTUJ,VO 8009 - PTUJ 1,9,"Maguša Janez, Sovjak 1a"
VE 8000 - PTUJ,VO 8009 - PTUJ 1,10,"GD Biš, Biš 20a"
VE 8000 - PTUJ,VO 8009 - PTUJ 1,11,"Trinkaus Tatjana, Bišečki Vrh 41"
VE 8000 - PTUJ,VO 8009 - PTUJ 1,12,"Vaški dom Ločič, Ločič 21a"
VE 8000 - PTUJ,VO 8009 - PTUJ 1,13,"VD Trnovska vas, Trnovska vas 38"
VE 8000 - PTUJ,VO 8009 - PTUJ 1,14,"Brumen Elizabeta, Trnovski Vrh 14"
VE 8000 - PTUJ,VO 8009 - PTUJ 1,15,"GD Destrnik, Destrnik 9"
