Volilna enota,Volilni okraj,ID Volišča,Volišče
VE 5000 - CELJE,VO 5005 - ŽALEC 2,17,"GD Sv. Lovrenc, Sv. Lovrenc 25"
VE 5000 - CELJE,VO 5005 - ŽALEC 2,18,"PD Marija Reka, Marija Reka 35"
VE 5000 - CELJE,VO 5005 - ŽALEC 2,19,"GD Trnava, Trnava 9"
VE 5000 - CELJE,VO 5005 - ŽALEC 2,20,"Dom kulture Braslovče I, Braslovče 2a"
VE 5000 - CELJE,VO 5005 - ŽALEC 2,21,"GD Parižlje, Parižlje 13"
VE 5000 - CELJE,VO 5005 - ŽALEC 2,22,"GD Dobrovlje, Dobrovlje 8a"
VE 5000 - CELJE,VO 5005 - ŽALEC 2,23,"DK Gomilsko, Gomilsko 22a"
VE 5000 - CELJE,VO 5005 - ŽALEC 2,24,"ŠD Šmatevž, Šmatevž 29b"
VE 5000 - CELJE,VO 5005 - ŽALEC 2,25,"GD Grajska vas, Grajska vas 15"
VE 5000 - CELJE,VO 5005 - ŽALEC 2,26,"KD Letuš, Letuš 67a"
VE 5000 - CELJE,VO 5005 - ŽALEC 2,27,"DK Tabor, Tabor 25"
VE 5000 - CELJE,VO 5005 - ŽALEC 2,28,"GD Kapla, Kapla 45a"
VE 5000 - CELJE,VO 5005 - ŽALEC 2,29,"GD Loke, Loke 21"
VE 5000 - CELJE,VO 5005 - ŽALEC 2,30,"KD Vransko, Vransko 134"
VE 5000 - CELJE,VO 5005 - ŽALEC 2,31,"GD Tešova, Tešova 14b"
VE 5000 - CELJE,VO 5005 - ŽALEC 2,32,"GD Ločica, Ločica pri Vranskem 49"
VE 5000 - CELJE,VO 5005 - ŽALEC 2,33," Kamp Podgrad, Prapreče 30, 3305 Vransko"
VE 5000 - CELJE,VO 5005 - ŽALEC 2,34,"Alojz Ferme, Limovce 3"
VE 5000 - CELJE,VO 5005 - ŽALEC 2,35,"GD Prekopa, Prekopa 9"
VE 5000 - CELJE,VO 5005 - ŽALEC 2,36,"DK Čeplje, Čeplje 13b"
VE 5000 - CELJE,VO 5005 - ŽALEC 2,37,"Dom kulture Braslovče II, Braslovče 2a"
VE 5000 - CELJE,VO 5005 - ŽALEC 2,38,"OŠ Griže II, Griže 1a"
VE 5000 - CELJE,VO 5006 - MOZIRJE,1,"KD Bočna, Bočna, Bočna 63"
VE 5000 - CELJE,VO 5006 - MOZIRJE,2,"Galerija Štekl, Gornji Grad, Attemsov trg 2"
VE 5000 - CELJE,VO 5006 - MOZIRJE,3,"KD Šmiklavž, Nova Štifta, Šmiklavž 3"
VE 5000 - CELJE,VO 5006 - MOZIRJE,4,"OŠ Ljubno, Ljubno ob Savinji, Cesta v Rastke 10"
VE 5000 - CELJE,VO 5006 - MOZIRJE,5,"GD Radmirje, Radmirje 43"
VE 5000 - CELJE,VO 5006 - MOZIRJE,6,"GD Okonina, Okonina 21"
VE 5000 - CELJE,VO 5006 - MOZIRJE,7,"OŠ Luče, Luče 77"
VE 5000 - CELJE,VO 5006 - MOZIRJE,8,"Gostilna Struge, Raduha 1"
VE 5000 - CELJE,VO 5006 - MOZIRJE,9,"Gostilna Polanšek, Podvolovljek 35"
VE 5000 - CELJE,VO 5006 - MOZIRJE,10,"Center Rinka, Sejna soba, Solčava 29"
VE 5000 - CELJE,VO 5006 - MOZIRJE,11,"OŠ Mozirje, Mozirje, Šolska ul. 23"
VE 5000 - CELJE,VO 5006 - MOZIRJE,12,"Kmetija Levc, Loke pri Mozirju 19"
VE 5000 - CELJE,VO 5006 - MOZIRJE,13,"Upravni center Mozirje, Mozirje, Šmihelska c. 2"
VE 5000 - CELJE,VO 5006 - MOZIRJE,14,"Šola Lepa Njiva, Lepa Njiva 87"
VE 5000 - CELJE,VO 5006 - MOZIRJE,15,"Šola Šmihel, Šmihel nad Mozirjem 28"
VE 5000 - CELJE,VO 5006 - MOZIRJE,16,"Kmetija Žagar, Dobrovlje pri Mozirju 17"
VE 5000 - CELJE,VO 5006 - MOZIRJE,17,"Medgeneracijski center, Rečica ob Savinji 61"
VE 5000 - CELJE,VO 5006 - MOZIRJE,18,"Gostilna Markelj, Spodnja Rečica 63"
VE 5000 - CELJE,VO 5006 - MOZIRJE,19,"Tehnično pregledni center A.M. Miklavc, Nizka 21"
VE 5000 - CELJE,VO 5006 - MOZIRJE,20,"GD Spodnje Pobrežje, Sp. Pobrežje 2"
VE 5000 - CELJE,VO 5006 - MOZIRJE,21,"GD Lačja vas, Lačja vas 8"
VE 5000 - CELJE,VO 5006 - MOZIRJE,22,"Šola Šmartno ob Dreti, Šmartno ob Dreti 27"
VE 5000 - CELJE,VO 5006 - MOZIRJE,23,"DK Nazarje, Nazarje, Savinjska c. 2"
VE 5000 - CELJE,VO 5007 - VELENJE 1,1,"DK Bevče, Bevče 24"
VE 5000 - CELJE,VO 5007 - VELENJE 1,2,"OŠ Cirkovce, Škalske Cirkovce 11"
