Volilna enota,Volilni okraj,ID Volišča,Volišče
VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,45,Mereče 6
VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,46,Pomožni vaški prostor Podstenje
VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,47,Prostori KS Šembije
VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,48,Gasilski dom Knežak
VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,49,Vaški dom Bač
VE 2000 - POSTOJNA,VO 2007 - ILIRSKA BISTRICA,50,Gasilski dom  Koritnice
VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,1,Osnovna šola Pivka
VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,2,Osnovna šola Pivka
VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,3,Osnovna šola Pivka
VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,5,Gasilski dom Palčje
VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,6,Kulturni dom Juršče
VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,7,Gasilski dom Zagorje
VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,8,Osnovna šola Šmihel
VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,9,O.Š. Dolnja Košana 61
VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,10,"Hiša Požar, Čepno 15"
VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,11,Kontejner na otroškem igrišču Volče
VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,12,"Hiša Biščak Anton, Buje"
VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,13,"Vaška hiša, Suhorje 23a"
VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,14,"Stara  o.š., Kal 90"
VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,15,"Gostilna Miranda, Selce"
VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,16,"Srednja gozda., lesar. in zdrav. šola Postojna"
VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,17,"Avla Inšt. za razis. Krasa ZRC SAZU, Titov trg 2"
VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,19,"Mala dvorana KD Postojna, Gregorčičev drev. 2b, Po"
VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,20,"Gostilna ""Brne"""
VE 2000 - POSTOJNA,VO 2008 - POSTOJNA,21,"O.Š. ""A. Globočnika"", Postojna"
