Volilna enota,Volilni okraj,ID Volišča,Volišče
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,11,Vaški dom Kastelec 
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,12,Stara šola Črnotiče 
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,13,Gasilski dom Dol 
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,14,Vaški dom Hrastovlje 
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,15,Prkičeva hiša Podpeč 
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,16,Dvorana Bezovica 
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,17,Pomožni objekt Loka 
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,18,Pomožni objekt Predloka
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,19,Kulturni dom Dekani 
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,20,Kulturni dom Dekani 
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,21,Kulturni dom Gračišče 
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,22,Dvorana Kubed 
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,23,Gasilski dom Movraž
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,24,Zadružni dom Sočerga
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,25,Lovski dom Trebeše 
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,26,Stara šola Pregara
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,27,Stara šola Hrvoji
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,28,Dom krajanov Brezovica
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,29,Gasilski dom Hrvatini
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,30,Gasilski dom Hrvatini
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,31,Zadružni dom Marezige 
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,32,Vaški dom Trsek 
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,33,Dvorana Babiči 
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,34,Kulturni dom Lopar 
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,35,Stara šola Truške 
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,36,Narodni dom  Pobegi
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,37,Zadružni dom Pobegi 
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,38,OŠ Elvire Vatovec - podružnica Sv. Anton
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,39,Zadružni dom Kondor Vanganel 
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,40,Srednja tehniška šola Koper
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,41,Srednja tehniška šola Koper
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,42,Srednja tehniška šola Koper
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,43,OŠ Oskarja Kovačiča Škofije
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,44,OŠ Oskarja Kovačiča Škofije
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,45,OŠ Oskarja Kovačiča Škofije
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,46,OŠ Oskarja Kovačiča Škofije
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,47,OŠ Šmarje 
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,48,Stara šola Gažon 
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,49,Stara šola Pomjan 
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,50,Zadružni dom Krkavče
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,51,Stara šola Puče 
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,52,Stara šola Koštabona
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,53,Krajevna skupnost Vanganel 
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,54,Stara šola Podgorje
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,55,Krajevna skupnost Rakitovec
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,56,Vaški dom Zazid
VE 2000 - POSTOJNA,VO 2005 - KOPER 2,57,OŠ Elvire Vatovec - podružnica Sv. Anton
VE 2000 - POSTOJNA,VO 2006 - SEŽANA,1,"Avber, bivša OŠ, Avber 41"
VE 2000 - POSTOJNA,VO 2006 - SEŽANA,2,"Dane pri Sežani, Dom na Padulu, Dane 17 A"
VE 2000 - POSTOJNA,VO 2006 - SEŽANA,3,"Dutovlje,  Bunčetova domačija, Dutovlje 65"
VE 2000 - POSTOJNA,VO 2006 - SEŽANA,4,"Kreplje, Vaški dom, Kreplje bš"
VE 2000 - POSTOJNA,VO 2006 - SEŽANA,5,"Skopo, vaška dvorana, Skopo 49"
VE 2000 - POSTOJNA,VO 2006 - SEŽANA,6,"Kopriva, dvorana vaške skupnosti, Kopriva 14"
VE 2000 - POSTOJNA,VO 2006 - SEŽANA,7,"Krajna vas, hiša Gec Cvetke, Krajna vas 40"
VE 2000 - POSTOJNA,VO 2006 - SEŽANA,8,"Kazlje, dom KS, Kazlje 40"
VE 2000 - POSTOJNA,VO 2006 - SEŽANA,9,"Lokev, KD, Lokev 139"
