Volilna enota,Volilni okraj,ID Volišča,Volišče
VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,15,"prostori DRUŽINE MEJAČ, ŠAVNA PEČ 5"
VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,16,"prostori STANOVANJSKE HIŠE KMETIČ, KRNICE 15b"
VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,17,BIVŠA OSNOVNA ŠOLA PODKRAJ
VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,18,ZADRUŽNI DOM PRAPRETNO
VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,19,ZADRUŽNI DOM ČEČE
VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,20,"Osnovna šola Alojza Hohkrauta, Trg  revolucije 19"
VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,21,"OŠ ALOJZA HOHKRAUTA, TRG REVOLUCIJE 19, TRBOVLJE"
VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,22,"Delavski Dom Trbovlje, Trg svobode 11a, avla doma"
VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,23,"DKD Svoboda Dobrna, Ribnik 17"
VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,24,"Srednja tehniška in poklicna šola, Šuštarjeva 7a"
VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,25,"Dom upokojencev Franc Salamon, Kol.1.maja 21"
VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,26,"Osnovna šola Tončke Čeč, Keršičeva cesta 50"
VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,27,"Srednja tehniška in poklicna šola, Novi dom 60"
VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,28,"Sejna dvorana Občine Trbovlje, Mestni trg 4"
VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,29,"KD Svoboda Trbovlje, Trg Franca Fakina 4"
VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,30,"JP Komunala Trbovlje, Savinjska cesta 11a"
VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,31,"Gasilsko društvoTrbovlje, Savinjska cesta 35"
VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,32,"ŠD Rudar, Rudarska cesta 6, vhod spodaj"
VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,33,"Sejna dvorana Občine Trbovlje, Mestni trg 4"
VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,34,"Osnovna šola Trbovlje, Mestni trg 6, telovadnica"
VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,35,"Sejna soba KS Franc Salamon, Gabrsko 40/a"
VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,36,"CEMENTARNA HOLCIM d.o.o., KOLODVORSKA C. 5"
VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,37,"Gasilski dom Čeče, Čeče 4/a"
VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,38,"Prostovoljno gasilsko društvo Dobovec, Dobovec 24"
VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,39,"Dom Tončke Čeč, Klek 32"
VE 6000 - NOVO MESTO,VO 6010 - HRASTNIK-TRBOVLJE,40,"Šola na Sveti Planini, Sveta Planina 28"
VE 6000 - NOVO MESTO,VO 6011 - ZAGORJE,1,"Delavski dom I, Cesta 9. avgusta 1, Zagorje      "
VE 6000 - NOVO MESTO,VO 6011 - ZAGORJE,2,"Delavski dom II, Cesta 9. avgusta 1, Zagorje"
VE 6000 - NOVO MESTO,VO 6011 - ZAGORJE,3,"Glasbena šola Zagorje ob Savi I, Kolodvorska c. 2"
VE 6000 - NOVO MESTO,VO 6011 - ZAGORJE,4,"Glasbena šola Zagorje ob Savi II,Kolodvorska c.2 "
VE 6000 - NOVO MESTO,VO 6011 - ZAGORJE,6,"OŠ Toneta Okrogarja, Šolska ulica 1, Zagorje"
VE 6000 - NOVO MESTO,VO 6011 - ZAGORJE,7,"PGD Ravenska vas, Ravenska vas 3, Zagorje ob Savi"
VE 6000 - NOVO MESTO,VO 6011 - ZAGORJE,8,"PGD Kotredež, Kotredež 12, Zagorje ob Savi"
VE 6000 - NOVO MESTO,VO 6011 - ZAGORJE,9,"VDC, Cesta 9.avgusta 59c, Zagorje ob Savi"
VE 6000 - NOVO MESTO,VO 6011 - ZAGORJE,11,"PGD Loke, Loke pri Zagorju 37,Kisovec"
VE 6000 - NOVO MESTO,VO 6011 - ZAGORJE,12,"Dom Kulture Kisovec,Trg Pohorskega bataljona 24"
VE 6000 - NOVO MESTO,VO 6011 - ZAGORJE,13,"NK Svoboda Kisovec, Naselje na Šahtu 37, Kisovec"
VE 6000 - NOVO MESTO,VO 6011 - ZAGORJE,14,"PGD Čolnišče, Čolnišče 12, Zagorje ob Savi"
VE 6000 - NOVO MESTO,VO 6011 - ZAGORJE,15,"OŠ Ivana Kavčiča I, Izlake 4, Izlake"
VE 6000 - NOVO MESTO,VO 6011 - ZAGORJE,16,"Hiša Zorec Dejana, Smučidol 4, Izlake"
VE 6000 - NOVO MESTO,VO 6011 - ZAGORJE,17,"OŠ Ivana Kavčiča II, Izlake 4, Izlake"
VE 6000 - NOVO MESTO,VO 6011 - ZAGORJE,19,"TD Šentgotard, Šentgotard 12, Trojane"
VE 6000 - NOVO MESTO,VO 6011 - ZAGORJE,20,"PGD Čemšenik, Čemšenik 16, Čemšenik"
VE 6000 - NOVO MESTO,VO 6011 - ZAGORJE,21,"hiša Sotenšek Doroteje, Jesenovo 31, Čemšenik"
VE 6000 - NOVO MESTO,VO 6011 - ZAGORJE,22,"Hiša Rozina Leonide, Jesenovo 38c, Čemšenik"
VE 6000 - NOVO MESTO,VO 6011 - ZAGORJE,23,"OŠ Mlinše, Mlinše 14, Izlake"
VE 6000 - NOVO MESTO,VO 6011 - ZAGORJE,25,"hiša Judež Damijana, Breznik 8, Izlake"
VE 6000 - NOVO MESTO,VO 6011 - ZAGORJE,26,"PGD Kandrše, Kandrše - del 6, Vače"
VE 6000 - NOVO MESTO,VO 6011 - ZAGORJE,27,"PGD Kolovrat, Kolovrat 19, Izlake"
VE 6000 - NOVO MESTO,VO 6011 - ZAGORJE,28,"hiša Rome Janeza, Briše 17, Izlake"
VE 6000 - NOVO MESTO,VO 6011 - ZAGORJE,29,"PGD Šentlambert, Šentlambert 9, Zagorje ob Savi"
VE 6000 - NOVO MESTO,VO 6011 - ZAGORJE,30,"Hiša Vozelj Rada, Kal 3, Zagorje ob Savi"
VE 6000 - NOVO MESTO,VO 6011 - ZAGORJE,31,"PGD Tirna, Tirna 16, Zagorje ob Savi"
VE 6000 - NOVO MESTO,VO 6011 - ZAGORJE,33,"PGD Podkum, Podkum 16, Podkum"
