Volilna enota,Volilni okraj,ID Volišča,Volišče
VE 4000 - LJUBLJANA BEŽIGRAD,VO 4004 - IVANČNA GORICA,38,"GD STIČNA II., Stična 144"
VE 4000 - LJUBLJANA BEŽIGRAD,VO 4004 - IVANČNA GORICA,39,"DC KRKA II., Krka 1d"
VE 4000 - LJUBLJANA BEŽIGRAD,VO 4004 - IVANČNA GORICA,40,"GD VIŠNJA GORA, Cesta na Polževo 12, Višnja Gora"
VE 4000 - LJUBLJANA BEŽIGRAD,VO 4005 - LJUBLJANA MOSTE-POLJE 1,1,"KD Dolsko, Dolsko 55"
VE 4000 - LJUBLJANA BEŽIGRAD,VO 4005 - LJUBLJANA MOSTE-POLJE 1,2,"PGD Senožeti, Senožeti 25"
VE 4000 - LJUBLJANA BEŽIGRAD,VO 4005 - LJUBLJANA MOSTE-POLJE 1,3,"PGD Vinje, Vinje 26b"
VE 4000 - LJUBLJANA BEŽIGRAD,VO 4005 - LJUBLJANA MOSTE-POLJE 1,4,"PGD Laze, Laze 29b"
VE 4000 - LJUBLJANA BEŽIGRAD,VO 4005 - LJUBLJANA MOSTE-POLJE 1,5,"PGD Klopce, Klopce 40"
VE 4000 - LJUBLJANA BEŽIGRAD,VO 4005 - LJUBLJANA MOSTE-POLJE 1,6,"Podružnična šola Besnica, Besnica 21"
VE 4000 - LJUBLJANA BEŽIGRAD,VO 4005 - LJUBLJANA MOSTE-POLJE 1,7,"Podružnična šola Janče, Gabrje pri Jančah 16"
VE 4000 - LJUBLJANA BEŽIGRAD,VO 4005 - LJUBLJANA MOSTE-POLJE 1,8,"Podružnična šola Prežganje, Prežganje 7"
VE 4000 - LJUBLJANA BEŽIGRAD,VO 4005 - LJUBLJANA MOSTE-POLJE 1,9,"Župnišče Javor, Javor 1"
